headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Let’s End the Covid Blame Games,2021-12-01,article,Op-Ed,,"['Coronavirus Omicron Variant', 'Coronavirus (2019-nCoV)', 'Politics and Government', 'Vaccination and Immunization', 'Rural Areas', 'Rumors and Misinformation', 'Deaths (Fatalities)']","Finger pointing is pointless, divisive and dumb. ","Over the summer, as Covid cases started rising from their midyear lows, it became popular to blame Republicans for fueling the pandemic. The argument was that Covid had become a red-state scourge because of lower rates of mask-wearing and vaccination — along with high doses of vaccine misinformation — in places that went heavily for Donald Trump."
Trump’s Iran Policy Has Become a Disaster for the U.S. and Israel,2021-12-01,article,Op-Ed,,"['Nuclear Weapons', 'Embargoes and Sanctions', 'United States International Relations']",Withdrawing from the Iran nuclear deal was a mistake. What comes next?,"The judges have voted and the results are in: President Donald Trump’s decision to tear up the Iran nuclear deal in 2018 — a decision urged on by his secretary of state, Mike Pompeo, and Israel’s prime minister, Benjamin Netanyahu — was one of the dumbest, most poorly thought out and counterproductive U.S. national security decisions of the post-Cold War era."
This Extinct Eagle May Have Gulped Guts Like a Vulture,2021-12-01,article,News,,"['Eagles (Birds)', 'Vultures (Birds)', 'Condors', 'Endangered and Extinct Species', 'Paleontology', 'Caves and Caverns', 'Research', 'your-feed-science', 'your-feed-animals']",Scientists suggest the largest eagle that ever existed hunted down its 500-pound prey and then stuck its head inside to gorge on organs.,"At Craigmore Station in Canterbury, New Zealand, an ancient Maori painting decorates the limestone overhang of a cave. Thought to depict an extinct eagle, the painted raptor gives the cave its name: Te Ana Pouakai, or the Cave of the Eagle. But this wasn’t just any bird — it may have been a Haast’s eagle, which had wingspans between six and 10 feet, making the species the largest known eagle."
Republican Recriminations Point to a Rocky Path to a House Majority,2021-12-01,article,News,,"['Conservatism (US Politics)', 'Right-Wing Extremism and Alt-Right', 'United States Politics and Government']","Simmering tensions between the far-right flank and more traditional conservatives burst into the open on Tuesday, while Republican leaders stayed silent.","WASHINGTON — Hostilities between the Republican far right and its typically muted center burst into the open on Tuesday, highlighting deep divisions that could bedevil the party’s leaders if they capture a narrow majority in the House next year."
A Times editor who attended Oxford recalls a decade-old shooting drill.,2021-12-01,article,News,,['School Shootings and Armed Attacks'],Three teenage students were killed on Tuesday in the school district I graduated from.,"The last time I was inside the walls of Oxford High School, it was for an active shooter drill."
The Clock Is Ticking as Baseball Veers Toward a Lockout,2021-12-01,article,News,,"['Baseball', 'Organized Labor', 'Lockouts', 'Collective Bargaining']","With the collective bargaining agreement set to expire this week, owners and players are negotiating over the sport’s future. A work stoppage seems inevitable.","IRVING, Texas — The future of the sport is unfolding in the conference rooms of a luxury hotel here."
24 Days of Cookies,2021-12-01,multimedia,Interactive Feature,,"['Cookies', 'Cooking and Cookbooks', 'Recipes', 'Christmas', 'Holidays and Special Occasions']",These recipes from New York Times Cooking are sure to make your holidays bright.,These recipes from New York Times Cooking are sure to make your holidays bright.
"Omicron Variant, in at Least 20 Nations, Spread Earlier Than Was Known",2021-12-01,article,News,,"['Coronavirus Omicron Variant', 'Travel Warnings', 'Vaccination and Immunization', 'Disease Rates']","With evidence growing that a worrisome new coronavirus variant is highly contagious, health officials issued warnings that vulnerable people should not travel.","The heavily mutated new coronavirus variant was in Europe several days earlier than previously known, health officials said Tuesday, and the number of countries where it has been found increased to at least 20, raising questions about whether the pandemic is about to surge once again."
Accuser Describes Maxwell and Epstein Ensnaring and Abusing Her at 14,2021-12-01,article,News,,"['Sex Crimes', 'Child Abuse and Neglect', 'Prostitution', 'Human Trafficking']","During the second day of Ghislaine Maxwell’s trial, a woman accused Ms. Maxwell of befriending her when she was a girl, only to join in the sexual abuse that followed.",Follow our coverage of the Ghislaine Maxwell trial on federal sex trafficking charges.
Appeals Court Questions Trump’s Bid for Secrecy on Jan. 6 Papers,2021-12-01,article,News,,"['Executive Privilege, Doctrine of', 'Storming of the US Capitol (Jan, 2021)', 'Suits and Litigation (Civil)', 'Archives and Records', 'Subpoenas', 'Appeals Courts (US)', 'United States Politics and Government']",The case presents the novel question of what happens when a current president and a former one disagree about invoking executive privilege.,WASHINGTON — A federal appeals court panel on Tuesday appeared skeptical of former President Donald J. Trump’s claim that he has the power to block a congressional subpoena for White House records related to the Jan. 6 attack on the Capitol.
"Corrections: Dec. 1, 2021",2021-12-01,article,Correction,,[],"Corrections that appeared in print on Wednesday, Dec. 1, 2021.","An article on Saturday about a woman named Abigail who was enslaved by John Jay misstated the given name of the author of “Les Chaînes de L’Esclavage” (“The Chains of Slavery”). It is Jean-Paul Marat, not Jean-Pierre."
"After 110 Years, an Overdue Book Is Returned to a Library in Idaho",2021-12-01,article,News,,"['Books and Literature', 'Libraries and Librarians']","It’s unclear who checked out “New Chronicles of Rebecca” by Kate Douglas Wiggin from a library in Boise, or who had it all these decades. But the book remained in immaculate shape.","In 1911, someone checked out a copy of the book “New Chronicles of Rebecca” from a library in Boise, Idaho."
