headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
"Field Is ‘Perfect Place to Die,’ Rookie Says in Front of Roger Goodell",2017-08-01,article,News,,"['Football', 'Sports Injuries', 'Concussions']","The declaration from Jamal Adams drew cheers at a fan forum and created an awkward moment, with the N.F.L. pushing for player safety.","FLORHAM PARK. N.J. — As Commissioner Roger Goodell responded to a fan question Monday about the link between football and degenerative brain disease by citing some of the N.F.L.’s efforts to improve player safety, one of those very players started shaking his head."
"Moving Past Health Care, White House Looks to Tax Reform",2017-08-01,article,News,,"['Tax Credits, Deductions and Exemptions', 'Corporate Taxes', 'Income Tax']",The Trump administration and Republicans in Congress cannot afford another political failure. And outside groups are working to remind them of that.,"WASHINGTON — The Trump administration insisted on Monday, in a show of unity with one of the Republican Party’s biggest financial backers, that its plan to rewrite the tax code would be a collaborative and ultimately successful process."
Police See Through Mr. Trump’s Tough Talk,2017-08-01,article,Editorial,,"['Police Brutality, Misconduct and Shootings', 'United States Politics and Government', 'Speeches and Statements']",Officials know brutality is unconstitutional and counterproductive.,"Prominent police chiefs and prosecutors first raised their voices months ago against the Trump administration’s attempt to revive failed policing strategies and its repeated suggestion that fair, constitutional law enforcement is somehow inconsistent with public safety."
Mayor and City Council Make Deal on Lawyers for Immigrants,2017-08-01,article,News,,"['Immigration and Emigration', 'Illegal Immigration', 'Legal Aid for the Poor (Civil)']","A compromise ends months of squabbling, as private donors, not the city, will fund the legal services for undocumented immigrants convicted of serious crimes.","After months of squabbling over how to pay for immigration-related legal services for undocumented immigrants convicted of crimes and facing deportation, Mayor Bill de Blasio’s office and the City Council came to a compromise on Monday."
Sam Shepard in Pictures,2017-08-01,multimedia,Slideshow,,['Theater'],"Sam Shepard, the celebrated playwright and Oscar-nominated actor, died on July 27 at his home in Kentucky. He was 73.","Sam Shepard, the celebrated playwright and Oscar-nominated actor, died on July 27 at his home in Kentucky. He was 73."
So Much for the Mooch,2017-08-01,article,Editorial,,"['United States Politics and Government', 'Appointments and Executive Changes']","In going after Reince Priebus, Anthony Scaramucci sowed the seeds of his own demise.","Remember, oh, four days ago when Anthony Scaramucci compared himself and Reince Priebus, the White House chief of staff, to Cain and Abel? In his mind he was Cain, and by the next day, Mr. Priebus was history."
"Venezuela’s Opposition, Battling Nicolás Maduro, Suffers a Crippling Blow",2017-08-01,article,News,,"['Referendums', 'Elections', 'Constitutions', 'Politics and Government']","Through a contentious referendum, the president has effectively liquidated any political challenge for years to come.","BOGOTÁ, Colombia — Just a year and a half ago, Venezuela’s opposition was riding high, at the apex of its power."
"Yankees and Dodgers Make Big Moves, Hoping to Be Juggernauts",2017-08-01,article,News,,"['Baseball', 'Trades (Sports)']","Los Angeles sent three prospects to Texas for the four-time All-Star Yu Darvish, while the Yankees traded three players to Oakland for the prized pitcher Sonny Gray.","BOSTON — Dave Dombrowski was ready. Asked on Monday about the Yankees’ flurry of moves this month, culminating in a trade with Oakland for the prized right-hander Sonny Gray, Dombrowski said the Yankees had become the Golden State Warriors. His team, the Boston Red Sox, is now the underdog."
"While Other U.S. Companies Flee China, Starbucks Doubles Down",2017-08-01,article,News,,['Coffeehouses'],"The company is now opening more than a store a day in China. The secret to success there, according to the coffee seller’s chairman? Mutual trust.","Google does very little business there. McDonald’s has agreed to sell its business and license its name there. Coca-Cola, after investing heavily, sold its bottling unit there."
Quotation of the Day: Preparing Young Children for the Automated Economy,2017-08-01,article,Quote,,[],"Quotation of the Day for Tuesday, August 1, 2017.","“Technology can be a vehicle to help people create and collaborate better, but at the end of the day, people need to learn to work with people.”"
Success of North Korean Missile Test Is Thrown Into Question,2017-08-01,article,News,,"['Nuclear Tests', 'Missiles and Missile Defense Systems']",The test Friday suggested that Pyongyang may now have the ability to strike the continental U.S. But video analysis shows the mock warhead shattering on re-entry.,Analysts examining video of North Korea’s launch on Friday of an intercontinental ballistic missile that appeared capable of reaching the West Coast of the United States say they saw evidence of a setback the North never mentioned: The mock warhead on the missile shattered into pieces during its fiery re-entry to earth.
Russia’s Military Drills Near NATO Border Raise Fears of Aggression,2017-08-01,article,News,,"['Defense and Military Forces', 'United States Defense and Military Forces', 'International Relations']","American military officials are concerned that Russia will use the maneuvers as a pretext to increase its presence in Belarus, which borders three NATO allies.","WASHINGTON — Russia is preparing to send as many as 100,000 troops to the eastern edge of NATO territory at the end of the summer, one of the biggest steps yet in the military buildup undertaken by President Vladimir V. Putin and an exercise in intimidation that recalls the most ominous days of the Cold War."
Ancient Vase Seized From Met Museum on Suspicion It Was Looted,2017-08-01,article,News,,"['Arts and Antiquities Looting', 'Greek Civilization']","Evidence indicates the 2,300-year-old vase, on display for decades, was illegally dug up from an Italian grave and later sold to the Met at auction.","For decades it was proudly displayed in the Greco-Roman galleries of the Metropolitan Museum of Art, a 2,300-year-old, vividly painted vase that depicts Dionysus, god of the grape harvest, riding in a cart pulled by a satyr."
U.S. Nuclear Comeback Stalls as Two Reactors Are Abandoned,2017-08-01,article,News,,"['Nuclear Energy', 'Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Alternative and Renewable Energy', 'Electric Light and Power']","Two South Carolina utilities said they would halt construction on a pair of reactors, dealing a major blow to the future of American nuclear power.","In a major blow to the future of nuclear power in the United States, two South Carolina utilities said on Monday that they would abandon two unfinished nuclear reactors in the state, putting an end to a project that was once expected to showcase advanced nuclear technology but has since been plagued by delays and cost overruns."
