headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
What’s the Worst — and Best — Metro in the World?,2013-02-01,article,News,,"['Commuting', 'Subways', 'Transit Systems']",Prince Charles took the London underground to mark the 150th anniversary of the launch of subterranean travel in the British capital. Share your subway experiences with Rendezvous.,LONDON — Prince Charles on the London tube! What’s next?
Oregon Man Convicted in Holiday Bombing Plot,2013-02-01,article,News,,"['Terrorism', 'Decisions and Verdicts']",Mohamed Osman Mohamud was found guilty of pushing a button that turned out to be an F.B.I. decoy device at a Christmas tree lighting ceremony in 2010 in Portland.,"PORTLAND, Ore. — A 21-year-old Somali-American arrested here in late 2010 after pushing a cellphone button to trigger what he believed was a huge car bomb — in fact an elaborate and inert F.B.I. decoy device — was convicted on Thursday in Federal District Court of attempting to use a weapon of mass destruction. He faces up to life in prison."
"Roomy Khan, Figure in Galleon Insider Case, Sentenced to One Year in Prison",2013-02-01,article,News,,"['Frauds and Swindling', 'Hedge Funds', 'Insider Trading', 'Securities and Commodities Violations']","Roomy Khan, a central figure in the insider-trading investigation that led to the conviction of the hedge fund manager Raj Rajaratnam, was sentenced to one year in prison. In a separate case, Jason Pflaum, who gathered evidence about his former boss, the hedge fund manager Samir Barai, received probation.","Roomy Khan, a central figure in the investigation that led to the conviction of the hedge fund manager Raj Rajaratnam, was sentenced to one year in prison on Thursday for illegally passing inside information and obstructing justice."
"As NATO Prepares for Afghan Withdrawal, Uzbekistan Seeks War’s Leftovers",2013-02-01,article,News,,"['Afghanistan War (2001- )', 'Defense and Military Forces']",Uzbekistan wants to make a deal as the Western allies leave Afghanistan: it will provide the roads for shipping equipment out if the coalition leaves some of it behind.,"MOSCOW — With planning for the Western military withdrawal from Afghanistan in full swing, officials in Uzbekistan want to make a deal: we will provide the roads out if you leave some of those extra vehicles and supplies behind for us."
Kidd Cautious About Return ,2013-02-01,article,News,,['Basketball'],"Jason Kidd and Knicks Coach Mike Woodson differed slightly on whether Kidd, nursing a back injury, would play Friday against the Milwaukee Bucks.","Jason Kidd and Coach Mike Woodson said Thursday that it was a mutual decision to rest Kidd in the Knicks’ victory over the Orlando Magic on Wednesday. But the two differed slightly on whether Kidd, with an ailing lower back, would play on Friday against the Milwaukee Bucks. "
League Hopes to Make Another Move on Concussions,2013-02-01,article,News,,"['Concussions', 'Football']","By next season, the N.F.L. hopes to have independent specialists capable of diagnosing and treating concussions on the sidelines during games.","NEW ORLEANS — The N.F.L. hopes by next season to have independent specialists capable of diagnosing and treating concussions on the sidelines during games, the league’s top lawyer said Thursday."
"U.C.L.A. Receives More Than 90,000 Applications for Fall 2013",2013-02-01,article,News,,[],"While gathering The Choice blog’s annual application tally for the freshman class of 2013, one thing is clear: The competitive landscape of college admissions has yet to reach a tipping point.",
Genetic Changes to Food May Get Uniform Labeling,2013-02-01,article,News,,"['Labeling and Labels', 'Genetic Engineering', 'State Legislatures', 'Food', 'Shopping and Retail', 'Agriculture and Farming', 'Law and Legislation', 'Lobbying and Lobbyists']",A move by Wal-Mart to require labels on products that contain genetically engineered ingredients could be influential in developing a national labeling program.,"With Washington State on the verge of a ballot initiative that would require labeling of some foods containing genetically engineered ingredients and other states considering similar measures, some of the major food companies and Wal-Mart, the country’s largest grocery store operator, have been discussing lobbying for a national labeling program."
Perry’s Agenda Touches on Both Policy and Politics,2013-02-01,article,News,,"['Speeches and Statements', 'Infrastructure (Public Works)', 'Economic Conditions and Trends', 'Health Insurance and Managed Care', 'Taxation']","The governor’s State of the State address was subtler than the one he gave two years ago, when he was setting up for a presidential run, but it was still political.","Ross Ramsey, the executive editor at The Texas Tribune, writes a column for The Tribune."
Fire in Gaza Kills Family and Stirs Rage Against the Power Company,2013-02-01,article,News,,"['Fires and Firefighters', 'Electric Light and Power', 'Candles']","The fire was the latest in a series of house fires, most started by candles, in power-starved Gaza, and it set off bitter finger-pointing.","GAZA — Twelve hours after Palestinian electricity workers cut off power to a building because of nonpayment by one of the tenants, it went up in flames on Thursday, killing a married couple and their four children, ages 3 months to 7 years."
Long Haul Taking on a History of Scandal,2013-02-01,article,News,,"['Ethics (Institutional)', 'Corruption (Institutional)', 'Law and Legislation']","As far back as 1917, with the impeachment of Gov. James E. Ferguson for misapplication of public funds, ethics scandals have tainted Texas lawmakers and those who do business with them.",There was no reason to suspect that the 1971 session of the Texas Legislature would be much different from the ones that preceded it.
Higher Flood-Zone Rebuilding Is Allowed,2013-02-01,article,News,,"['Hurricane Sandy (2012)', 'Floods', 'Executive Orders', 'Disasters and Emergencies', 'Building (Construction)']",Mayor Michael R. Bloomberg’s emergency executive order allows Hurricane Sandy building owners in new federal flood zones to rebuild higher without violating existing codes.,An emergency executive order signed Thursday by Mayor Michael R. Bloomberg allows property owners with buildings damaged by Hurricane Sandy in newly designated federal flood zones to rebuild higher without violating existing building codes. 
"Stoudemire, With a Reshaped Game, Is Fitting in Nicely",2013-02-01,article,News,,['Basketball'],"After struggling last season, the Knicks’ front-line stars — Carmelo Anthony, Amar’e Stoudemire and Tyson Chandler — are now dominating together on offense.",The question of how Amar’e Stoudemire’s return from knee surgery would affect the Knicks loomed menacingly over the team’s early-season success.
Alan Cumming’s ‘Macbeth’ Will Join a Crowd of Solo Stars on Broadway,2013-02-01,article,News,,['Theater'],"With the addition of Alan Cumming in “Macbeth,” there are now four plays opening on Broadway this spring that are essentially solo performances.","Broadway producers have always relied on star actors to generate ticket sales for shows, but this spring some stars are the shows, with four plays now on tap that are essentially solo performances. The latest is an avant-garde production of “Macbeth,” with the Tony Award winner Alan Cumming (“Cabaret”) performing most of the characters in the Shakespeare classic; it will begin preview performances on April 7 at the Ethel Barrymore Theater and open on April 21, the producer Ken Davenport announced on Thursday."
Russia Revives the Namesake of ‘Uncle Joe’,2013-02-01,article,News,,"['Names, Geographical', 'World War II (1939-45)']","The city government of Volgograd voted to officially restore its onetime Communist-era name, Stalingrad, for six days each year.","MOSCOW — No, there are no plans to revive the gulag. But the city government of Volgograd voted unanimously on Thursday to officially restore its onetime Communist-era name, Stalingrad, for six days each year."
GTT ★,2013-02-01,article,News,,"['Music', 'Mardi Gras', 'Photography']","Our quirky, discerning picks for the most interesting things to do around the state this week.","Our quirky, discerning picks for the most interesting things to do around the state this week."
