headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
How Photography Exploits the Vulnerable,2018-09-01,article,Editorial,,"['Photography', 'Drug Abuse and Traffic', 'News and News Media', 'Opioids and Opiates']",There are too many gratuitous photos of people jamming needles into their bodies and bloated corpses carried out of filthy homes.,"Photojournalism is built on the idea that photojournalists are witnesses to history. Part of our job is to visualize issues the general public does not have immediate access to. We have a responsibility to portray the visceral realities of an often devastating world, but we also have a responsibility to maintain the humanity of the people we photograph. And on this measure we too often fail, especially when it comes to coverage of drug abuse. "
Quotation of the Day: India’s Regulators Seek to Rein In Internet Giants,2018-09-01,article,Quote,,[],"Quotation of the Day for Saturday, September 1, 2018.","“As a country, we have to all grow up and say that, you know, enough of this.”"
Vultures! Elections! It’s September!,2018-09-01,article,Op-Ed,,"['Midterm Elections (2018)', 'Elections, Senate', 'United States Politics and Government']","We have seen the future, and it’s in North Dakota.","Happy International Vulture Awareness Day! Honest to gosh. No snickering. Vultures do a lot of good things for the environment, and they’re tired of being dismissed just because they look creepy and eat carrion. No vulture, for instance, has ever been known to drive a golf cart onto the putting green. Or brag about grabbing a lady vulture by her private parts. Or separate children from their mothers at the border. Go vultures."
"At U.S. Open, Powers That Be Hold Off Powers That Will Be",2018-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']","Karen Khachanov, 22, lost to Rafael Nadal in four sets. Denis Shapovalov, 19, pushed Kevin Anderson to five sets. Taylor Fritz, 20, fell to Dominic Thiem.",Friday proved too soon for the future of tennis to arrive.
McCain and a Requiem for the American Century,2018-09-01,article,Op-Ed,,['United States Politics and Government'],"Torture imbued him with a humanity that transcended politics, and a belief in the centrality of American values in the battle for freedom.","DENVER — The services across the nation marking the passing of Senator John McCain are also a requiem for the American century. He lived through the zenith of postwar American power; believed, despite setbacks, in America’s unique capacity to forge a more open and democratic world; and held America’s word as pledge in the cause of liberty."
Addiction Doesn’t Always Last a Lifetime ,2018-09-01,article,Editorial,,"['Drug Abuse and Traffic', 'Addiction (Psychology)', 'Opioids and Opiates', 'Buprenorphine (Drug)', 'Heroin', 'Therapy and Rehabilitation']","In fact, most people recover, often on their own. Here are some of their stories.","Filthy hands gripping bloody needles, pregnant women shooting up, angelic toddlers in car seats with their parents slumped upfront, overdosed — media images of the opioid crisis are relentlessly dire. "
California Lawmakers Pass Nation’s Toughest Net Neutrality Law,2018-09-01,article,News,,"['Net Neutrality', 'Law and Legislation', 'United States Politics and Government']","The bill is sure to set up a fight between broadband providers, like Verizon and AT&T, and consumer groups.",WASHINGTON — California lawmakers on Friday passed a bill that would guarantee full and equal access to the internet — a principle known as net neutrality — in the biggest pushback yet to the federal government’s rollback of rules last year.
"Corrections: September 1, 2018",2018-09-01,article,Correction,,[],"Corrections appearing in print on Saturday, September 1, 2018.",SPORTS
Schools Can Keep Kids Safe Without Giving Their Teachers Guns,2018-09-01,article,Editorial,,"['School Shootings and Armed Attacks', 'Firearms', 'Education (K-12)', 'Teachers and School Employees', 'United States Politics and Government']",Betsy DeVos’s latest scheme flies in the face of expert advice. ,"Betsy DeVos, the education secretary, floated a plan last week that stood out in its absurdity even among her many other foolish proposals: She is considering using an obscure federal grant program to let schools buy guns and pay for firearms training for faculty and staff members."
A Tumultuous Week for Justin Trudeau: The Canada Letter,2018-09-01,article,News,,[],Prime Minister Justin Trudeau’s government was hit with a trade ultimatum from President Trump and a court ruling on a fraught pipeline issue.,So much for a quiet end to the lazy days of summer in Canada.
‘Gettin’ the Band Back Together’ to Close Sept. 16,2018-09-01,article,News,,['Theater'],"The musical comedy, about a group of middle-aged New Jersey men dissatisfied with their lives who reform their high school band, had poor reviews and ticket sales.","“Gettin’ the Band Back Together,” a new Broadway musical comedy about a group of middle-aged New Jersey men who decide to try reforming their high school band as a response to dissatisfaction with the course of their lives, will close Sept. 16."
