headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Anyone Else Want to See Trump ‘Shut Up’?,2020-10-01,article,Op-Ed,,"['Presidential Election of 2020', 'Debates (Political)']",Our president as a terrible toddler.,"When the nation looks back on the presidential debate we witnessed this week, do you think it’ll be remembered as:"
How the Lakers Beat the Heat in Game 1 of the N.B.A. Finals,2020-10-01,article,News,,"['Basketball', 'NBA Championship', 'Playoff Games']","The Lakers fell into a deficit early but fought back with a string of 3-pointers. The Heat were hobbled by injuries, a concern for the rest of the series.",LeBron James is not accustomed to Game 1s like these.
Trump Calls on Extremists to ‘Stand By’,2020-10-01,article,Op-Ed,,"['Presidential Election of 2020', 'United States Politics and Government', 'Right-Wing Extremism and Alt-Right', 'Fringe Groups and Movements', 'Whites', 'Debates (Political)', 'Demonstrations, Protests and Riots']","Instead of condemning violent groups, the president marshals them.","President Trump didn’t hurt Joe Biden in Tuesday’s debate, but he badly damaged our country."
Facebook will forbid ads that undermine the legitimacy of the coming election.,2020-10-01,article,News,,[],"Facebook on Wednesday said it would prohibit the purchase of ads that seek to delegitimize the outcome of the Nov. 3 election, as the social network prepares for a turbulent next few weeks.","Facebook on Wednesday said it would prohibit the purchase of ads that seek to delegitimize the outcome of the Nov. 3 election, as the social network prepares for a turbulent next few weeks."
"Can Mike Espy Make History, Again?",2020-10-01,article,Op-Ed,,"['Black People', 'Blacks', 'Presidential Election of 2020', 'United States Politics and Government', 'State Legislatures', 'Elections, Senate']","If the Democratic Party claims to value Black support, then they should work harder to make it happen.","At the end of the Civil War in 1865, Mississippi was a majority-Black state."
Trump’s Tax Avoidance Is a Tax on the Rest of Us,2020-10-01,article,Op-Ed,,"['Tax Shelters', 'Income Tax', 'Federal Taxes (US)', 'Trump Tax Returns']",The majority of taxpayers can’t afford the expensive professional advice on which successful tax-avoidance strategies depend.,"We don’t know if Donald Trump’s recent federal income tax returns indicate illegal activity. But even if the $750 income tax bills he paid in each of the first two years of his presidency turn out to have been calculated in compliance with the U.S. Internal Revenue Code, he has enjoyed the benefits of the society we all contribute to build, then skipped out on his share of the bill — a sort of dine-and-dash on his fellow Americans."
"Tokyo Stock Market Halts Trading for a Day, Citing Glitch",2020-10-01,article,News,,['Stocks and Bonds'],The exchange resumed trading on Friday after a technical problem left investors unable to place orders on Thursday.,TOKYO — The Tokyo Stock Exchange shut down for the day on Thursday as its operator raced to solve a technical glitch that halted equities trading throughout the world’s third- largest economy.
Images From Four More Years of ‘What’s Going On in This Picture?’,2020-10-01,multimedia,Slideshow,,[],A slide show including some of our most popular images published from 2016 to 2020 in “What’s Going On in This Picture?”,A slide show including some of our most popular images published from 2016 to 2020 in “What’s Going On in This Picture?”
In Which Rikishi Wear Mawashi,2020-10-01,article,News,,['Crossword Puzzles'],Adam Fromm is on the line.,"THURSDAY PUZZLE — Devious. But a great “aha” moment. Devious and a great “aha” moment, that’s all I’m going to say about this puzzle by Adam Fromm."
"Quotation of the Day: Insults, Bluster and a Sense of a Superpower in Decline",2020-10-01,article,Quote,,[],"Quotation of the Day for Thursday, October 1, 2020.",“The country we have looked to for leadership has descended into an ugly brawl.”
"Corrections: Oct. 1, 2020",2020-10-01,article,Correction,,[],"Corrections that appeared in print on Thursday, Oct. 1, 2020.","An article on Sept. 24 about a real estate project that would have led to the expansion of the Industry City complex in Brooklyn referred imprecisely to the relationship between Chelsea Market and its developer, Jamestown. Jamestown created Chelsea Market and owns the rights to the Chelsea Market brand, but Google bought the complex in 2018."
"U.S. Debate, Vladimir Putin, African Art: Your Thursday Briefing",2020-10-01,article,briefing,,"['Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Coronavirus Aid, Relief, and Economic Security Act (2020)']",Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.)
2020 French Open: What to Watch on Thursday,2020-10-01,article,News,,"['Tennis', 'French Open (Tennis)']","Novak Djokovic, Sofia Kenin and Karolina Pliskova will be featured on Court Philippe-Chatrier as the second round wraps up.",How to watch: 5 a.m. to 3 p.m. on the Tennis Channel; streaming on the Tennis Channel app.
N.F.L. Week 4 Predictions: Our Picks Against the Spread,2020-10-01,article,News,,['Football'],Tom Brady and the Buccaneers are building momentum and the Bears hope to continue an improbable start. Two games — Chiefs-Patriots and Titans-Steelers — have been postponed.,"The N.F.L.’s nearly perfect record in containing the coronavirus took a major hit when multiple members of the Tennessee Titans tested positive following last week’s win over Minnesota. Now, a huge matchup between Tennessee and Pittsburgh — both of which are 3-0 — has been delayed until Week 7. Things got worse on Saturday, when positive tests forced the week’s other top game, between Kansas City and New England, to be postponed until Monday or Tuesday. Thus far the impact on the league has been manageable, but things could quickly get out of control without major precautions."
"Hong Kong Is China, Like It or Not",2020-10-01,article,Op-Ed,,"['Politics and Government', 'Constitutions', 'Secession and Independence Movements', 'Coronavirus (2019-nCoV)', 'Fugitives', 'Embargoes and Sanctions', 'Law and Legislation', 'United States Politics and Government', 'Human Rights and Human Rights Violations', 'Extradition']","After months of chaos in the city, something had to be done, and the Chinese government did it.","HONG KONG — No amount of outcry, condemnation or sanctions over the Chinese government’s purported encroachment in Hong Kong’s affairs will alter the fact that Hong Kong is part of China and that its destiny is intertwined with the mainland’s."
Chrissy Teigen and John Legend Lose Baby After Pregnancy Complications,2020-10-01,article,News,,"['Models (Professional)', 'Social Media', 'Miscarriages']","“Driving home from the hospital with no baby,” Ms. Teigen wrote on Twitter. “How can this be real.” She said she and her husband had decided to call the infant Jack.","The model and cookbook author Chrissy Teigen said late Wednesday that she and her husband, the singer John Legend, had lost their third child, a son, days after she posted on social media about suffering pregnancy complications."
Word + Quiz: guttural,2020-10-01,article,News,,[],This word has appeared in 23 articles on NYTimes.com in the past year.,_________
Samantha Bee Decries Trump’s ‘Stand Back and Stand By’,2020-10-01,article,News,,[],"“Do not tell Trump that he can say anything he wants about race,” Bee said — one reason being that “Mark Burnett will have to spend hours erasing the tapes.”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. We’re all stuck at home at the moment, so here are the 50 best movies on Netflix right now."
Confrontation,2020-10-01,article,News,,[],What story does this image inspire for you?,
"For Voters Still Mulling, One Thing Is Clear: That Debate Didn’t Help",2020-10-01,article,News,,"['Presidential Election of 2020', 'Debates (Political)', 'Voting and Voters']",A small but crucial segment of likely voters say they remain uncommitted — to a candidate or to voting at all — and nothing they heard on Tuesday clinched things for them.,[Watch live VP debate and analysis.]
"At the Edge of Time, a Litter of Galactic Puppies",2020-10-01,article,News,,"['Space and Astronomy', 'Quasars', 'Stars and Galaxies', 'Hubble Space Telescope', 'Telescopes and Observatories', 'Black Holes (Space)', 'your-feed-science']",The discovery of a black hole surrounded by protogalaxies provides astronomers with a rare glimpse of the web of matter permeating the cosmos.,Astronomers announced on Thursday that they had discovered a giant black hole surrounded by a litter of young protogalaxies that date to the early universe — the beginning of time.
Layoffs grow as companies gauge the course of the pandemic — and prospects for federal aid.,2020-10-01,article,News,,[],"American employers continue to cut jobs, signaling new anxiety about the course of the coronavirus pandemic and uncertainty about further legislative relief.","American employers continue to cut jobs, signaling new anxiety about the course of the coronavirus pandemic and uncertainty about further legislative relief."
