headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Human Rights Group Says Two U.S. Strikes Killed Somali Civilians,2020-04-01,article,News,,"['Civilian Casualties', 'Terrorism', 'United States Defense and Military Forces']",A report by Amnesty International challenges the American military’s claim that the February strikes hit only terrorists and no innocent bystanders.,"WASHINGTON — Two American airstrikes in Somalia in February killed two civilians and injured three more, the human rights group Amnesty International has alleged in a new report. The United States Africa Command has acknowledged those strikes happened, but said they killed only terrorists with the Qaeda-affiliated group Al Shabab."
‘Never Thought I Would Need It’: Americans Put Pride Aside to Seek Aid,2020-04-01,article,News,,"['Unemployment', 'Food Banks and Pantries', 'Layoffs and Job Reductions', 'Philanthropy', 'Coronavirus (2019-nCoV)']","With coronavirus-related job losses, many workers are reluctantly seeking charity and unemployment benefits for the first time in their lives.","The cars arrived at the food bank in southern Dallas in a stream — a minivan, a Chevrolet Tahoe, a sedan with a busted window, a Jaguar of unclear vintage. Inside the vehicles sat people who scarcely could believe they needed to be there."
"$30 Million in Illegal Drugs Seized From Cross-Border Tunnel in San Diego, U.S. Says",2020-04-01,article,News,,"['Drug Abuse and Traffic', 'Border Barriers', 'Smuggling', 'Immigration and Emigration', 'Organized Crime']",The tunnel’s entrance was not far from a newly constructed portion of the border wall that President Trump visited last September in the Otay Mesa section of San Diego.,"Federal agents seized $29.6 million worth of illegal drugs from a tunnel used by smugglers to enter San Diego from Mexico, a cross-border passageway so sophisticated that it had ventilation, lighting and an underground rail system, the authorities said on Tuesday."
"As Furloughs Grow, Kennedy Center Defends Use of $25 Million in Aid",2020-04-01,article,News,,"['Finances', 'Art', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'United States Politics and Government']",Critics in Congress push to revoke the performing arts center’s piece of the stimulus package as it works to explain its response to the financial crisis.,"Facing criticism for furloughing workers after it was granted $25 million in federal coronavirus relief funding, the John F. Kennedy Center for the Performing Arts on Tuesday defended its need for the bailout and outlined its plans for the money."
Historic Town in Veszprém County,2020-04-01,article,News,,['Crossword Puzzles'],"Mad magazine editor in chief John Ficarra makes his New York Times Crossword debut, with the able assistance of Patrick Merrell.","WEDNESDAY PUZZLE — Why, yes, look at that, it’s April 1 already. And very often, on April 1, the crossword editors pull some sort of prank on solvers — like this one — but this just isn’t the time to do that. People don’t like having their crossword messed with under normal circumstances, and they certainly don’t want it done while we are in the middle of a global pandemic. The editors get that."
Trump Calls New Fuel Economy Rule a Boon. Some Experts See Steep Costs.,2020-04-01,article,News,,"['Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'United States Politics and Government', 'Fuel Efficiency', 'Regulation and Deregulation of Industry', 'United States Economy']","The president said the measure,  announced Tuesday, would lift the economy, but outside analysts said the administration's rosy numbers did not represent an accurate accounting of its costs. ","WASHINGTON — The Trump administration on Tuesday announced a new rule on automobile fuel efficiency, completing the president’s rollback of Obama-era standards and gutting the federal government’s most important climate change policy."
This Broccoli-Dill Pasta Has a Hippie Twist. Your Kids Will Love It.,2020-04-01,article,News,,"['Cooking and Cookbooks', 'Vegetables', 'Broccoli', 'Recipes']","A quick purée, seasoned with lemon and garlic, is a kind of delicious all-purpose dip, sauce and spread.","On the first day of spring, Bryant Terry was at home in Oakland, transferring the compost from a bin in the yard to the raised beds, planting collards, mustard greens, turnips, bok choy, yu choy and early tomatoes. The tour for his new cookbook, “Vegetable Kingdom: The Abundant World of Vegan Recipes,” had been canceled in the chaos of the coronavirus. Restaurants and bars were closed — schools, too. Those who could be at home were staying put. And Terry, a cookbook author and the chef in residence of the Museum of the African Diaspora, was now, like so many parents, a full-time home-schooler."
"Quotation of the Day: Cases Spiral Aboard an Aircraft Carrier, and a Commander Pleads for Help",2020-04-01,article,Quote,,[],"Quotation of the Day for April 1, 2020.","“We are not at war. Sailors do not need to die. If we do not act now, we are failing to properly take care of our most trusted asset — our sailors.”"
"Corrections: April 1, 2020",2020-04-01,article,Correction,,[],"Corrections that appeared in print on Wednesday, April 1, 2020.","Because of an editing error, an article on Tuesday about the Trump administration’s plans to roll back automobile fuel efficiency standards misstated the auto industry’s position on fuel economy. Although the industry has recently improved fuel economy by 2.4 percent annually, it has never said it would strengthen fuel economy standards by 2.4 percent per year."
"Wallace Roney, Jazz Trumpet Virtuoso, Is Dead at 59",2020-04-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Jazz', 'Coronavirus (2019-nCoV)']","Initially dismissed by some as a Miles Davis imitator, Mr. Roney, who has died of coronavirus complications, emerged as a major musician in his own right.",This obituary is part of a series about people who have died in the coronavirus pandemic.
"Coronavirus, Donald Trump, Asia: Your Wednesday Briefing",2020-04-01,article,briefing,,[],Here’s what you need to know.,(Want to get this briefing by email? Here’s the sign-up.)
Fire at Bronx Apartment Building Kills 4,2020-04-01,article,News,,"['Fires and Firefighters', 'Deaths (Fatalities)']",The cause of the three-alarm blaze remains under investigation.,"A fire swept through the top floor of a Bronx apartment building on Tuesday night, killing four people and injuring one, officials said."
"Coronavirus Spreads Amid Supply Shortages, Stay-at-Home Orders and Sobering Economics",2020-04-01,article,News,,"['Coronavirus (2019-nCoV)', 'Epidemics', 'Deaths (Fatalities)']","Florida’s governor belatedly directed residents to stay home, but only after a call with President Trump. States raised new concerns about medical supplies, and fears grew about a prolonged global downturn.",This briefing has ended. Read our global live coverage on the coronavirus pandemic here.
Retailers Under Pressure to Protect Workers,2020-04-01,article,News,,"['United States Economy', ""Standard & Poor's 500-Stock Index"", 'Stocks and Bonds', 'Coronavirus (2019-nCoV)', 'Economic Conditions and Trends', 'International Trade and World Market']",Live updates on stock market and business news during the coronavirus outbreak.,This briefing is no longer updating. Read the latest developments in the coronavirus outbreak here.
What’s on TV Wednesday: ‘Baghdad Central’ and a Sketch Comedy Show,2020-04-01,article,News,,"['Television', 'Movies']",A British thriller series is on Hulu. And “The Iliza Shlesinger Sketch Show” debuts on Netflix.,"BAGHDAD CENTRAL Stream on Hulu. An Iraqi inspector searches post-9/11 Baghdad for his missing daughter in this thriller series. Set around America’s 2003 invasion of Iraq, “Baghdad Central” stars Waleed Zuaiter as Muhsin Al-Khafaji, a former law enforcement operative whose mission requires him to form an uneasy partnership with U.S. forces. (“I’m never sure if they’re going to shoot me in the head,” he says early on.) The series, based on a novel by the scholar Elliott Colla, originally aired on the British network Channel 4 and was generally well-received. “It’s nice to see an Iraq war-set thriller that centers on Iraqi lives for a change,” Ellen E. Jones wrote in a review for The Guardian. “Nice because it’s the right thing for a socially conscious broadcaster to commission, but also just nice because it makes for some refreshingly original entertainment.”"
Word + Quiz: limn,2020-04-01,article,News,,[],This word has appeared in eight articles on NYTimes.com in the past year.,_________
"Empire State Building Coronavirus Tribute Rang a False Alarm, Fallon Jokes",2020-04-01,article,News,,[],“The Tonight Show” host said New Yorkers thought the flashing red-and-white light display “meant Target finally got a shipment of toilet paper.”,"Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox."
They Made New Lives in the U.S. The Coronavirus Sent Them Fleeing.,2020-04-01,article,News,,"['Coronavirus (2019-nCoV)', 'Health Insurance and Managed Care', 'Foreign Workers', 'Immigration and Emigration']","Expatriates, especially in New York, have abandoned the lives they built over fear of the inequalities in the American health care system.","SYDNEY, Australia — As countries began sealing their borders against the coronavirus and airlines rapidly slashed flights, Isabel Lo, who is due to give birth in July, had a decision to make: rely on the American health care system or leave her husband to fly home to Australia."
Your Learning Space,2020-04-01,article,News,,[],"Now that schools have closed, have you created a space for learning in your home?",Has your school shifted to remote learning in response to the coronavirus pandemic? Do you have a dedicated space for learning in your home? What does it look like? What things have you included to help you learn and make your space comfortable? Do you like working there? Why or why not?
Coronavirus Battle Creates a Global ‘Free-for-All’ to Find Masks,2020-04-01,article,News,,"['Coronavirus (2019-nCoV)', 'Masks', 'Protective Clothing and Gear', 'Factories and Manufacturing', 'Medical Devices', 'Freight (Cargo)', 'International Trade and World Market', 'Shortages']","Traders scour factories and warehouses, find planes and pilots and look for buyers as hospitals and governments beg for protective gear.",SHANGHAI — Million-dollar wire transfers to strangers. Rumors of hidden supplies in forgotten warehouses. Wheeler-dealers trying to talk regulators and customs officials into letting that one precious shipment through.
Stuck Inside? Here’s an Australian Kids’ Show Every Parent Can Love,2020-04-01,article,News,,"['Children and Childhood', 'Television', 'Parenting', 'Dogs', 'Cartoons and Cartoonists']","“Bluey” is the country’s biggest children’s TV export since “The Wiggles,” speaking with rare frankness to young and old.","SYDNEY, Australia — Joe Brumm’s daughter was 3 when she was first admitted to a hospital with an asthma-like illness. She spent a week in intensive care."
"The Wildly Funny Samantha Irby Is Back, Not a Moment Too Soon",2020-04-01,article,Review,,['Books and Literature'],"Irby’s new essay collection, “Wow, No Thank You,” offers more of her deadpan, confiding voice, which ranges from high silliness to emotionally painful depths.","It’s been 20 years since Anthony Bourdain published his best-selling memoir “Kitchen Confidential,” with its solemn warning: Never order fish on Mondays."
Letter of Recommendation: Mudlarking,2020-04-01,article,News,,"['Rivers', 'Bones', 'Mines and Mining']",Sifting through river muck for treasure — and the lessons of human history.,"I was a magpie as a child; I am a magpie now. My interest is piqued by shiny objects: In my pockets are brass buttons, pressed coins, old brooches. I am fascinated by the things people hold onto, the stuff that rattles talismanic in their bedside tables. A coin, or battered key, a ring from the five-and-dime — ancient codes to crack when someone dies, if no one’s kept their history. I hold dear a pin bearing Patti Smith, and a little jade elephant that lives in the pocket of my handbag. I have a mourning ring that my grandmother left me, of jet and pearl, but whom it mourns I do not know."
What Role Should Celebrities Have During the Coronavirus Crisis?,2020-04-01,article,News,,[],"Celebrities are reminding us to stay home, encouraging us to keep up our spirits and sharing how they are coping. Should they?","Are you a fan of celebrity culture? Do you follow any stars on Instagram, Twitter or other social media? How much do they influence your interests, attitudes or behavior?"
Cannabis Scientists Are Chasing the Perfect High,2020-04-01,article,News,,"['Cannabis Foods and Products', 'Marijuana', 'Drugs (Pharmaceuticals)', 'Research']","Chemists at some of the biggest legal-weed companies are after an elusive prize: a predictable, reliable product.","To hear more audio stories from publishers, like The New York Times, download Audm for iPhone or Android."
Did a Cult Hair-Care Line Cause Thousands of Women to Lose Their Hair?,2020-04-01,article,News,,"['Hair', 'Suits and Litigation (Civil)']","DevaCurl, which for many women represented a hard-won acceptance of their curls, is a target of class-action lawsuits.",Ayesha Malik’s long dark hair once fell in such unbelievably perfect Botticelli curls that in 2017 she felt compelled to take to YouTube to prove to online naysayers that she didn’t use a curling iron or wear a wig.
Looking for a Book to Read With Your Family?,2020-04-01,article,News,,[],"“The Boy, the Mole, the Fox and the Horse” will spark lively conversation among people who have run out of things to say.","Welcome to Group Text, a monthly column for readers and book clubs about novels and memoirs that make you want to talk, ask questions and dwell in another world for a little bit longer. This month we’re taking a slightly different approach. Instead of picking a brand-new book and reviewing it, we’re introducing you to one that’s been out for a few months and feels right for the time we're in today. We checked in with the author to find out what inspired him to tell this story, and why his message may be especially welcome right now."
Au Pairs Caught Between Work and a Pandemic,2020-04-01,article,News,,"['Child Care', 'Quarantines', 'Coronavirus (2019-nCoV)', 'Families and Family Life', 'Visas']",Coronavirus fears and lockdowns on travel have complicated the lives of families who rely on the in-home child care help of au pairs.,"Keith Rothfritz said that when his au pair, Milenia Ataidio, asked to talk this month, she was visibly upset. The young woman had come to the United States in December as an au pair from Brazil to live with the Rothfritzes and help care for their three young sons — 2-year-old twins and a 6-month-old."
"If You Have Coronavirus Symptoms, Assume You Have the Illness, Even if You Test Negative",2020-04-01,article,News,,"['Tests (Medical)', 'Coronavirus (2019-nCoV)', 'Quarantines', 'ANTIBIOTICS', 'Influenza', 'Hygiene and Cleanliness']",Just because a coronavirus test says you don’t have the virus doesn’t mean you aren’t infected — or infectious.,You had some exposures that may put you at risk for coronavirus. A few days later you come down with a bad cough yourself and feel a little short of breath and really tired. You take your temperature: 101 degrees. A fever.
He Was Already Sick. Was His Life Worth Less Than Yours?,2020-04-01,article,Op-Ed,,"['Coronavirus (2019-nCoV)', 'Elderly', 'Hospice Care', 'Medicine and Health', 'Death and Dying']","With the coronavirus upon us, Americans now must confront death up close.","Before this novel coronavirus ever reached American shores, I heard dark tones of reassurance. Don’t worry, people said. It kills only the old and the sick. The thought, a temporary (and misleading) escape from rising panic, crossed my mind, and surfaced in conversation. When I spoke last week to Jessica Smietana, a 30-year-old doctoral student in French literature at New York University, she admitted the thought had occurred to her, too. “I remember saying, ‘Well, you know, when it’s reaching people that aren’t in vulnerable populations, that’s when I’ll worry about it.’”"
"For the Uninitiated and Bored, an Introduction to the World of Gaming",2020-04-01,article,News,,"['Computer and Video Games', 'Computers and the Internet']",Cooped up and looking for a new form of entertainment? Consider gaming. Intimidated? We’re here to help.,"You’re one of the millions of Americans working from home. You’ve finished a few books, watched countless hours of television and maybe even dug out an old board game or two. What you aren’t: a gamer. Maybe you had an infatuation with the Sims that petered out in college or secretly dabble with Candy Crush. Maybe you’ve never played a video game. Perhaps you’re intimidated or just think gaming isn’t for you."
