headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Federal Judge Blocks Indiana Abortion Law,2016-07-01,article,News,,"['ABORTION', 'Genetics and Heredity', 'Disabilities', 'Decisions and Verdicts']",Judge Pratt’s decision is the first in a federal court to indicate that a ban on abortion because of genetic anomalies would likely be unconstitutional.,"A federal judge on Thursday blocked an Indiana law that would have banned abortions based solely on a fetus’s disability or genetic anomaly, suggesting that it was an illegal limit on a woman’s long-established constitutional right."
Pop & Rock Listings for July 1-7,2016-07-01,article,Schedule,,['Pop and Rock Music'],A selected guide to concerts in the New York City area.,A selected guide to concerts in the New York City area.
Trust Holds the Key to Whether a Bid for Hershey Succeeds This Time,2016-07-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Philanthropy']","All eyes are on the Hershey Trust Company again after Mondelez International made a $23 billion takeover offer for Hershey. On Thursday, Hershey rejected the offer.","For the better part of the last century, there has been one major hurdle whenever Hershey Company was on the verge of a major deal: a charitable trust that controls about 81 percent of the voting power."
"Gathering to Remember Bill Cunningham, Outside the Picture Frame",2016-07-01,article,News,,"['Funerals and Memorials', 'Photography', 'Fashion and Apparel']","Friends and family members went to the Church of St. Thomas More in Manhattan to pay their respects to the photographer, who died on Saturday.","At Bill Cunningham’s funeral on Thursday morning, Anna Wintour wore blue Carolina Herrera, Annette de la Renta had on a light pleated summer dress that went to the knee, and Mercedes Bass opted for basic black."
How J.R.R. Tolkien Found Mordor on the Western Front,2016-07-01,article,Op-Ed,,"['World War I (1914-18)', 'Books and Literature', 'Defense and Military Forces']","The Battle of the Somme, a century ago, left its mark on the “Lord of the Rings” author.","IN the summer of 1916, a young Oxford academic embarked for France as a second lieutenant in the British Expeditionary Force. The Great War, as World War I was known, was only half-done, but already its industrial carnage had no parallel in European history."
Jazz Listings for July 1-7,2016-07-01,article,Schedule,,['Jazz'],A selected guide to jazz performances in New York City.,A selected guide to jazz performances in New York City.
Battle for $40 Billion Empire Focuses on Redstone’s Mental State,2016-07-01,article,News,,['Suits and Litigation (Civil)'],"As lawsuits for Sumner Redstone’s $40 billion media empire continue, the judge questions both sides on Redstone’s mental state and communication skills.","A throng of lawyers for Sumner M. Redstone and the two longtime confidants who have brought suits against him resumed arguments at a Massachusetts courthouse on Thursday, continuing a heated legal battle that could decide the fate of Mr. Redstone’s media empire."
Court Halts Construction of Hudson River Park Backed by Barry Diller,2016-07-01,article,News,,['Parks and Other Recreation Areas'],Construction was delayed on a proposed $130 million waterfront park near 13th Street until an appeals court examines why a previous lawsuit against the park was dismissed.,"A New York State appeals court ordered on Thursday that work be temporarily halted on Pier 55, a 2.4-acre, $130 million park planned along the Hudson River and financed mostly by the billionaire businessman Barry Diller."
Quotation of the Day,2016-07-01,article,Quote,,[],"Quotation of the day for Friday, July 1, 2016.",“I can’t provide refugees fast enough for all the Canadians who want to sponsor them.”
Puerto Rico Debt Relief Law Stirs Colonial Resentment,2016-07-01,article,News,,"['Credit and Debt', 'Law and Legislation', 'Government Bonds']","The federal oversight board in the new law has opened old wounds in Puerto Rico, even among some who support the island’s current status.","SAN JUAN, P.R. — They shouted angrily about “colonialism” and called for a Prexit, or Puerto Rican exit, from the United States. They denounced the “junta” — or federal control board — that will soon direct this island’s failing governance and finances."
"With Rose and (Maybe) Noah, Knicks’ Rebuilding Strategy Heats Up",2016-07-01,article,News,,"['Basketball', 'Free Agents (Sports)']","The team is said to be meeting with Joakim Noah, its primary target in the free-agent market.","WINTER GARDEN, Fla. — Not so long ago, the Knicks appeared to be settling in for a long rebuilding under Phil Jackson, the team’s president. He preached patience and prudence, twin concepts that never really meshed with Carmelo Anthony’s stated desire to vie for championships — or at least a shot at the playoffs — while he still clung to some vestige of his prime."
Slowdown in Merger Deals Attributed to Political Uncertainty,2016-07-01,article,News,,"['Mergers, Acquisitions and Divestitures', 'Great Britain Withdrawal from EU (Brexit)', 'Banking and Financial Institutions', 'Antitrust Laws and Competition Issues', 'United States Economy']","Mergers and acquisitions bankers and lawyers pegged the decline to concerns about antitrust regulation, the United States presidential election and last week’s Brexit vote.",Uncertainty is often a deal breaker.
"Donald Trump, in a Trade Speech in New Hampshire, Veers Off to Jab Mexico",2016-07-01,article,News,,"['Presidential Election of 2016', 'International Trade and World Market', 'North American Free Trade Agreement']","The comment was reminiscent of the primary campaign, rather than the more disciplined approach Mr. Trump has sought to take in recent weeks.","MANCHESTER, N.H. — Donald J. Trump was seven minutes into an address on Thursday on the loading dock of a shuttered lighting plant here in New Hampshire, reading from prepared remarks, when he turned his attention to Mexico. That country’s leaders are smarter than those in the United States, the presumptive Republican presidential nominee said."
Dance Listings for July 1-7,2016-07-01,article,Schedule,,['Dancing'],A selected guide to dance performances in New York City.,A selected guide to dance performances in New York City.
"Fewer New York Students Will Attend Summer School, Continuing a Trend",2016-07-01,article,News,,"['Education (K-12)', 'Summer School']","Nearly 6 percent of all third through eighth graders must attend the classes, down from 6.3 percent last year, the city’s Education Department said.","Fewer students will be required to go to summer school this year, the New York City Education Department said on Thursday, continuing a downward trend under Mayor Bill de Blasio."
Half of Williams’s Board Resigns After Vote to Oust C.E.O. Falls Short,2016-07-01,article,News,,['Appointments and Executive Changes'],"The moves call into question the future of Williams, where directors had been divided over whether to accept Energy Transfer’s initial approaches a year ago.","About half of the directors at the Williams Companies resigned on Thursday over disagreements about the future of the pipeline operator, three people with direct knowledge of the matter said. The moves followed the dismantling of its $38 billion merger with Energy Transfer Equity earlier in the week over a tax issue."
Joe Maddon’s Zaniness Keeps the Game Fun for His Cubs,2016-07-01,article,News,,"['Baseball', 'Coaches and Managers']","Tuesday’s game against the Reds, in which three Chicago relievers played left field, was the latest example of the manager’s creativity.","When the bullpen phone rang in the 15th inning of Tuesday’s road game in Cincinnati, Pedro Strop assumed he would start warming up. Strop is a relief pitcher, after all, and that is his job."
Museum & Gallery Listings for July 1-7,2016-07-01,article,Schedule,,"['Art', 'Museums']",A critical guide to exhibitions and installations in the New York area.,A critical guide to exhibitions and installations in the New York area.
An Uphill Fight to Curb the Pull of New York City’s Lobbyists,2016-07-01,article,News,,"['Campaign Finance', 'Lobbying and Lobbyists']",The City Council is sitting on a bill that would stop a campaign finance law from being used to bolster lobbyists’ power.,"In a season rank with the stench of money in politics, you’d think that a piece of legislation that would strike a small blow for better government, a wiser use of public funds, would sail through the New York City Council."
