headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Russia Is a Potemkin Superpower,2022-03-01,article,Op-Ed,,"['Russian Invasion of Ukraine (2022)', 'Ruble (Currency)', 'Embargoes and Sanctions']",The Ukraine war has revealed the Putin regime’s true weakness.,"Beware, Vladimir Putin: Spring is coming. And when it does, you’ll lose much of whatever leverage you had left."
What We’re Watching in Tuesday’s Texas Primary Election,2022-03-01,article,News,,"['United States Politics and Government', 'internal-sub-only-nl', 'Elections, Governors', 'Primaries and Caucuses', 'Midterm Elections (2022)']",The first election night of the 2022 midterms has some famous names and crowded primary races. Here’s a rundown.,Follow our live updates on the Texas primary election and election results.
"In State of the Union, Biden Will Focus on Economy and Global Response to Russia",2022-03-01,article,News,,"['United States Economy', 'United States International Relations', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'State of the Union Message (US)', 'Russian Invasion of Ukraine (2022)']",The speech was originally going to center primarily on the president’s domestic agenda. But the war in Europe has forced the White House to change gears.,"WASHINGTON — President Biden will use his first State of the Union address on Tuesday to claim credit for a robust economy and a unified global response to Russia’s invasion of Ukraine, even as he acknowledges the pain of inflation and the struggle between “democracy and autocracy” around the world, administration officials said on Monday."
G.O.P. Leaders Condemn Lawmakers’ Appearance at White Nationalist Conference,2022-03-01,article,News,,"['United States Politics and Government', 'Anti-Semitism', 'Right-Wing Extremism and Alt-Right']",The participation of Representatives Marjorie Taylor Greene and Paul Gosar at a far-right event renewed calls for Republican leaders to root out extremism in their party.,"WASHINGTON — Republican congressional leaders on Monday broke their silence about the participation of two House Republicans at a far-right conference with ties to white supremacy, denouncing the actions of Representative Marjorie Taylor Greene of Georgia and Representative Paul Gosar of Arizona."
"Richard Blum, Political Donor and Husband of Senator Feinstein, Dies at 86",2022-03-01,article,Obituary (Obit),,"['United States Politics and Government', 'Deaths (Obituaries)', 'Philanthropy', 'Campaign Finance']","As a financier, he amassed a fortune that he spent on Democrats, helping to propel his wife from San Francisco mayor to a long career in the Senate.","Richard C. Blum, a financier and major donor to Democrats — above all his wife, Senator Dianne Feinstein of California — died on Sunday at the family home in San Francisco. He was 86."
A few members of the Russian Parliament speak out against the war.,2022-03-01,article,News,,['Russian Invasion of Ukraine (2022)'],"In a rare show of dissent, three deputies of the State Duma have expressed regret about the attack.","Three members of Russia’s rubber-stamp Parliament have criticized their country’s war in Ukraine, a rare episode of dissent from within the Russian establishment."
Republicans Block Abortion Rights Measure in Senate,2022-03-01,article,News,,"['Law and Legislation', 'United States Politics and Government', 'Abortion', 'Roe v Wade (Supreme Court Decision)']","With a Supreme Court ruling looming, both parties expect the issue to resonate in this year’s midterm elections.",WASHINGTON — Republicans on Monday blocked the Senate from taking up sweeping abortion rights legislation as Democrats sought to put lawmakers on the record on the issue in advance of the midterm elections and a coming Supreme Court ruling on access to abortion.
"Bracing for Biden and Protests, Officials Fortify the Capitol",2022-03-01,article,News,,"['Storming of the US Capitol (Jan, 2021)', 'Security and Warning Systems', 'United States Politics and Government', 'Capitol Building (Washington, DC)', 'State of the Union Message (US)', 'Demonstrations, Protests and Riots']","A security fence, National Guard troops and more police surround the Capitol in preparation for the State of the Union address and a possible truck convoy of protesters.","WASHINGTON — Officials have ramped up security around the Capitol to levels not seen in months before President Biden’s State of the Union address set for Tuesday, as lawmakers brace for planned convoys of protesting truck drivers descending on Washington."
The U.S. expels 12 Russian diplomats for spying as Ukraine dominates action at the U.N.,2022-03-01,article,News,,['Russian Invasion of Ukraine (2022)'],The move is part of a larger effort to isolate Russia diplomatically and economically since it invaded Ukraine last week.,"With Russia’s invasion of Ukraine the center of attention at the United Nations, the United States said Monday that it would expel 12 Russian diplomats from Moscow’s U.N. mission, saying they were actually intelligence operatives who had spied on the United States."
Ukraine Gets $22 Million in Crypto Donations to Fight Invasion,2022-03-01,article,News,,"['Russian Invasion of Ukraine (2022)', 'Virtual Currency', 'War and Armed Conflicts', 'Defense and Military Forces', 'Politics and Government', 'Crowdfunding (Internet)', 'Computers and the Internet']",Cryptocurrency has provided a way for investors to quickly move funds to Ukrainian fighters.,"As Russia’s invasion escalated over the weekend, Ukrainian officials made an unusual request on Twitter: Send us your crypto."
Why Ukrainians Believe They Can Win,2022-03-01,article,Op-Ed,,"['Russian Invasion of Ukraine (2022)', 'Politics and Government', 'Democracy (Theory and Philosophy)', 'Defense and Military Forces']",Idealism has been a powerful weapon in the resistance against Russia.,"I met Volodymyr Yermolenko, a Ukrainian philosopher and the chief editor of UkraineWorld, an English-language news site, in Kyiv in 2019. I’d gone there to report on how Ukrainians felt about Donald Trump’s attempts to extort their president, Volodymyr Zelensky, and on the American right’s demonization of Ukrainians who’d worked against corruption. Yermolenko spoke, then, of Ukraine as a front line in the global battle between democracy and authoritarianism, with Europe on one side and Vladimir Putin’s Russia on the other — and the role of the United States under Trump confusing and ambiguous."
Chinese Company Removed as Operator of Cobalt Mine in Congo,2022-03-01,article,News,,"['Mines and Mining', 'Cobalt', 'Alternative and Renewable Energy', 'Appointments and Executive Changes', 'Politics and Government', 'International Trade and World Market']",A court has given the Congolese control of one of the world’s largest sources of cobalt while allegations against the mine’s Chinese owners are investigated.,"A court in the Democratic Republic of Congo has sidelined the Chinese owner of one of the world’s largest copper and cobalt mines, a major victory for the Congolese government as it seeks to become a bigger player in the global clean energy revolution."
"As Tanks Rolled Into Ukraine, So Did Malware. Then Microsoft Entered the War.",2022-03-01,article,News,,"['Russian Invasion of Ukraine (2022)', 'Cyberwarfare and Defense', 'United States International Relations', 'Computers and the Internet']","After years of talks about the need for public-private partnerships to combat cyberattacks, the war in Ukraine is stress-testing the system.","WASHINGTON — Last Wednesday, a few hours before Russian tanks began rolling into Ukraine, alarms went off inside Microsoft’s Threat Intelligence Center, warning of a never-before-seen piece of “wiper” malware that appeared aimed at the country’s government ministries and financial institutions."
They Want to Break T. Rex Into 3 Species. Other Paleontologists Aren’t Pleased.,2022-03-01,article,News,,"['Dinosaurs', 'Biodiversity', 'Paleontology', 'Fossils', 'Research', 'your-feed-science', 'your-feed-animals']","The premise, put forth in a new paper, highlights an assortment of tensions in dinosaur paleontology, including how subjective the naming of species can be.","Tyrannosaurus rex is the most iconic dinosaur. Its skeletons hold pride of place in museums around the world, and sell for millions of dollars at auction — and a bounty of relatively complete specimens have made it the most thoroughly studied dinosaur in the world."
Art Briles Resigns From Grambling State,2022-03-01,article,News,,['Football (College)'],"Grambling had received backlash after Briles, Baylor’s coach when leaders mishandled sexual assault accusations against players, was hired last week.","Art Briles, the former Baylor football coach who was hired last week as Grambling State University’s offensive coordinator, has resigned four days after being hired."
Disney and Warner Bros. will pause theatrical movie releases in Russia.,2022-03-01,article,News,,"['Movies', 'Russian Invasion of Ukraine (2022)', 'Box Office Sales']",Affected films include “The Batman” from Warner and “Turning Red” from Disney-Pixar.,"Disney said on Monday that it was “pausing” the release of films in Russia, becoming the first Hollywood studio to weigh in publicly on the matter. Warner Bros., which had vowed to press on with the release of “The Batman,” reversed course soon after Disney’s announcement and said it, too, would enact a pause."
Viatris Agrees to Settle EpiPen Antitrust Litigation for $264 Million,2022-03-01,article,News,,"['Compensation for Damages (Law)', 'Epinephrine (Drug)', 'Suits and Litigation (Civil)', 'Medical Devices']","The proposed settlement, which requires a judge’s approval, would resolve a legal battle that began after the company, in 2016, raised the price for two EpiPens to $608 from $100.","Viatris, the drugmaker previously known as Mylan, announced on Monday that it had agreed to pay $264 million to settle a class-action lawsuit that alleged the company was involved in an illegal scheme to monopolize the market for epinephrine auto-injector devices known as EpiPens, which are used to treat severe allergic reactions."
A new poll finds Americans’ fears about the virus are waning.,2022-03-01,article,News,,[],"Americans are less worried about both catching and spreading the coronavirus than they were six months ago, as the once-surging Omicron variant recedes in the United States and in much of the world, according to a new poll by The Associated Press-NORC Center for Public Affairs Research.","Americans are less worried about both catching and spreading the coronavirus than they were six months ago, as the once-surging Omicron variant recedes in the United States and in much of the world, according to a new poll by The Associated Press-NORC Center for Public Affairs Research."
House Passes Bill to Make Lynching a Hate Crime,2022-03-01,article,News,,"['United States Politics and Government', 'Law and Legislation', 'Black People', 'Blacks', 'Discrimination', 'Race and Ethnicity', 'Lynching', 'Hate Crimes']","Lawmakers in both parties hailed the action as historic, but a separate bill to outlaw discrimination based on a person’s natural hair failed amid Republican opposition.","WASHINGTON — The House on Monday overwhelmingly approved legislation that would make lynching a federal hate crime, moving to formally outlaw a brutal act that has become a symbol of the failure by Congress and the country to reckon with the history of racial violence in America."
Pop Culture Site,2022-03-01,article,News,,['Crossword Puzzles'],Lisa Senzel and Jeff Chen let the good times roll.,"TUESDAY PUZZLE — This is a day of celebrations here in the Wordplay column! First, we’re celebrating Lisa Senzel’s auspicious New York Times Crossword debut, a fabulous puzzle that she made with the veteran constructor Jeff Chen. According to Mr. Chen’s site, XWord Info, Ms. Senzel is the 17th constructor to debut in 2022."
Gunman Kills His 3 Children in a Sacramento County Church,2022-03-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Domestic Violence']","The man also fatally shot an adult before killing himself during what appeared to be a supervised visit, the authorities said.","A man believed to be meeting his three children for a supervised visit at a church just outside Sacramento on Monday afternoon fatally shot the children and an adult accompanying them before killing himself, police officials said."
"At the N.F.L. Combine, Players (and Agents) Question Its Relevance",2022-03-01,article,News,,"['Draft and Recruitment (Sports)', 'Football', 'Football (College)', 'Television']","The league’s annual talent evaluation has become prime time viewing, but disputes over protocols and the rise of other scouting forums have prompted some to call for an overhaul.","For 40 years, college football players hoping to be drafted by an N.F.L. team have shown off their speed, strength and personalities at the league’s most important talent evaluation — the scouting combine."
Cuomo’s New Approach to Restoring His Reputation: TV Ads,2022-03-01,article,briefing,,"['Political Advertising', 'AMUSEMENT AND THEME PARKS', 'Sexual Harassment']",The former governor’s commercials push a narrative that he was driven from office by “political attacks.”,"Good morning. It’s Tuesday. We’ll look at former Gov. Andrew Cuomo’s new television ads, which say he was a victim of “political attacks.” And, with tourism on many people’s minds as the city struggles to move beyond the pandemic, we’ll preview a new museum with a theme park-style ride that is opening in Midtown Manhattan."
Your Tuesday Briefing,2022-03-01,article,briefing,,[],A bloody attack on Ukraine’s second-largest city.,"The first talks between Ukraine and Russia aimed at halting the Russian invasion were eclipsed yesterday by a deadly Russian rocket assault on Kharkiv, Ukraine’s second-largest city, that killed at least nine civilians and injured dozens of others. Volodymyr Zelensky, the Ukrainian president, denounced it as a war crime."
"Satellite internet terminals, sent by Elon Musk, arrive in Ukraine.",2022-03-01,article,News,,"['Satellites', 'Russian Invasion of Ukraine (2022)', 'Computers and the Internet']","Responding to a plea by a Ukrainian official, Mr. Musk delivered an unknown number of his Starlink terminals, which offer online connection via orbiting satellites, bypassing conventional providers.","Ukraine’s vice prime minister said on Monday that internet terminals sent by Elon Musk, which were designed to work with satellites orbiting in space to provide online access, had arrived in the country."
‘My Fellow Americans’: Four Times Columnists Channel Joe Biden,2022-03-01,article,Op-Ed,,"['State of the Union Message (US)', 'United States Politics and Government']",We will start again — and we will start now.,"With President Biden delivering the State of the Union address on Tuesday night, four Times columnists summoned their inner speechwriter and imagined what they would like him to say. One or two hit a single note they thought the president should emphasize; others found a few chords that they wanted him to strike. The only ground rule for this experiment was that the columnists had to write in Mr. Biden’s voice, if not in his manner of speaking."
"Quotation of the Day: As War Grinds Into 5th Day, Kremlin Starts Hitting Harder",2022-03-01,article,Quote,,[],"Quotation of the Day for Tuesday, March 1, 2022.",“A lot depends on how brutal the Russians are prepared to be.”
"Corrections: March 1, 2022",2022-03-01,article,Correction,,[],"Corrections that appeared in print on Tuesday, March 1, 2022.","An article on Monday about the impact that congressional redistricting is having on political races across the United States misidentified the job formerly held by Phill Cady, a Texas resident. He was an airline mechanic, not a pilot."
