headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Evolution and the American Myth of the Individual,2014-12-01,article,News,,"['Evolution (Biology)', 'Libertarianism (US Politics)', 'Philosophy', 'Tea Party Movement']",The sanctification of the idea of the individual embraced by libertarians and the Tea Party ignores our evolved human nature as social animals.,We will certainly hear it said many times between now and the 2016 elections that the country’s two main political parties have “fundamental philosophical differences.” But what exactly does that mean? 
"In Long-Awaited Barclays Debut, Derrick Rose Helps Bulls Win",2014-12-01,article,News,,['Basketball'],"Rose, who some believe should have played in a 2013 playoff series against the Nets, struggled early but ended up with a steady performance and a standing ovation by the Chicago fans in attendance.","During Tom Thibodeau’s seven years as a Knicks assistant, from 1996 to 2003, he witnessed the range of emotions that the team’s fans harbored for Patrick Ewing."
Finding a Secretary of Defense,2014-12-01,article,News,,[],"If Chuck Hagel isn't the right Pentagon chief to respond to an onslaught of global crises, who is?",
Star Witness in Apple Lawsuit Is Still Steve Jobs,2014-12-01,article,News,,"['Antitrust Laws and Competition Issues', 'E-Mail', 'iPod', 'Audio Recordings, Downloads and Streaming']","The Apple co-founder’s emails in past lawsuits — a mix of blunt threats and cheery financial promises — have made him an exceptional witness against his own company, even from beyond the grave.","SAN FRANCISCO — Three years after his death, Steve Jobs is very much a presence in courtrooms across the country."
Power Line Fears,2014-12-01,multimedia,Video,,"['Cancer', 'Electric Light and Power', 'Air Pollution']",News media coverage in the 1980s and early 1990s fueled fears of a national cancer epidemic caused by power lines and generated a debate that still lingers today.,News media coverage in the 1980s and early 1990s fueled fears of a national cancer epidemic caused by power lines and generated a debate that still lingers today.
"A Last Hurrah for ‘Night at the Museum’ Franchise, and for Robin Williams",2014-12-01,article,News,,['Movies'],"“Night at the Museum: Secret of the Tomb,” which opens in the United States on Dec. 19, features Robin Williams in his final film role.","LOS ANGELES — After wrapping his last shot of Robin Williams in “Night at the Museum: Secret of the Tomb” in May, Shawn Levy, the movie’s director, joined Ben Stiller, its star, in an on-set tribute to Mr. Williams."
"Long After an ’80s Scare, Suspicion of Power Lines Prevails",2014-12-01,article,News,,"['Cancer', 'Magnets and Magnetism', 'Electric Light and Power', 'Home Appliances', 'Radiation']",News reports in the 1980s and early 1990s fueled fears of a national cancer epidemic caused by power lines and generated a debate that still lingers.,"If you are old enough to have been watching television before the advent of plasma screens, your parents may very well have ordered you not to sit too close to the set. Bad for your eyes, they probably said. Worse, they warned, the TV’s cathode ray tube emitted radiation that could cause who-knows-how-much harm."
A Neighbor and His Window Box,2014-12-01,article,News,,"['Flowers and Plants', 'Seasons and Months', 'Windows']","Metropolitan Diary: A woman followed the seasons, and the progress of an acquaintance, through the ups and downs of his flower display.", Dear Diary: 
"Arbitrator Says Roger Goodell Didn’t Lie About Ray Rice Case, N.F.L. Counsel Asserts",2014-12-01,article,News,,['Football'],"The arbitrator, Barbara S. Jones, disagreed with Goodell’s version of discussions with Rice over his suspension. But she also did not question his honesty or integrity, the league’s general counsel said.","N.F.L. Commissioner Roger Goodell did not lie. That was the message that Jeff Pash, the league’s general counsel, relayed to team executives Friday after an arbitrator overturned the indefinite suspension of Ray Rice, the onetime Baltimore Ravens running back who was caught on video knocking out his fiancée in a hotel elevator."
Black Friday Fatigue? Thanksgiving Weekend Sales Slide 11 Percent,2014-12-01,article,News,,"['Black Friday and Cyber Monday (Shopping)', 'Shopping and Retail', 'E-Commerce', 'Thanksgiving Day']","Sales were estimated to have dropped to $50.9 billion from $57.4 billion last year, puzzling experts who predicted strong growth.",Have Americans finally had enough of Black Friday madness? 
"Christmas Cokes, Ronald McDonald on Foot and 18 More Questions",2014-12-01,article,News,,"['ADVERTISING AND MARKETING', 'Slogans and Mottoes']","Twenty questions about advertising, the media and popular culture.","IT is time again to ask 20 questions about advertising, the media and popular culture."
Case Seeking Job Protections for Pregnant Women Heads to Supreme Court ,2014-12-01,article,News,,"['Pregnancy and Childbirth', 'Discrimination', 'Labor and Jobs', ""Women's Rights"", 'Delivery Services', 'Decisions and Verdicts']",The court is to consider the case of a former United Parcel Service employee who sued after being placed on unpaid leave when she became pregnant.,"WASHINGTON — Peggy Young used to drive for United Parcel Service, delivering envelopes and small packages early in the morning. “I was a dependable, honorable worker,” she said. “I worked when I was supposed to. I did what I was supposed to.”"
Andrew Rosenthal: By the Book,2014-12-01,article,News,,['Books and Literature'],"Andrew Rosenthal, the editorial page editor of The Times, talks books with Pamela Paul, editor of the Book Review.","Andrew Rosenthal is the editorial page editor of The New York Times. He talks books with Pamela Paul, editor of the Book Review. "
Crime and Punishment,2014-12-01,article,Op-Ed,,"['Blacks', 'Black People', 'Crime and Criminals', 'Discrimination', 'Police Brutality, Misconduct and Shootings', 'Race and Ethnicity', 'Poverty', 'Minorities', 'Polls and Public Opinion']",How racial bias distorts the way we talk about justice.,"One thing the grand jury decision in Ferguson, Mo., has sent back to the surface is just how difficult it is to have cross-racial discussions about crime and punishment in this country. That is largely because, perceptually and experientially, we live in vastly different worlds, worlds in which phrases like “bad choices,” “personal responsibility” and “tailspin of culture” must battle for primacy with “structural inequity,” “systemic bias” and “culture of oppression.”"
