headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Brexit Has Arrived. But Boris Johnson’s Reign Is Just Beginning.,2020-02-01,article,Op-Ed,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government', 'Immigration and Emigration']","With his signature campaign promise fulfilled, the prime minister can now reshape Britain for a generation.",LONDON — The moment has arrived. Britain is out of the European Union. Prime Minister Boris Johnson and his “People’s Government” — it scarcely calls itself Conservative at this point — has fulfilled the promise on which it was elected in December and “got Brexit done.”
Plans for Alabama’s Deadly Prisons ‘Won’t Fix the Horrors’,2020-02-01,article,News,,"['Prisons and Prisoners', 'Prison Guards and Corrections Officers', 'Eighth Amendment (US Constitution)', 'Politics and Government']","A panel appointed by the governor acknowledged that its recommendations could not fully address what the Justice Department has called “severe, systemic” conditions.","WASHINGTON — After months of promising to fix Alabama’s dangerously violent prison system, a panel appointed by the governor issued recommendations this week that would do little to address the underlying problems identified last year in a scathing Justice Department report, which documented prisoners being routinely assaulted and tortured, sometimes with the knowledge and even participation of prison guards."
Hillary Clinton Slams Bernie Sanders for Not Working to Unite Democrats in 2016,2020-02-01,article,News,,"['Presidential Election of 2020', 'Presidential Election of 2016']","In a podcast interview on Friday, Mrs. Clinton also described the caucuses in Iowa, where Mr. Sanders leads in some polls, as “undemocratic.”","DES MOINES — Hillary Clinton said on Friday in a podcast interview that Senator Bernie Sanders and his supporters did not do enough to unify the Democratic Party after the prolonged 2016 primary, calling the behavior of his supporters “distressing” and saying it affected the general election."
Full Video: Senators Debate Impeachment Trial Amendments,2020-02-01,multimedia,Video,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment']",Senators will vote on procedural motions in President Trump’s impeachment trial.,Senators will vote on procedural motions in President Trump’s impeachment trial.
Giuliani Sought Help for Client in Meeting With Ukrainian Official,2020-02-01,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States International Relations', 'Corruption (Institutional)', 'Foreign Aid', 'Impeachment', 'United States Defense and Military Forces']","As he discussed the possibility of a White House meeting for Ukraine’s president, President Trump’s lawyer asked to save the Kyiv mayor’s job.","KYIV, Ukraine — When Rudolph W. Giuliani met with a top aide to Ukraine’s president last summer, he discussed the prospect of a coveted White House meeting for the president while seeking Ukraine’s commitment to certain investigations that could benefit President Trump politically."
Requiem for a Dream,2020-02-01,article,Op-Ed,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government']","Britain exits Europe. It will be poorer, above all in its shriveled heart.","I have covered many stories that marked me over the past 40 years, in war zones and outside them, but none that has affected me as personally as Britain’s exit from the European Union. Brexit Day, now upon us, feels like the end of hope, a moral collapse, a self-amputation that will make the country where I grew up poorer in every sense."
Former Coast Guard Officer Accused of Plotting Terrorism Is Sentenced to 13 Years,2020-02-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Firearms', 'Terrorism', 'Drug Abuse and Traffic']","Christopher Paul Hasson, a self-described white nationalist, plotted to kill journalists, Democratic politicians, Supreme Court justices and those he described as “leftists in general,” prosecutors said.",A former Coast Guard lieutenant who described himself as a white nationalist was sentenced Friday to more than 13 years in prison after pleading guilty last year to federal gun and drug charges.
"Despite Evidence, Republicans Rallied Behind Trump. This Was Their Reasoning.",2020-02-01,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government', 'Presidential Election of 2020']","Several Senate Republicans said that even if President Trump did everything impeachment managers said, he should not be removed.","The Senate voted on Friday nearly along party lines to block additional witnesses and evidence in President Trump’s impeachment trial, effectively accelerating the proceedings toward a final vote, which is expected to be held Wednesday."
The Impeachment Trial Nears a Finale,2020-02-01,article,Letter,,"['Impeachment', 'United States Politics and Government']",Readers react as the Republicans vote to block witnesses in President Trump’s impeachment trial.,To the Editor:
Diplomat at Center of Trump Impeachment Retires From State Department,2020-02-01,article,News,,"['Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Diplomatic Service, Embassies and Consulates']","On a July 25 telephone call with the president of Ukraine, President Trump described Ambassador Yovanovitch as “bad news” and said, ominously, “She’s going to go through some things.”","WASHINGTON — The American ambassador whose abrupt recall from Ukraine helped lead to President Trump’s impeachment has retired from the State Department, a person familiar with her plans confirmed on Friday."
"Republicans Block Impeachment Witnesses, Clearing Path for Trump Acquittal",2020-02-01,article,News,,"['Impeachment', 'Presidential Election of 2020', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States Politics and Government']","The narrow vote came after Republican senators said they did not need to hear more evidence, and pressed toward acquitting President Trump next week.","WASHINGTON — The Senate brought President Trump to the brink of acquittal on Friday of charges that he abused his power and obstructed Congress, as Republicans voted to block consideration of new witnesses and documents in his impeachment trial and shut down a final push by Democrats to bolster their case for the president’s removal."
"Once Skeptical, Senate Republicans Are All In on Trump",2020-02-01,article,News,,"['Impeachment', 'Presidential Election of 2020', 'United States Politics and Government']","In pressing toward their preordained vote of acquittal, Senate Republicans made it clear they see their fortunes and futures intertwined with the president’s.",WASHINGTON — President Trump’s control of Senate Republicans is nearly complete.
Bernie’s Angry Bros,2020-02-01,article,Op-Ed,,"['Presidential Election of 2020', 'Social Media', 'United States Politics and Government']",The Sanders online army resembles President Trump’s most ardent supporters in more ways than either side might care to admit.,Barbara Boxer minces no words when it comes to describing the people usually known as the Bernie Bros — a subset of Bernie Sanders supporters who hope to take over the Democratic Party and remake it in their image.
The Super Bowl Ads You Won’t See This Year,2020-02-01,article,Op-Ed,,"['Surveillance of Citizens by Government', 'Chronic Traumatic Encephalopathy', 'Super Bowl', 'Football']",Many viewers don’t care about the game but watch for the commercials. Not these.,"Attention, if you or a loved one received a diagnosis of chronic traumatic encephalopathy, or C.T.E., you may be entitled to financial compensation. C.T.E. is caused by repeated head injuries and linked to playing professional football. Please, don’t wait. Call 1-555-STOP-NFL for a free legal consultation and a claims packet."
