headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Review: ‘The Nutcracker and the Four Realms’ Is Fine and Forgettable,2018-11-01,article,Review,,['Movies'],Don’t expect this latest take on the holiday classic to become a yearly tradition.,"As with “A Christmas Carol” and the Grinch, every generation gets its own version of “The Nutcracker,” it seems."
Robert Bowers Indicted on 44 Counts After Synagogue Shooting in Pittsburgh,2018-11-01,article,News,,"['Pittsburgh, Pa, Shooting (2018)', 'Synagogues', 'Jews and Judaism', 'Murders, Attempted Murders and Homicides']",Federal charges against the man accused of killing 11 people on Saturday could bring the death penalty.,"A federal grand jury on Wednesday indicted a man who the authorities say killed 11 people in a Pittsburgh synagogue while spewing anti-Semitic slurs on 44 counts, including hate crimes. He could face the death penalty."
You Don’t Need to Go to the Dark Web to Find Hateful Conspiracy Theories,2018-11-01,article,News,,"['Fringe Groups and Movements', 'United States Politics and Government', 'News and News Media', 'Book Trade and Publishing']","Major publishers, media companies and theater chains are also in the business of poisoning the discourse.","You don’t have to go deep into the internet to find the baseless conspiracies that provided a backdrop for mass murder in Pittsburgh and the recent pipe-bomb mailings to Barack Obama, the Clintons, George Soros and CNN. They are served up in plain sight, for profit, at airport bookstores, at movie-theater chains and on cable television."
Scientists Find a New Way to Take the Oceans’ Temperature,2018-11-01,article,News,,"['Oceans and Seas', 'Global Warming', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Research']",Researchers derived ocean temperatures by measuring the levels of carbon dioxide and oxygen in the atmosphere.,"Editors’ Note: November 14, 2018"
Ryan Zinke Faces Increased Ethics Scrutiny ,2018-11-01,article,News,,"['Ethics and Official Misconduct', 'Global Warming', 'Environment', 'Greenhouse Gas Emissions', 'Carbon Dioxide', 'Land Use Policies', 'Conservation of Resources', 'Offshore Drilling and Exploration', 'Regulation and Deregulation of Industry']","The criticism escalated sharply after reports this week that an investigation into Mr. Zinke had been referred to the Justice Department, a potential prelude to a criminal investigation.","WASHINGTON — Ryan Zinke, the secretary of the Interior Department and a key figure in President Trump’s push to roll back environmental regulations and ramp up oil drilling, is facing increased scrutiny amid federal investigations into allegations that he abused travel spending and maintained close ties with industries he oversees. "
Imagining the Ideal Trump Rally,2018-11-01,article,Op-Ed,,"['United States Politics and Government', 'Midterm Elections (2018)', 'Speeches and Statements']","No one expects much, but we deserve something slightly less terrible.",Donald Trump is holding 10 rallies over five days before the midterm elections. How bad do you think it’s going to be?
Dove Painted on Franco’s Tomb Reignites a Debate,2018-11-01,article,News,,"['Tombs and Tombstones', 'Politics and Government', 'Cemeteries']",The vandalism comes as the Spanish government is struggling to come up with a plan for relocating Franco’s remains.,"MADRID — A Spanish artist painted a dove on the tomb of Gen. Francisco Franco on Wednesday as a protest against the former dictator, the latest in a series of controversies over his tomb and plans to move his remains."
"In Oscar Bid, Netflix Will Release 3 Movies in Theaters First",2018-11-01,article,News,,"['Movies', 'Academy Awards (Oscars)', 'Video Recordings, Downloads and Streaming']",A limited number of cinemas will receive an exclusive period of one to three weeks to play the films — a departure from Netflix’s streaming model.,"LOS ANGELES — Netflix softened its longstanding view on movie distribution, saying late Wednesday that it would release three prestige movies in a way that it had repeatedly said was a nonstarter — in cinemas first, and on the streaming service later."
"‘Empire’ Aims to Educate, Not Shock, with an H.I.V.-Positive Love Story",2018-11-01,article,News,,"['Acquired Immune Deficiency Syndrome', 'Television', 'Homosexuality and Bisexuality', 'Blacks', 'Black People']",Jussie Smollett hopes a subplot about his character’s H.I.V.-positive boyfriend will destigmatize the realities of living with the illness.,"In Season 2 of “Empire,” Lucious Lyon (Terrence Howard), the vindictive, ruthless music mogul, delivered a blistering statement to his gay son, Jamal (Jussie Smollett): “You ain’t nothing to me but a disappointment. And the day you die from AIDS, I’mma celebrate.”"
"Willie McCovey, 80, Dies; Hall of Fame Slugger With the Giants",2018-11-01,article,Obituary (Obit),,"['Baseball', 'Deaths (Obituaries)']",A revered figure in San Francisco who hit 521 home runs in 22 seasons.,"Willie McCovey, the Hall of Fame first baseman who hit 521 home runs in 22 major league seasons, almost all of them with the Giants, and remained a beloved figure in San Francisco into his final years, died on Wednesday at Stanford Hospital in California. He was 80."
