headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Ukraine Role Focuses New Attention on Giuliani’s Foreign Work,2019-07-01,article,News,,"['United States International Relations', 'United States Politics and Government', 'Lobbying and Lobbyists']",A Ukrainian-Russian developer says he hired the former New York mayor Rudolph W. Giuliani to lobby. Mr. Giuliani says he never lobbied the U.S. government.,"WASHINGTON — More than two years ago, Pavel Fuks, a wealthy Ukrainian-Russian developer looking for ways to attract more investment from the United States to his hometown, Kharkiv, Ukraine, enlisted an especially well-connected American to help him: Rudolph W. Giuliani."
"A Global Gay Pride Weekend, in Photos",2019-07-01,article,News,,"['Homosexuality and Bisexuality', 'Parades', 'Demonstrations, Protests and Riots']","An outpouring of celebration, and a demand for change, 50 years after Stonewall.","Parades to celebrate gay pride were held around the world this weekend, commemorating the 50th anniversary of the Stonewall uprising in New York."
"In New Talks, U.S. May Settle for a Nuclear Freeze by North Korea",2019-07-01,article,News Analysis,,"['ARMS CONTROL AND LIMITATION AND DISARMAMENT', 'United States International Relations', 'Nuclear Weapons']","The idea taking shape inside the Trump administration would amount to negotiating a nuclear freeze that essentially enshrines the status quo, tacitly accepting the North as a nuclear power.","SEOUL, South Korea — From a seemingly fanciful tweet to a historic step into North Korean territory, President Trump’s largely improvised third meeting on Sunday with Kim Jong-un, the North Korean leader, was a masterpiece of drama, the kind of made-for-TV spectacle that Mr. Trump treasures."
Fiery Plane Crash Kills 10 People in Texas,2019-07-01,article,News,,"['Aviation Accidents, Safety and Disasters', 'AIRLINES AND AIRPLANES', 'Deaths (Fatalities)', 'AIRPORTS']","The turboprop airplane crashed into a hangar at Addison Airport, killing eight passengers and two crew members.","Ten people were killed when an airplane crashed and burst into flames shortly after taking off from an airport in Addison, Tex., local officials said."
Kamala Harris and Classmates Were Bused Across Berkeley. The Experience Changed Them.,2019-07-01,article,News,,"['Segregation and Desegregation', 'Race and Ethnicity', 'Blacks', 'Black People', 'Presidential Election of 2020']",Fellow Berkeley public school students remember the early days of the integration effort: “We were all just kids trying to figure it out on our own.”,"BERKELEY, Calif. — In 1967, the superintendent of the Berkeley, Calif., school district had resolved to desegregate the city schools. “We will set an example for all the cities of America,” he wrote in a report called “Integration: A Plan for Berkeley,” which he presented to the Berkeley Board of Education. “The children of Berkeley will grow in a community where justice is part of their pattern of life,” the report stated."
5 Cheap(ish) Things to Keep Your Bedroom Cool,2019-07-01,article,News,,[],"As summer heats up, here are some ways to keep cool at home.","Welcome to the Smarter Living newsletter! Every Monday, we email readers with tips and advice for living a better, more fulfilling life. Sign up here to get it in your inbox."
"Quotation of the Day: A Prism of Pride and Revelry, Born 50 Years Ago",2019-07-01,article,Quote,,[],"Quotation of the Day for Monday, July 1, 2019.","“There is much to celebrate today, and still so much to fight for.”"
"Corrections: July 1, 2019",2019-07-01,article,News,,[],"No corrections appeared in print on Monday, July 1, 2019.","No corrections appeared in print on Monday, July 1, 2019."
"S&P and Dow Follow Global Markets Higher, as Investors Take Heart in Trade Thaw",2019-07-01,article,News,,"['International Trade and World Market', 'Economic Conditions and Trends', 'Stocks and Bonds', 'Gold', 'United States Politics and Government']","A resumption of negotiations between Washington and Beijing lifted markets. Still, many doubt the two sides can reach a deal anytime soon.","Shares in technology companies led Wall Street stocks higher on Monday, with global investors buoyed by a thaw in the trade dispute between the United States and China even as prospects for a long-term deal remained uncertain."
On Politics: Trump Visits North Korea,2019-07-01,article,News,,['United States Politics and Government'],Mr. Trump became the first sitting American commander in chief to set foot in the reclusive country.,Good Monday morning. Here are some of the stories making news in Washington and politics today.
