headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
"Alabama Rolls Past Cincinnati, 27-6, in College Football Playoff Semifinal",2022-01-01,article,News,,"['Football (College)', 'Cotton Bowl (Football Game)', 'College Football Playoff National Championship']",The Crimson Tide will face the Georgia Bulldogs on Jan. 10 for the national championship.,"ARLINGTON, Texas — This was the moment the Cincinnati Bearcats had pined for all season. The roster is chock-full of local kids, overlooked by Ohio State in high school and largely underestimated now by the football elite, who put their place in the College Football Playoff down to a matter of necessity: The sport needed a fourth team in the field."
People Magazine’s Premature Cover Toasts Betty White’s 100th Birthday,2022-01-01,article,News,,"['Magazines', 'Birthdays', 'Actors and Actresses', 'Television']","The television star, who died on Friday at age 99, shared an image of the celebrity weekly’s tribute to her earlier this week.","For months, editors at People magazine had been zeroing in on Betty White for an end-of-year cover article. Her 100th birthday was coming up on Jan. 17, and readers always seemed to warm to her self-deprecating, slightly naughty observations. As the toast of social media in recent years, Ms. White appealed to old and young."
Betty White Recalled as a Trailblazer With a Love for Life,2022-01-01,article,News,,"['Social Media', 'Actors and Actresses', 'Content Type: Personal Profile', 'Celebrities']","“The world looks a little different now,” said the actor Ryan Reynolds, who was one of many to pay tribute to the actress who died on Friday.","Television stars, comedians, a president and seemingly the entire internet paid tribute on Friday to Betty White, the actress whose trailblazing career spanned seven decades and who died on Friday at her home in Los Angeles."
Line Just Before a Comma,2022-01-01,article,News,,['Crossword Puzzles'],Peter Wentz escorts us into MMXXII with a staid and sensible — never mind!,"SATURDAY PUZZLE — One day, when the universe stops expanding and begins to collapse in on itself, entropy will get the upper hand for good, and we will find ourselves entering nonsensical strings of letters into our crossword puzzles to complete them, as odd as it may feel. That day is now. Just kidding. Happy New Year."
A Renewed Georgia Pummels Michigan to Reach National Title Game vs. Alabama,2022-01-01,article,News,,"['Football (College)', 'College Football Playoff National Championship']","The next challenge will come on Jan. 10, pandemic conditions permitting, when Alabama and Georgia will play in a rematch for the championship.","It was supposed to be Friday’s prizefight, the College Football Playoff semifinal showdown that might actually stay close."
"The Rise of Daily Run Streakers. No, Not Those Streakers.",2022-01-01,article,News,,"['Running', 'Ultramarathon Running', 'audio-neutral-informative', 'audio-neutral-immersive']","Streaking has become an increasingly popular phenomenon within running circles. Whether running one mile a day, or 20, streakers push for consistency.","To hear more audio stories from publications like The New York Times, download Audm for iPhone or Android."
College Football Gets Its Inevitable Georgia-Alabama Title Rematch,2022-01-01,article,News,,"['Football (College)', 'College Football Playoff National Championship']","And Georgia is hoping that this time around, it can show Alabama much more as they play for a national championship.","Georgia, the defensive mammoth, and Alabama, the perennial juggernaut, seemed to be on a collision course to the top of college football all season."
Eric Adams Takes Office as New York City’s 110th Mayor at a Perilous Moment,2022-01-01,article,News,,"['Mayors', 'Politics and Government', 'Black People', 'Blacks', 'Inaugurations', 'Coronavirus (2019-nCoV)', 'Content Type: Personal Profile']","Eric Adams, the city’s second Black mayor, faces difficult decisions over how to lead New York City through the next wave of the pandemic.","Eric Leroy Adams was sworn in as the 110th mayor of New York City early Saturday in a festive but pared-down Times Square ceremony, a signal of the formidable task before him as he begins his term while coronavirus cases are surging anew."
Quotation of the Day: Making Sense of Time When a Year Feels Lost,2022-01-01,article,Quote,,[],"Quotation of the Day for Saturday, January 1, 2022.","“I like to think of a new year being possible at any moment, as every moment is a kind of doorway.”"
"Corrections: Jan. 1, 2022",2022-01-01,article,Correction,,[],"Corrections that appeared in print on Saturday, Jan. 1, 2022.","Because of an editing error, an article on Thursday about companies and schools that are setting new requirements for booster shots misspelled the name of a New York investment bank in one instance. It is Jefferies, not Jeffries."
