headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
"On Broadway, ‘Honeymoon’ Is Over",2015-04-01,article,News,,['Theater'],"The musical “Honeymoon in Vegas” is closing on Sunday, only weeks before the cutoff for Tony nominations.","“Honeymoon in Vegas,” a madcap musical that won positive reviews but failed to find an audience, will close on Sunday."
Review: Ballet West Offers an Eclectic Mix at the Joyce,2015-04-01,article,Review,,['Dancing'],"The company, formerly featured in the reality show “Breaking Pointe,” presented the premiere of a piece by Helen Pickett and three other works.","Ballet West has been in existence since 1963, but this Salt Lake City company didn’t gain national prominence until it became the focus of “Breaking Pointe,” a reality show more consumed by the dancers’ backstage lives than ballet. The program ran on the CW network for two seasons beginning in 2012. Now in the a five-night run at the Joyce Theater, Ballet West had a chance to put the emphasis back where it belongs, on dancing. "
Energy Company Samson Hints at Bankruptcy,2015-04-01,article,News,,"['Oil (Petroleum) and Gasoline', 'Mergers, Acquisitions and Divestitures', 'Bankruptcies']",The energy company disclosed in a regulatory filing that it might try to reorganize under Chapter 11 and had hired advisers to assist in its efforts.,"When a group of investors led by Kohlberg Kravis Roberts bought the oil producer Samson Resources for $7.2 billion more than three years ago, analysts regarded the deal as a triumph."
Pillars of Holy Week Processions Put Teamwork and Brawn on Display,2015-04-01,article,News,,"['Easter and Holy Week', 'Parades']","Young men known as costaleros, who carry the heavy religious floats that are paraded around during Holy Week celebrations, are the hidden but indispensable elements of the Easter celebrations across Spain.","SEVILLE, Spain — On a recent evening here, a group of 43 men shuffled back and forth as they carefully negotiated a tight street corner during a practice run carrying one of the heavy religious floats that get paraded around this city during its Holy Week celebrations."
"With Auto Show, G.M. Hopes to Lessen Damage",2015-04-01,article,News,,"['New York International Auto Show', 'Automobile Safety Features and Defects']",The nation’s biggest automaker is blanketing the New York auto show with new products it hopes will improve its stagnant market share in America.,"After a huge safety crisis and a revolt by disgruntled investors, General Motors is eager to turn its attention back to cars and trucks."
Rollout of New York City’s Taxi of Tomorrow Is Again Halted in Court,2015-04-01,article,News,,['Taxicabs and Taxicab Drivers'],The Greater New York Taxi Association has argued that the Bloomberg administration exceeded its authority in trying to force drivers to purchase a certain vehicle.,The Taxi of Tomorrow is delayed again.
Seeing a Tax Refund as a Financial Opportunity,2015-04-01,article,News,,"['Personal Finances', 'Income Tax', 'Savings', 'Credit Cards']",The lump sum from a federal tax refund can help pay off credit card debt or add to savings.,"So far this year, the Internal Revenue Service has processed more than 66 million federal income tax refunds, averaging about $2,900 each."
Arizona Orders Doctors to Say Abortions With Drugs May Be Reversible,2015-04-01,article,News,,"['ABORTION', 'Law and Legislation']","The state became the first to pass such a law, despite the opposition of many doctors who say that the assertion is wrong.","PHOENIX — Once again, Arizona finds itself on the frontier of anti-abortion legislation: Late Monday, it became the first state to pass a law requiring doctors who perform drug-induced abortions to tell women that the procedure may be reversible, an assertion that most doctors say is wrong."
"Muhammadu Buhari, a Familiar, and Now Less Divisive, Choice in Nigerian Election",2015-04-01,article,News,,"['Voting and Voters', 'Elections', 'Corruption (Institutional)']","Muhammadu Buhari and his supporters say he has left his past, as a harsh military ruler in the 1980s, behind.","KANO, Nigeria — The 72-year-old former general elected as Nigeria’s new president this week is not exactly new to the democratic process: He spent much of the past decade campaigning for the office in three successive elections — and failing each time."
East Village Explosion Might Have Followed Attempt to Hide Gas Siphoning,2015-04-01,article,News,,"['East Village Explosion (March 2015)', 'Explosions (Accidental)']","The unproven theory is that siphoning equipment was dismantled or hidden when inspectors visited on Thursday, and that an attempt to resume the tapping led to the fatal explosion.",Law enforcement officials are investigating whether the explosion that destroyed three buildings and killed two men in the East Village last week resulted from an attempt to hide the unauthorized siphoning of natural gas for tenants in one of the buildings.
