headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
A Leak-Prone White House Finally Manages to Keep a Secret,2019-12-01,article,News,,['Afghanistan War (2001- )'],President Trump’s aides were delighted that news of his Thanksgiving Day visit to Afghanistan stayed under wraps.,"BAGRAM AIR FIELD, Afghanistan — It may be the leakiest White House in history. The news media has unearthed details of President Trump’s calls with foreign leaders, his candid assessments of senior aides and his private daily schedules."
Justin Fields Has ‘Heisman Moment’ in Ohio State’s Win Over Michigan,2019-12-01,article,News,,['Football (College)'],The Buckeyes quarterback threw one of his four touchdown passes in a 56-27 win immediately after returning from an injury scare.,"ANN ARBOR, Mich. — The throw was only one of 25 that Ohio State quarterback Justin Fields attempted on Saturday against Michigan. But considering the dramatic circumstances that surrounded it, the 30-yard strike from Fields may be the one that is remembered most."
Mikaela Shiffrin Learns a New Way to Win: Without Her Mother as Coach,2019-12-01,article,News,,['World Cup (Skiing)'],A personal loss has prompted Eileen Shiffrin to step away from coaching her daughter after the two decided “it was important for her to get back to her life.”,"KILLINGTON, Vt. — Mikaela Shiffrin, the two-time Olympic gold medalist, has charged through the opening stage of a new ski racing season with customary success, winning once and finishing second and third in her two other races."
Leonardo DiCaprio Responds to Brazil’s President About Amazon Fires,2019-12-01,article,News,,"['Social Media', 'Environment', 'Fires and Firefighters', 'Global Warming', 'Computers and the Internet']",The actor and environmentalist released a statement on Saturday after President Jair Bolsonaro falsely accused him of funding the fires recently set in the Amazon rainforest.,The actor and environmentalist Leonardo DiCaprio said on Saturday that he was not going to let President Jair Bolsonaro of Brazil get in the way of his support of the Amazon rainforest.
Cooking Grease Down a Drain Eyed in Sewage Flood of at Least 80 Homes,2019-12-01,article,News,,"['Sewers and Sewage', 'Waste Materials and Disposal', 'Water Pollution', 'Basements and Cellars']",A blocked pipe caused sewage to back up several feet deep in homes in a Queens neighborhood as officials looked at a familiar culprit on the heels of Thanksgiving.,"A blocked pipe sent sewage flooding into at least 80 homes in a Queens neighborhood on Saturday, with city officials pointing to a familiar culprit on the heels of Thanksgiving: cooking grease poured down a drain."
Trump’s Intervention in SEALs Case Tests Pentagon’s Tolerance,2019-12-01,article,News,,"['Iraq War (2003-11)', 'War Crimes, Genocide and Crimes Against Humanity', 'Civilian Casualties', 'United States Defense and Military Forces', 'United States Politics and Government', 'internal-national collaboration']",Chief Petty Officer Edward Gallagher’s case pits a Pentagon hierarchy committed to enforcing longstanding rules of combat against a commander in chief with no military experience but a finely honed sense of grievance against authority.,"He was limp and dusty from an explosion, conscious but barely. A far cry from the fierce, masked Islamic State fighters who once seized vast swaths of Iraq and Syria, the captive was a scraggly teenager in a tank top with limbs so thin that his watch slid easily off his wrist. "
"9 Family Members Die in Plane Crash During Storm in South Dakota, Officials Say",2019-12-01,article,News,,"['Aviation Accidents, Safety and Disasters', 'Snow and Snowstorms', 'Deaths (Fatalities)', 'AIRLINES AND AIRPLANES']","Members of four generations of a family who were returning from a hunting trip died in the accident, according to a statement from a company that two of the victims founded.","A dozen family members were returning home from a hunting trip in South Dakota when their small plane, flying in blizzard-like conditions, crashed shortly after takeoff on Saturday. Nine people, including two children, were killed, the authorities said."
"Daniella Berman, Anthony Cak",2019-12-01,article,News,,['Weddings and Engagements'],"Mutual friends conspired to introduce the couple, in 2011, at a small dinner party to celebrate the groom’s birthday.",Daniella Nadine Berman and Anthony Daniel Cak are to be married Dec. 1 in Brooklyn. Rabbi Amichai Lau-Lavie is to officiate at Brooklyn Winery.
"Quotation of the Day: Amazon’s Expansive, Creeping Influence in an American City",2019-12-01,article,Quote,,[],"Quotation of the Day for Sunday, December 1, 2019.","“They’re an equal opportunity exploiter, I’ll tell you that. You could come in with three arms and they wouldn’t care.”"
"Corrections: Dec. 1, 2019",2019-12-01,article,News,,[],"Corrections that appeared in print on Sunday, Dec. 1, 2019.","An article last Sunday about the new 17-mile Crosstown Trail in San Francisco misspelled the surname of the man who spearheaded the path’s creation. He is Bob Siegel, not Seigel. "
"Ellie Krupnick, Daniel Aronhime",2019-12-01,article,News,,['Weddings and Engagements'],The couple met in 2013 at a Shabbat dinner with mutual friends.,"Ellie Krupnick and Daniel Moshe Aronhime were married Nov. 27 at Congregation Beth El in Voorhees, N.J. Rabbi Aaron B. Krupnick, the bride’s father, officiated."
"Helen Yang, Maxwell Meyer",2019-12-01,article,News,,['Weddings and Engagements'],"The couple met in 2009 while running for positions with Harvard China Care, a college club that supports orphans in China.","Dr. Helen Xiao Yang and Maxwell Livingston Meyer were married Nov. 30 at the Marriott resort on Ko Naka Yai, an island off the coast of Phuket, Thailand. Mark Angus Meyer, the brother of the groom and who became a Universal Life minister for the event, led a ceremony. The following week, the couple is to register their union with the Phuket amphur (a Thai district office)."
"Courtney Bass, Daniel Sherizen",2019-12-01,article,News,,['Weddings and Engagements'],"The couple met via email through a mutual friend in 2016, and reconnected in January 2019 through the dating app Hinge.","Courtney Jameson Bass and Daniel Benjamin Sherizen were married Nov. 29 at Boston City Hall. Alex Geourntas, a justice of the peace, officiated."
"Lindsey Puliti, Gregory Kay",2019-12-01,article,News,,['Weddings and Engagements'],"The couple met in 2014 at a mutual friend’s backyard party, and began dating six months later, after the friend invited both of them to another party.",Lindsey Maria Puliti and Gregory Alan Kay were married Nov. 30 in Newark. The Rev. Paul M. Donohue performed the ceremony at St. Lucy’s Roman Catholic Church.
What’s on TV Sunday: Kacey Musgraves’s Christmas Show and ‘Apollo 11’,2019-12-01,article,News,,"['Television', 'Movies']","Stream Kacey Musgraves’s modern take on classic Christmas specials, and catch an immersive documentary about the Apollo 11 moon landing.","THE KACEY MUSGRAVES CHRISTMAS SHOW Stream on Amazon. Kacey Musgraves is an artist who can create her own psychedelic, technicolor world inspired by sepia-tone, classic country music. That’s the conceit behind this Christmas special, which pays tribute to holiday variety shows of the past hosted by Bing Crosby, Johnny Cash and the Carpenters. Musgraves has tapped an all-star cast that includes Dan Levy of “Schitt’s Creek,” Kendall Jenner and the Radio City Rockettes to help her bring her 2016 Christmas album “A Very Kacey Christmas” to life. Leon Bridges, Camila Cabello, Lana Del Rey, James Corden and Zooey Deschanel stop by to perform songs from that album and the Christmas canon with Musgraves, while Troye Sivan joins the singer in the debut of a new collaboration called “Glittery.” Even Musgraves’s grandmother Nana stops by to spread some Christmas cheer."
China Cracks Down on Fentanyl. But Is It Enough to End the U.S. Epidemic?,2019-12-01,article,News,,"['Fentanyl', 'Drug Abuse and Traffic', 'Opioids and Opiates', 'Regulation and Deregulation of Industry', 'United States International Relations']","After years of American pressure, China is taking steps to shut off the illicit supply of deadly synthetic opioids. But don’t expect an end to the overdoses.","When things go wrong, those in power often promise to make it right. But do they? In this series, The Times investigates to see if those promises were kept."
‘My Children Often Call Me Old-Fashioned. I Prefer Traditional.’,2019-12-01,article,News,,[],"Paying with cash, wondering what a subway rider is studying and more reader tales of New York City in this week’s Metropolitan Diary.",Dear Diary:
Plunge in 3 Hong Kong Stocks Offers a Cautionary Tale,2019-12-01,article,News,,"['Stocks and Bonds', 'Securities and Commodities Violations', 'Politics and Government', 'Short Selling', 'Regulation and Deregulation of Industry']",The sudden drops raise fresh questions about corporate governance and regulatory oversight in a crossroads for global finance.,"HONG KONG — Even by the standards of Hong Kong, where the ups and downs of the stock market rival events at the horse track as a spectator sport, three recent flameouts have been spectacular. "
Hong Kong Police Fire Tear Gas as Protesters Return in Force,2019-12-01,article,News,,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'Politics and Government', 'Elections']","After a week of relative calm and a vote that boosted protesters’ cause, officers fired tear gas and rubber bullets, and demonstrators attacked shops.","HONG KONG — After a relative lull in the protests, thousands of pro-democracy activists turned out Sunday for three demonstrations a week after scoring a major victory in elections that were viewed as a broad endorsement of the movement’s goals."
‘Sent Candy’: Cockpit Tapes Show Russian Pilots Bombing Syrian Civilians,2019-12-01,multimedia,Video,,"['Civilian Casualties', 'your-feed-visual-investigations', 'War Crimes, Genocide and Crimes Against Humanity']","A Times investigation used cockpit recordings to show for the first time how Russian pilots attacked civilians in Syria this summer, killing dozens.","A Times investigation used cockpit recordings to show for the first time how Russian pilots attacked civilians in Syria this summer, killing dozens."
A Civilian Camp in Syria Was Bombed. Here’s How We Traced the Culprit.,2019-12-01,article,News,,"['your-feed-visual-investigations', 'War Crimes, Genocide and Crimes Against Humanity']","Eyewitness photos and videos, flight logs and cockpit tapes obtained by The Times enabled reporters to trace an airstrike on a Syrian camp for displaced families to a Russian pilot.","Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together."
Called to Serve Children and Looking for Her Opportunity,2019-12-01,article,News,,[],Shirley Dieujuste lost her job at a child care center and could not pay her rent. Now she is looking for other ways to provide children with love and hope.,"NEW ROCHELLE, N.Y. — When Shirley Dieujuste worked at a child care center in Westchester County, she loved helping children puzzle out how to write letters."
How a Curious Mammal Evolved Its Venom,2019-12-01,article,News,,"['Solenodons (Animals)', 'Poisoning and Poisons', 'Mammals', 'Genetics and Heredity', 'Evolution (Biology)', 'Endangered and Extinct Species', 'Research', 'your-feed-science']","Solenodons are highly unusual, and very difficult to study.",The Hispaniolan solenodon is a wondrously strange creature.
"Homes That Sold for Around $600,000",2019-12-01,article,News,,['Real Estate and Housing (Residential)'],Recent residential sales in New York City and the region.,"Each week, our survey of recent residential sales in New York City and the surrounding region focuses on homes that sold around a certain price point, allowing you to compare single-family homes, condos and co-ops in different locales."
How a Divided Left Is Losing the Battle on Abortion,2019-12-01,article,News,,"['ABORTION', 'Birth Control and Family Planning', 'Presidential Election of 2020', ""Women's Rights"", 'United States Politics and Government', 'Women and Girls', 'Law and Legislation', 'States (US)']","Miscalculations, and an unexpected victory by President Trump, have put abortion access at its most vulnerable point in decades, and the left on the defensive. Now it is trying to recover.","ATLANTA — The pin was small, and rusted on the back. Sharon Wood had packed it away in 1973 as a relic of a battle fought and won: the image of a black coat hanger, slashed out by a red line. "
‘I Wanted to Die:’ Northern Ireland Confronts a Suicide Crisis,2019-12-01,article,News,,"['Depression (Mental)', 'Mental Health and Disorders', 'Anxiety and Stress', 'Post-Traumatic Stress Disorder', 'Terrorism', 'Suicides and Suicide Attempts']","Haunted by a violent past, the territory has one of the highest suicide rates in the world.","LURGAN, Northern Ireland — On a cold February night in 2001, as Joe Holbeach was jogging along the pebbled shores of Newcastle in Northern Ireland, he imagined being taken in by the vicious tide and drowning. Days later, he stood on the edge of the Giant’s Causeway cliff top and gazed down at the steep drop, trying to find the courage to jump."
Assange to Testify on Being Recorded in Embassy in London,2019-12-01,article,News,,"['Classified Information and State Secrets', 'Diplomatic Service, Embassies and Consulates', 'Espionage and Intelligence Services']","Recordings have emerged of private conversations that Julian Assange, the WikiLeaks founder, had while living in the Ecuadorean Embassy. He and a Spanish prosecutor blame the United States.","MADRID — This much has become clear in recent weeks: When Julian Assange, the WikiLeaks founder, was living in Ecuador’s embassy in London, someone was spying on him, recording his private conversations. The question is: Who ordered the surveillance?"
"Holiday Travel, AIDS, Sea Snakes: Your Weekend Briefing",2019-12-01,article,briefing,,[],Here’s what you need to know about the week’s top stories.,(Want to get this briefing by email? Here’s the sign-up.) 
"U.S. Drone Killed Afghan Civilians, Officials Say",2019-12-01,article,News,,"['Drones (Pilotless Planes)', 'Civilian Casualties', 'Afghanistan War (2001- )']","The strike on a car killed all five onboard, including a woman who had given birth hours before, relatives and officials said.","KHOST, Afghanistan — An American drone strike on a car carrying a woman who had just given birth in southeastern Afghanistan left five people dead, including the mother, three of her relatives and the driver, Afghan officials and family members said on Sunday."
