headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Not Telling,2014-04-01,article,News,,['Writing and Writers'],"If I talk about a novel I’m working on, I believe that my characters will be angry, and will no longer confide in me about their embarrassing, troubled lives.","The desire to write my first novel was a desire for privacy. I was writing short stories, and had said out loud more than once that I would never write a novel, maybe because I knew publishers preferred novels, and I was telling anyone who happened to care that I wouldn’t write to please publishers. But the thought of a novel had always been alluring as well — alluring and daunting. "
"Carrot, Not Stick, on Russia",2014-04-01,article,Letter,,"['Embargoes and Economic Sanctions', 'United States International Relations']","A reader responds to an Op-Ed article, “A Tortured Policy Toward Russia.”",To the Editor:
Butter Is Unhealthful,2014-04-01,article,Letter,,"['Margarine', 'Butter', 'Research', 'Diet and Nutrition']",Richard E. Cristol of the National Association of Margarine Manufacturers responds to a column by Mark Bittman.,To the Editor:
Pet Care vs. Human Care,2014-04-01,article,Letter,,"['Veterinary Medicine', 'Doctors', 'Medicine and Health']",A reader wishes that doctors who treat humans would show the same compassion that vets show.,To the Editor:
The Things She Carried,2014-04-01,article,Op-Ed,,"['United States Defense and Military Forces', 'Women and Girls', 'Veterans', 'Books and Literature']",Why does American literature ignore women in combat roles?,"THE injury wasn’t new, and neither was the insult. Rebecca, a combat veteran of two tours of duty, had been waiting at the V.A. hospital for close to an hour when the office manager asked if she was there to pick up her husband. "
Beware the April Fools’ Jokes Coming From Madison Avenue,2014-04-01,article,News,,"['Hoaxes and Pranks', ""APRIL FOOL'S DAY"", 'ADVERTISING AND MARKETING', 'Social Media']","April 1 is a day for pranksters, and businesses and chambers of commerce are vying for top attention.","SOCIAL media like Facebook and Twitter have been given credit for reviving interest in watching television live so comments about unbelievable catches, undeserved awards, unexpected plot twists and unfashionable dresses can be shared in real time with family and friends. Those social platforms also seem to be having a stimulative effect on the interest along Madison Avenue in April Fools’ jokes."
Our Crazy College Crossroads,2014-04-01,article,Op-Ed,,"['ADMISSIONS STANDARDS', 'Colleges and Universities']",Accepted? Rejected? Neither seals your fate.,"Over recent days the notices have gone out, an annual ritual of dashed hopes."
Should Parents Opt Out of Testing?,2014-04-01,article,News,,[],"When Mom and Dad, not teachers and principals, tell their children to put down their pencils.",
"Sanctions or Not, Russian Sway in London May Be Bluster",2014-04-01,article,News,,"['Embargoes and Economic Sanctions', 'Immigration and Emigration', 'Luxury Goods and Services']","Many worry that London, a global financial center, might suffer collateral damage if there are more penalties imposed on Russia over its actions in Crimea. But the data suggests otherwise.","Russian listings on the London Stock Exchange; Russians buying multimillion-dollar homes in Chelsea, on streets called Billionaires’ Row; Russian children in Britain’s most exclusive schools, while their parents shop at Harrods and Asprey; Russians running soccer clubs and newspapers and cellars that sell some of the world’s most expensive wines."
Judge Won’t Block Rules on Abortion Drug in Arizona,2014-04-01,article,News,,"['ABORTION', 'Drugs (Pharmaceuticals)', 'Law and Legislation', 'Decisions and Verdicts']","The rules, which were approved by the Arizona Legislature in 2012 and will take effect on Tuesday, restrict the use of medication to induce abortions during the early stages of pregnancy.",A federal judge in Tucson has refused to block some of the strictest rules in the nation on the use of abortion drugs. 
The Employer’s Creed,2014-04-01,article,Op-Ed,,"['Hiring and Promotion', 'Social Conditions and Trends']","The hiring process deeply affects the kind of people we have in our society. A little healthy bias in decision-making might cultivate deeper, fuller human beings.","Dear Employers,"
Competition Intensifies in Vietnam’s Aviation Sector,2014-04-01,article,News,,['AIRLINES AND AIRPLANES'],"The private VietJet Air is making a strong push just as Vietnam Airlines, the state flag carrier, plans a long-awaited initial public offering.","HO CHI MINH CITY, Vietnam — Chien Anh, a restaurant manager here, used to fly on either Vietnam Airlines, the state-owned flag carrier, or the budget airline it mostly owns, Jetstar Pacific. But after the private VietJet Air started flights in 2011, Mr. Anh’s loyalty began to shift."
"In Gary, Ind., a ‘Gateway’ Has Become ‘the Eyesore’",2014-04-01,article,News,,"['Real Estate (Commercial)', 'Restoration and Renovation', 'Hotels and Travel Lodgings', 'Buildings (Structures)', 'Abandonment (Property)', 'Demolition']","The Sheraton Hotel stands brooding next door to Gary’s City Hall, where Mayor Karen Freeman-Wilson, is determined to finally tear it down, floor by floor, as if reversing time.","GARY, Ind. — If one building could tell the story of this city’s hope and heartbreak, it would be the Sheraton Hotel."
"3 Toyota Plants in Ontario Set to Vote in a Union Drive, as the Company Resists",2014-04-01,article,News,,"['Automobiles', 'Organized Labor']",The vote could create Toyota’s only unionized shop in the United States and Canada.,"OTTAWA — Workers at three Toyota assembly plants in Ontario will vote next week on whether to join Canada’s largest union, an effort that could create the carmaker’s only unionized shop in the country and the United States."
The Pitinos Gather for a Garden Reunion,2014-04-01,article,News,,"['Basketball (College)', 'NCAA Basketball Championships (Men)', 'National Invitation Tournament']","Minnesota Coach Richard Pitino, the son of Louisville’s Rick Pitino, will lead the Gophers in the N.I.T. semifinal Tuesday against Florida State at Madison Square Garden.","MINNEAPOLIS — The childhood memories came flooding back as Richard Pitino, the son of Louisville Coach Rick Pitino and a coach himself at Minnesota, told a story in his office last week. Pitino closely resembles his father, with the trademark piercing eyes and sweptback hair, and speaks with the cadence and confident manner of someone who has lived in New York all his life. "
Japanese Rush to Buy Before Rise in Sales Tax,2014-04-01,article,News,,"['Consumer Behavior', 'Economic Conditions and Trends', 'Sales and Excise Taxes', 'Deflation (Economics)', 'Shopping and Retail', 'E-Commerce']","The first sales tax jump since 1997 has Japan’s businesses, politicians and consumers worried.","TOKYO — March was a boom month for Askul, but the online retailer is far from happy. Shoppers racing to beat an impending increase in Japan’s national sales tax swamped Askul’s systems, snapping up toilet paper, instant rice and other essentials that will be more expensive when the rate goes up to 8 percent on Tuesday, from 5 percent."
Leading the Country on Pre-K,2014-04-01,article,Editorial,,"['Education (Pre-School)', 'Editorials']",The agreement to finance prekindergarten for all children is a major victory for New York City.,Mayor Bill de Blasio has every right to call the agreement between Gov. Andrew Cuomo and legislative leaders in Albany to finance a vast expansion of prekindergarten in New York City a major victory — for him politically and for tens of thousands of children who will be put on a path to a better future.
