headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Quotation of the Day: Ripped-Off Riffs? Better Not to Risk It,2019-04-01,article,Quote,,[],"Quotation of the Day for Monday, April 1, 2019.",“I shouldn’t be thinking about legal precedent when I am trying to write a chorus.”
"Erdogan, Turkey’s Leader, Staring at Major Electoral Defeat",2019-04-01,article,News,,"['Elections', 'Politics and Government']","Istanbul, the president’s hometown and stronghold, seemed poised to slip through his fingers in municipal elections that signaled a political earthquake.","ISTANBUL — President Recep Tayyip Erdogan confronted the prospect of a stunning political defeat on Monday, as local voting in Turkey showed his party had lost the capital, Ankara, and possibly Istanbul, its largest city and his key base of support for many years."
Review: ‘Do You Feel Anger’ Plumbs the Depths of Office Humor,2019-04-01,article,Review,,['Theater'],"In Mara Nelson-Greenberg’s fitfully funny play, a female empathy coach faces the insuperable challenge of teaching men some compassion.","Now it’s empathy that’s the thing with feathers. Or that’s the perception of the impenetrably thick-skulled men who rule the workplace in Mara Nelson-Greenberg’s “Do You Feel Anger?,” a fitful comedy with an ingenious premise, which opened on Tuesday night at the Vineyard Theater under the direction of Margot Bordelon."
Review: Can a Play Make the Constitution Great Again?,2019-04-01,article,Review,,['Theater'],"“What the Constitution Means to Me,” the best new play of the Broadway season so far, rivetingly combines personal history and civic engagement.","As you enter the theater, there are 163 men onstage."
"Review: In ‘The White Devil,’ Pick Your Poison",2019-04-01,article,Review,,['Theater'],Turns out that a Jacobean tragedy with a bleak worldview and an extensive body count can still be a lot of fun.,"If you find plausible psychology aggravating and a humane outlook just rubs you the wrong way, please meet John Webster. A playwright with a deep devotion to gore, he churned out some of the 17th-century’s most lurid tragedies and there was nothing — books, a helmet, a tennis racket, a fart — that he didn’t long to empoison. (The urchin from “Shakespeare in Love” who liked to torture mice? That’s him.) Red Bull Theater resurrects his 1612 play, “The White Devil” with mischief and raunch and sibling incest and maybe necrophilia, because hey, why not? Anyone expecting Shakespeare might see if the box office does refunds."
"After Waiting Out the Rain, the Orioles Outlast the Yankees",2019-04-01,article,News,,['Baseball'],"Uneven pitching and sputtering hitting gave the Yankees a second straight loss to Baltimore, and gave J.A. Happ his first loss at Yankee Stadium since 2013.","The Yankees and the Baltimore Orioles occupy different ends of the competition spectrum. The Yankees possess a far more talented roster, World Series expectations and a payroll that is around $130 million larger. The Orioles lost 115 games last season, and some analysts believe they could lose more this year with a pared-down roster."
‘The Case Against Adnan Syed’: Finale Reveals New DNA Test Results,2019-04-01,article,News,,"['Television', 'Forensic Science', 'DNA (Deoxyribonucleic Acid)', 'Murders, Attempted Murders and Homicides', 'Documentary Films and Programs']",The HBO series made good on its promise to deliver big revelations about the 20-year-old murder case that “Serial” made famous.,This article contains spoilers for the four-part HBO documentary “The Case Against Adnan Syed.”
"‘Billions’ Season 4, Episode 3: Hurts So Good",2019-04-01,article,News,,['Television'],"Most of the key characters in “Billions” — Bobby Axelrod, Chuck, Taylor Mason — seem to require intense adversity to be at their best.","“I used to try and pretend I was dreaming all of the pain, but don’t you kid yourself: Some things have to be endured. And that’s what makes the pleasures so sweet.”"
"Twitter Network Uses Fake Accounts to Promote Netanyahu, Israel Watchdog Finds",2019-04-01,article,News,,"['Elections', 'Social Media', 'Rumors and Misinformation']","A network of hundreds of social media accounts, many of them fake, was used to smear opponents of the Israeli prime minister, investigators found.","TEL AVIV — An Israeli watchdog group has found a network of hundreds of social media accounts, many of them fake, used to smear opponents of Prime Minister Benjamin Netanyahu in next week’s election and to amplify the messages of his Likud party, according to a report to be released Monday."
Police Body-Cam Video Appears to Show Willie McCoy Sleeping Before He Was Fatally Shot,2019-04-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Video Recordings, Downloads and Streaming', 'Murders, Attempted Murders and Homicides']","The footage, newly released by the police in Vallejo, Calif., shows that Mr. McCoy was shot about 10 seconds after he began to move in his car outside a Taco Bell.","Willie McCoy appeared to be asleep in his car at a Taco Bell drive-through in Vallejo, Calif., when police officers, responding to a 911 call, arrived to check on him."
