headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Not Public Financing’s Fault,2014-03-01,article,Letter,,['Campaign Finance'],The Brennan Center for Justice says Arizona’s Clean Elections Law did not foster extremism., 
Vows: Can a Captain Marry Us?,2014-03-01,multimedia,Video,,"['Weddings and Engagements', 'Movies', 'Boats and Boating']","Hollywood gave a big boost to the myth that captains could legally join couples on the open seas. In New York, Captain Arnold Wonsever, an ordained minister, is making this myth a reality.","Hollywood gave a big boost to the myth that captains could legally join couples on the open seas. In New York, Captain Arnold Wonsever, an ordained minister, is making this myth a reality."
"Change Your Style, You’ll Survive",2014-03-01,article,News,,"['Flamenco (Dance)', 'Dancing']","The Flamenco Festival enters its 14th year, larger than ever and with a change in scope and style.","This year’s edition of the Flamenco Festival, which opens on Thursday at City Center, comes on the tail of the worst recession Spain has seen since the end of the Franco period. But the festival, now in its 14th year, is larger than ever. It has expanded its scope, adding Los Angeles and San Francisco to its itinerary. In New York, it has spread to six additional spaces. The festival’s organizers are looking to new markets in the Arab world and Asia. Flamenco is one of Spain’s most successful exports."
"Rise in Sales for Neiman, Despite Loss",2014-03-01,article,News,,['Company Reports'],"Neiman’s revenue was $1.43 billion during its second quarter, which ended Feb. 1, an increase from the same period last year, when revenue was $1.36 billion.","Neiman Marcus reported a rise in second-quarter sales on Friday, during what was a difficult season for retailers. The company also reported substantial expenses from the sale of the company in the fall. "
"Julien David’s Wild, Woolly Platforms",2014-03-01,article,News,,"['Fashion and Apparel', 'Shoes and Boots']","T plucks the best shoes right off the runway. Today’s pick: Sensible sandals with thick, fuzzy soles.",T plucks the best shoes right off the runway.
Health Security and Infectious Disease,2014-03-01,article,Letter,,"['Preventive Medicine', 'Epidemics', 'SARS (Severe Acute Respiratory Syndrome)']",Experts in infectious diseases and veterinary medicine respond to an editorial.,To the Editor:
Transgender Soldiers,2014-03-01,article,Letter,,"['Transgender and Transsexual', 'United States Defense and Military Forces', 'Iraq War (2003-11)']",Vivian Taylor of Integrity USA responds to a Sunday Review article.,To the Editor:
Diversity on Campus,2014-03-01,article,Letter,,"['AFFIRMATIVE ACTION', 'Discrimination', 'Colleges and Universities']","Jennifer Gratz, the plaintiff in a landmark affirmative action case, writes about racial tensions at the University of Michigan.",To the Editor:
Hamas Chases Protesters From Gaza-Israel Border,2014-03-01,article,News,,"['Defense and Military Forces', 'Palestinians', 'Fences', 'Demonstrations, Protests, and Riots']","The group says it is trying to protect those who face Israeli soldiers on the other side of a fence, after two people were killed by Israeli fire this year.","JABALIYA, Gaza — Each Friday, Salah al-Najjar, 17, has made his way east of the Jabaliya refugee camp in the northern Gaza Strip, where he lives, to hurl rocks at the Israeli forces stationed along the fence that separates Gaza from Israel."
Swimming and Multitasking,2014-03-01,article,Letter,,"['Swimming', 'Social Conditions and Trends']",A reader asks what happened to the joy of the sport for its own sake.,To the Editor:
Using Cyberweapons,2014-03-01,article,Letter,,"['Cyberwarfare', 'Cyberattacks and Hackers', 'United States Defense and Military Forces']",A security expert warns of the possible consequences of a cyberattack against Syria.,To the Editor:
"Hoffman Killed by Toxic Mix of Drugs, Official Concludes",2014-03-01,article,News,,"['Drug Abuse and Traffic', 'Heroin', 'Cocaine and Crack Cocaine', 'Sedatives', 'AMPHETAMINES']","The actor Philip Seymour Hoffman was killed after using not only heroin but also cocaine, amphetamines and sedatives, the New York City medical examiner announced.","Philip Seymour Hoffman was killed by a poisonous mix of drugs that included not only heroin but also cocaine, amphetamines and sedatives, the New York City medical examiner announced on Friday. "
"In Battle for First Base, Mets’ Duda and Davis Impress",2014-03-01,article,News,,['Baseball'],"Lucas Duda and Ike Davis each had solid outings in the Mets’ first spring training game, as did the young pitchers Rafael Montero and Jacob deGrom.","PORT ST. LUCIE, Fla. — After just one game in the Grapefruit League this spring, the Mets’ competition at first base is already hot. Lucas Duda, inserted as the designated hitter against the Washington Nationals, smacked a broken-bat, ground-rule double. Then Ike Davis smashed a long, two-run home run to right. "
Carnival Events Around the World,2014-03-01,multimedia,Video,,['Carnival (Pre-Lenten)'],Carnival is celebrated not just in Brazil.,Carnival is celebrated not just in Brazil.
A Big Decision at the Minnesota Orchestra – But What?,2014-03-01,article,News,,['Classical Music'],"The board said it had come to an agreement on the orchestra’s leadership, but declined to say what it was.","The board of the Minnesota Orchestra, which is trying to rebuild itself after a bitter labor dispute and a debilitating 16-month lockout, has found itself facing an unusual choice of whether to side with its musical leadership or its administrative leadership."
No Charges in Death of Alzheimer’s Patient Mistaken for Intruder,2014-03-01,article,News,,"['Self-Defense', 'Gun Control', ""Alzheimer's Disease""]","A Georgia man who fatally shot an Alzheimer’s patient he feared was breaking into his house will not be charged with a crime, a prosecutor said.","ATLANTA — A man who shot to death an Alzheimer’s patient he feared was trying to break into his house will not be charged with a crime, a Georgia prosecutor said Friday."
McCann and a Prospect Display Power for the Yankees,2014-03-01,article,News,,['Baseball'],"The off-season acquisition Brian McCann homered in a spring training win over the Tigers, as did Gary Sanchez, who could succeed McCann at catcher someday.","LAKELAND, Fla. — Brian McCann’s shot took flight in the second inning, and Gary Sanchez’s came two innings later, a succession of home runs that may presage the succession of Yankees catchers in the years to come."
Rail Inspections Ramp Up in Albany and Buffalo,2014-03-01,article,News,,"['Regulation and Deregulation of Industry', 'Railroads', 'Oil (Petroleum) and Gasoline', 'Railroad Accidents and Safety']","With Albany emerging in the last two years as a key hub for shipping oil from North Dakota to refineries along the East Coast, state regulators conducted a series of inspections to increase rail safety.","New York State regulators conducted a series of inspections over the last week at the Port of Albany and on rail tracks in Albany and Buffalo to increase the safety of the surging oil-by-rail business, according to a statement by Gov. Andrew M. Cuomo."
"Shepherd of the City’s Rebirth, Rio’s Mayor Feels the Strains, Too",2014-03-01,article,News,,"['Demonstrations, Protests, and Riots', 'World Cup 2014 (Soccer)', 'Mayors', 'Olympic Games (2016)', 'Soccer']","Mayor Eduardo Paes, whose political fortunes were rising before the street protests, finds himself at the center of increasingly fierce disputes over Rio’s transformation.","RIO DE JANEIRO — IN his fits of rage, Eduardo Paes, the mayor of Rio de Janeiro, has thrown a stapler at one aide. He threw an ashtray at another. He berated a councilwoman in her chambers, calling her a tramp. Stunning diners at a crowded Japanese restaurant where he was being taunted by one constituent, a singer in a rock band, he punched the man in the face."
Uniqlo’s Parent Said to Seek Deal for J. Crew,2014-03-01,article,News,,"['Fashion and Apparel', 'Mergers, Acquisitions and Divestitures', 'Private Equity']","Talks between Fast Retailing and J. Crew’s owners, the private equity firms TPG Capital and Leonard Green & Partners, are in early stages and could still fall apart.","The owners of J. Crew, the fashion purveyor of choice for the likes of Michelle Obama, are in the early discussions to sell the company to Fast Retailing, the Japanese retailer whose holdings include Uniqlo and Theory, a person briefed on the matter said on Friday."
Engineers Allege Hiring Collusion in Silicon Valley,2014-03-01,article,News,,"['Antitrust Laws and Competition Issues', 'Suits and Litigation (Civil)', 'Hiring and Promotion', 'Engineering and Engineers', 'Computers and the Internet']","A class-action suit by Silicon Valley engineers against companies including Google, Apple and Intel has revealed details of an agreement among them not to cold-call one another’s employees.","SAN FRANCISCO — Tech companies love new ideas, unless they belong to someone else. Then any breakthroughs must be neutralized or bought. Silicon Valley executives know all too well that a competitor’s unchecked innovation can quickly topple the mightiest tech titan."
E.P.A. Says It Will Fight Mine Project in Alaska,2014-03-01,article,News,,"['Salmon', 'Wetlands', 'Mines and Mining', 'Copper, Brass and Bronze']",The agency’s decision makes it unlikely that developers of the huge open-pit project in the Bristol Bay watershed will be able to proceed.,"SEATTLE — Federal environmental regulators, citing risks to water quality and salmon spawning grounds in one of the world’s richest fisheries, moved on Friday to block the development of a giant open-pit copper mine in the watershed of Bristol Bay in southwest Alaska."
The Bitcoin Blasphemy,2014-03-01,article,Op-Ed,,"['Bitcoin (Currency)', 'Credit Cards', 'Banking and Financial Institutions']","Created to avoid government, the virtual currency won’t survive without it.","Whenever I read a story about bitcoin, the virtual currency that has been so much in the news these days, I think about a man named Dee Hock. In the early 1970s, Hock created the credit card system that we now know as Visa. Hock was a man who liked to think grandiose thoughts. When it came to Visa, and credit cards in general, Hock used to describe them not just as a way to get a short-term loan but as a new kind of payment system, an exchange of value that was on par with, and that competed with, cash."
New Health Fix Offers Subsidies for Insurance Policies Bought Outside Exchanges,2014-03-01,article,News,,"['Health Insurance and Managed Care', 'Patient Protection and Affordable Care Act (2010)', 'States (US)']",Federal officials said they agreed to provide subsidies retroactively for insurance purchased in the private market because technical problems had prevented consumers from using the online exchanges.,"WASHINGTON — The Obama administration said Friday that it would allow some people to receive federal subsidies for health insurance purchased in the private market outside of health insurance exchanges. The sudden shift was the latest in a series of policy changes, extensions and clarifications by federal officials trying to help beneficiaries and minimize political damage to Democrats in this election year. "
