headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
­Recreation and Commerce Collide on New York’s Crowded Waterways,2016-09-01,article,News,,"['Maritime Accidents and Safety', 'Ferries', 'Kayaks']",An accident involving a ferry and kayakers on the Hudson demonstrates the increasing demands on the rivers and other bodies of water around the city.,"The three siblings, two brothers and their sister, were on a kayaking trip on the Hudson River on Tuesday, celebrating the younger brother’s high school graduation with a sunset paddle."
A Silicon Valley Dream Collapses in Allegations of Fraud,2016-09-01,article,News,,"['Start-ups', 'Entrepreneurship', 'Frauds and Swindling', 'Computers and the Internet']","The disintegration of WrkRiot has gripped Silicon Valley, though it is a familiar tale to many who arrive with the dream of creating the next tech juggernaut.","SAN FRANCISCO — Like so many bright, young entrepreneurs these days, Isaac Choi arrived here last year, set up shop and promised employees that he would lead them to the Silicon Valley dream."
#HereIsMyAmerica,2016-09-01,multimedia,Interactive Feature,,"['Race and Ethnicity', 'Blacks', 'Black People', 'Discrimination', 'Civil Rights and Liberties', 'Social Media', 'Segregation and Desegregation']",How well do politicians understand the multifaceted lives of black Americans? Or the lives of anyone of color?,How well do politicians understand the multifaceted lives of black Americans? Or the lives of anyone of color?
Brazil’s Ousted President,2016-09-01,article,Editorial,,"['Impeachment', 'Embezzlement', 'Corruption (Institutional)', 'Editorials']",The new president faces the tough task of restoring Brazilians’ faith in their scandal-plagued political class.,"Brazil has had four elected presidents since democracy was restored in 1985. Two served out their terms. On Wednesday, Dilma Rousseff was the second to be ousted while in office amid political upheaval and allegations of wrongdoing."
Supreme Court Blocks North Carolina From Restoring Strict Voting Law,2016-09-01,article,News,,"['Voter Registration and Requirements', 'Voting Rights Act (1965)', 'Blacks', 'Black People', 'State Legislatures', 'Civil Rights and Liberties']",A deadlocked court refused to revive parts of the law that a federal appeals court had struck down as an effort to “target African Americans with almost surgical precision.”,WASHINGTON — A deadlocked Supreme Court on Wednesday refused to revive parts of a restrictive North Carolina voting law that a federal appeals court had struck down as an unconstitutional effort to “target African Americans with almost surgical precision.”
Donald Trump’s Immigration Speech: Analysis,2016-09-01,multimedia,Interactive Feature,,"['Presidential Election of 2016', 'Immigration and Emigration']","Donald J. Trump delivered a speech in Phoenix on Wednesday that was expected to clarify his shifting stance on hard-line immigration policies, following a trip to Mexico to speak with President Enrique Peña Nieto.","Donald J. Trump delivered a speech in Phoenix on Wednesday that was expected to clarify his shifting stance on hard-line immigration policies, following a trip to Mexico to speak with President Enrique Peña Nieto."
Spokesman’s Death Will Have Islamic State Turning to Its ‘Deep Bench’,2016-09-01,article,News,,"['Terrorism', 'Targeted Killings', 'Drones (Pilotless Planes)', 'United States Defense and Military Forces', 'Defense and Military Forces']","Though a lethal drone strike demonstrates progress against the militant group, ISIS has proved to be remarkably resilient and well prepared for the succession of key figures.","WASHINGTON — The reported death of the Islamic State’s senior propagandist and strategist, Abu Muhammad al-Adnani, in an American drone strike in northern Syria on Tuesday casts in sharp relief the immediate challenge the terrorist group faces in replacing one of its pivotal founding members."
Obama Heads to Asia Seeking Breakthrough on Trade and Climate Change,2016-09-01,article,News,,"['United States Politics and Government', 'United States International Relations', 'Trans-Pacific Partnership', 'United Nations Framework Convention on Climate Change', 'Global Warming']",He is hoping to announce progress with China on the Paris climate accord and will state his case with other Asian countries on the Trans-Pacific Partnership.,"HONOLULU — President Obama set off on a trans-Pacific voyage on Wednesday, his 10th trip to Asia as president and most likely his last chance to showcase two of his most cherished projects: the focus on Asia and the campaign to curb climate change."
Caroline Wozniacki Rallies From Early Deficit to Win,2016-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']","Wozniacki, down by 0-4, love-30 in the first set, defeated ninth-seeded Svetlana Kuznetsova, 6-4, 6-4.","From the player’s box at Arthur Ashe Stadium, Piotr Wozniacki was desperately trying to calm his daughter down below. His signals were nothing fancy or too intricate. Just palms down: Take it easy. Hands pushing forward: Move up toward the baseline during rallies."
De Blasio and Police Pushing Safety at J’ouvert Celebration in Brooklyn,2016-09-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Parades', 'Parties (Social)', 'West Indian-American Day']","A year after two men, one a former aide to Gov. Andrew M. Cuomo, were murdered amid the predawn revelry, New York City officials are pledging to reduce violence at the event.","A year after two men, one a former aide to Gov. Andrew M. Cuomo, were killed in Brooklyn in separate episodes amid the predawn celebration known as J’ouvert, Mayor Bill de Blasio and the police are promising that the annual event will be safer this time."
