headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Knausgaard and Franzen Among Speakers at 92nd Street Y,2018-08-01,article,News,,['Books and Literature'],"Authors including Kate Atkinson, Lauren Groff and Jonathan Lethem will also give talks and read from their new works this fall.","For nearly 80 years, the 92nd Street Y has hosted literary titans for talks and readings. This upcoming season is no different: events will feature Karl Ove Knausgaard, Natasha Trethewey, Gary Shteyngart, Jonathan Franzen and Kate Atkinson."
A Flurry of Activity as All of Baseball Chases the Red Sox,2018-08-01,article,News,,"['Baseball', 'Trades (Sports)']","Boston is dominating, and even with Chris Sale headed to the disabled list, the gap is wide enough that the Red Sox mostly watched as other teams scrambled.","BOSTON — Dave Dombrowski had no trades to announce on Tuesday at Fenway Park, which made him the exception among top decision makers in baseball. Dombrowski, the president of baseball operations for the Red Sox, could hardly keep track of his peers’ deals on a frenetic non-waiver trading deadline."
N.R.A. Joins Questioning of Florida Sheriff in ‘Stand Your Ground’ Case,2018-08-01,article,News,,"['Self-Defense', 'Law and Legislation', 'Firearms', 'Gun Control']",The sheriff continues to defend his decision not to make an arrest in the fatal shooting of an unarmed black man.,"MIAMI — After a Florida sheriff  decided not to arrest a white man who the authorities say killed an unarmed black man in a confrontation over a handicapped parking spot, outrage came from expected places: the victim’s family, civil rights organizations and Democratic politicians eager to repeal Florida’s controversial self-defense law, known as Stand Your Ground."
Justice Dept. Investigating Claims That Drug Companies Funded Terrorism in Iraq,2018-08-01,article,News,,"['Drugs (Pharmaceuticals)', 'Terrorism', 'United States Defense and Military Forces', 'Iraq War (2003-11)', 'Suits and Litigation (Civil)']","In a filing, AstraZeneca said the case was related to a suit that accused five companies of giving the Iraqi health ministry drugs and devices that were then sold to fund attacks.",WASHINGTON — The Justice Department is investigating claims that major drug and medical device companies doing business in Iraq knew that the free medicines and supplies they gave the government to win business there would be used to underwrite terrorist attacks on American troops.
"Honors, at Last, for Ida B. Wells, ‘a Sword Among Lions’",2018-08-01,article,Editorial,,"['Blacks', 'Black People', 'Names, Geographical']",Chicago commemorates a crusading hero who never got the recognition she deserved.,"The Chicago City Council made a timely and historic decision last week when it renamed a prominent downtown street for the pioneering newspaper editor, anti-lynching campaigner and suffragist Ida B. Wells. Renaming Congress Parkway as Ida B. Wells Drive comes as Wells’s descendants are preparing to commemorate their forebear with a monument — also to be built in her adopted city, Chicago — and as the country gears up for the centennial of the 19th Amendment in 2020.  "
"Tuskegee Airman’s Remains Are Identified, Ending Daughter’s Quest for Answers",2018-08-01,article,News,,"['Aviation Accidents, Safety and Disasters', 'Missing in Action', 'World War II (1939-45)']","Lawrence E. Dickson was 24 when his fighter plane went down in December 1944. On Friday, officials confirmed that remains found last year were his.",Marla Lawrence Dickson Andrews never really got to know her father while he was alive.
Yankees Quiet at Deadline but May Lose J.A. Happ Temporarily,2018-08-01,article,News,,"['Baseball', 'Hand, Foot and Mouth Disease']","The left-hander joined the Mets’ Noah Syndergaard in receiving a diagnosis of hand, foot and mouth disease, but Brian Cashman said no disabled list trip is imminent.","On a day when contending major league baseball teams traditionally add significant pieces to their rosters, the Yankees not only did not add anyone, but they may well have lost a player they were relying on to play an important role for them down the stretch."
Chicago Chain Kept Hawaiian Restaurants From Using ‘Aloha Poke’ Name,2018-08-01,article,News,,"['Trademarks and Trade Names', 'Names, Organizational', 'Restaurants']","The chain, Aloha Poke Co., which sent cease-and-desist letters to restaurants with similar names, has apologized after being accused of cultural appropriation.","Aloha Poke Co., a Chicago-based restaurant chain, has been fighting to protect its trademarked, Hawaiian name for more than a year. It was not until this week, however, that the backlash to its efforts drew a public apology from the company."
Massachusetts Town Loses Its Entire Police Force as All 4 Members Quit,2018-08-01,article,News,,"['Police', 'Local Government']","In a resignation letter, Blandford’s interim police chief and three part-time officers said their jobs had grown unsafe and untenable.","BLANDFORD, Mass. — The police cruiser sat at the edge of the parking lot in front of the town offices, angled toward the road as if an officer inside were waiting to catch speeders."
"Corrections: August 1, 2018",2018-08-01,article,Correction,,[],"Corrections appearing in print on Wednesday, August 1, 2018.",FRONT PAGE
"Review: In a Blissful Musical ‘Twelfth Night’ in Central Park, Song Is Empathy",2018-08-01,article,Review,,['Theater'],This radiant Public Works production of Shakespeare’s comedy of identity asks us “to see through the eyes of another.”,Still looking for that ideal summer getaway? Have I got a paradise for you.
Unable to See,2018-08-01,article,News,,['Crossword Puzzles'],Sande Milton and Jeff Chen make a puzzle together.,"WEDNESDAY PUZZLE — A famous comedian once told a story of going away to a remote cabin with a small group of fellow comedians, one of whom was known for being incredibly self-referential. They took turns comparing their latest work, with that one comedian mainly telling stories about himself. "
"At Florida Rally, Trump Boasts About the Economy and Takes Aim at Usual Targets",2018-08-01,article,News,,['United States Politics and Government'],"The president called himself “the most popular person in the history of the Republican Party” — a debunked claim — and took shots at his usual list of piñatas, boogeymen and political targets.","TAMPA, Fla. — President Trump brought a message of a booming economy with him to Central Florida on Tuesday evening. He boasted about his administration’s economic accomplishments at an event at a local high school, where a supporter cheerily praised him as “the best president.” And he signed a piece of work force legislation, holding up a scrawled piece of paper for all to see."
Mets Endure Most Lopsided Defeat in Franchise History,2018-08-01,article,News,,['Baseball'],"An embarrassing loss to a division rival took a turn for the absurd in the eighth inning when Jose Reyes, a 16-year veteran infielder, came in to pitch.","WASHINGTON — On pace to lose more than 90 games, the Mets have endured a fair amount of misery, injuries and mistakes this season. Then came Tuesday night and a new nadir."
"Facebook, Greece, Extreme Heat: Your Wednesday Briefing",2018-08-01,article,briefing,,[],Here’s what you need to know to start your day.,(Want to get this briefing by email? Here’s the sign-up.)
Mueller Passes 3 Cases Focused on Illicit Foreign Lobbying to Prosecutors in New York,2018-08-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Presidential Election of 2016', 'United States International Relations', 'Lobbying and Lobbyists', 'Elections']","The special counsel has referred investigations into lobbying by Washington insiders to the federal prosecutors in New York handling the case against Michael Cohen, President Trump’s former lawyer.","WASHINGTON — Robert S. Mueller III, the special counsel, has referred three investigations into possible illicit foreign lobbying by Washington insiders to federal prosecutors in New York who are already handling the case against President Trump’s former lawyer, according to multiple people familiar with the cases."
Losing Earth: The Decade We Almost Stopped Climate Change,2018-08-01,multimedia,Interactive Feature,,"['Greenhouse Gas Emissions', 'Carbon Dioxide', 'United States Economy', 'United States Politics and Government', 'Coal']","We knew everything we needed to know, and nothing stood in our way. Nothing, that is, except ourselves. A tragedy in two acts.","We knew everything we needed to know, and nothing stood in our way. Nothing, that is, except ourselves. A tragedy in two acts."
What’s on TV Wednesday: ‘The Sinner’ and ‘The Originals’,2018-08-01,article,Schedule,,['Television'],"“The Sinner” returns, with Carrie Coon joining the cast. And “The Originals” comes to a close.","“The Sinner” returns, with Carrie Coon joining the cast. And “The Originals” comes to a close. "
"News of Laos Dam Failure Didn’t Reach Them, but the Water Did",2018-08-01,article,News,,"['Levees and Dams', 'Floods', 'Rivers']","The flooding from a failed dam in Laos soon moved into neighboring Cambodia, upending life for impoverished farmers there with little hope of help.","SIEM PANG, Cambodia — Kang Ngan isn’t sure what a dam is. She doesn’t know how old she is, although she thinks “over 30” is a good guess. But she has lived long enough to know that something is terribly wrong along the Sekong River."
A Push for 3-D Weapons by One of the World’s ‘Most Dangerous People’,2018-08-01,article,News,,"['Firearms', 'Computers and the Internet', '3-D Printers', 'Freedom of Speech and Expression', 'Virtual Currency', 'Decisions and Verdicts']",Cody Wilson is engaged in a legal fight to distribute blueprints for printing 3-D weapons. He calls his efforts “a pretty mainline American idea.”,"AUSTIN, Tex. — For Cody Wilson, this week had long been in the making. For more than five years, the professed gun-rights and free-speech advocate had sought to publish online his blueprints for a downloadable gun, but had repeatedly been blocked by the federal government."
China’s Plan to Win Friends and Influence Includes Ski Slopes and Spas,2018-08-01,article,News,,"['Foreign Investments', 'International Relations', 'Politics and Government', 'Infrastructure (Public Works)', 'AMUSEMENT AND THEME PARKS', 'Skiing']","The Belt and Road Initiative is widely seen as a push to develop geopolitical ties through infrastructure and ports. Companies are using it for more frivolous projects, too.","HONG KONG — In Thailand, a theater rigged with hydraulic seats will give moviegoers the sensation of flight. In Australia, an indoor ski slope is going up near the beaches of the Gold Coast. In the Czech Republic, a spa with Chinese medicine is under construction in the southern wine country."
Celebrating Girlhood and Feminine Identity,2018-08-01,article,News,,"['Women and Girls', 'Title IX (Gender Discrimination Legislation)', 'Discrimination', 'Photography']","Melissa Ann Pinney’s project exploring female identity spans three decades and presents women and girls as subjects in their own right, not as accessories in the lives of men.","Soccer moms couldn’t always drive their daughters to practice. It took Title IX, the 1972 federal law prohibiting gender-based discrimination in schools, to ensure that girls could play the same sports as boys. Yet even with that, after three waves of feminism — and arguably a fourth, with #MeToo — women are still battling to control their bodies and destinies."
How Robert Indiana’s Caretaker Came to Control His Artistic Legacy,2018-08-01,article,News,,"['Art', 'Museums', 'Suits and Litigation (Civil)', 'Wills and Estates', 'Forgery']","The late artist’s caretaker, whose loyalty has been questioned by some, will run a foundation that will shepherd Mr. Indiana’s art and create a new museum.","VINALHAVEN, Me. — Jamie L. Thomas has spent most of his 54 years on this remote island off the Maine coast, where he cobbled together a livelihood from an assortment of jobs."
"Colbert Jabs Trump for Saying, ‘Collusion Is Not a Crime’",2018-08-01,article,News,,[],"Poking fun at President Trump for how often he repeats “No collusion,” Stephen Colbert said, “He uses it for every occasion — it’s like his ‘aloha.’”","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. If you’re interested in hearing from The Times regularly about great TV, sign up for our Watching newsletter and get recommendations straight to your inbox."
Take a Vacation From Exercise? Your Body May Not Thank You,2018-08-01,article,News,,"['Diabetes', 'Exercise', 'Insulin', 'Muscles', 'Elderly']",Two new studies look at what happens when we do not exercise or move around much for a period of time. ,"At the height of summer, naps at the beach can be alluring, and many of us may find ourselves tempted to take prolonged vacations from exercise. "
