headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Trump’s Book Club: A President Who Doesn’t Read Promotes the Books That Promote Him,2018-12-01,article,News,,"['Books and Literature', 'United States Politics and Government', 'Presidents and Presidency (US)']","President Trump, who is not a reader, has used Twitter to plug a slew of Trump-friendly books with titles like “Why We Fight” and “The Russia Hoax.”","WASHINGTON — President Trump, a leader who is not exactly a man of letters — at least not beyond those on his CAPS LOCK keyboard — has been using his Twitter account to promote a slew of books that he regards as “incredible,” “terrific” and “great originals.”"
Kareem Hunt Is Cut by the Chiefs After a Video Showed Him Attacking a Woman,2018-12-01,article,News,,"['Football', 'Domestic Violence']","Hunt, a star running back, was also suspended by the N.F.L. hours after the release of the video, which showed Hunt knocking a woman down and kicking her at a hotel in February.","The Kansas City Chiefs cut their star running back, Kareem Hunt, on Friday, shortly after the N.F.L. suspended him in response to the release of a video that showed Hunt knocking a woman down and kicking her at a hotel in February."
Agency Pulls Back on Its Warning Against Talk of ‘Resistance’ in Federal Workplaces,2018-12-01,article,News,,['Hatch Act (1939)'],"Casual conversations about impeachment and invocations of “resistance” to policies, but not to President Trump, will be permitted, the Office of Special Counsel said.","WASHINGTON — An independent government agency, facing criticism over a warning to federal employees against taking positions for or against the impeachment of President Trump and using slogans incorporating the word “resist,” revised its guidance on Friday to say that some discussion of both topics remained lawful."
A China Hawk Gains Prominence as Trump Confronts Xi on Trade,2018-12-01,article,News,,"['United States International Relations', 'United States Economy', 'United States Politics and Government', 'Books and Literature']","Michael Pillsbury, the president’s top outside adviser on China, has the president’s ear ahead of negotiations with Xi Jinping.",WASHINGTON — Michael Pillsbury had just finished a rib-eye salad at the Cosmos Club on Tuesday when he received a text message from the White House: “The president is trying to reach you. Call back.”
Wilmer Flores Is a Met No More,2018-12-01,article,News,,['Baseball'],"A fan favorite, Flores did not receive a contract offer from the Mets on Friday, making him a free agent.","The Mets parted ways with a fan favorite, Wilmer Flores, on Friday, at the deadline for teams to offer contracts to their players who are eligible for arbitration. A capable hitter, Flores did not have a true home in the field, and his skills appear more suited to an American League team."
Will Trump Speak Up Against China’s Oppression?,2018-12-01,article,Editorial,,"['United States International Relations', 'Human Rights and Human Rights Violations', 'Uighurs (Chinese Ethnic Group)', 'Embargoes and Sanctions', 'United States Politics and Government']","In Argentina, President Trump has a chance to confront Xi Jinping on human rights abuses against the Uighurs.","As President Trump prepares to meet his Chinese counterpart, Xi Jinping, at the G-20 gathering in Argentina this weekend, tough American tariffs and a broader bilateral trade relationship are at the top the agenda. "
ISIS Official Known for Caging Foes Is Captured by Iraq,2018-12-01,article,News,,"['Terrorism', 'Espionage and Intelligence Services']",The captured operative was a midlevel official best known for having paraded captured Kurdish soldiers in cages.,BAGHDAD — The Iraqi authorities released a video on Friday with the confession of a recently captured Islamic State operative who was involved in a notorious incident in which captured Kurdish soldiers were put in cages and paraded around a northern Iraqi city by hooded Islamic State fighters.
Canada Faces a New Challenge as a Century of Automaking Ends,2018-12-01,article,News,,"['Layoffs and Job Reductions', 'Shutdowns (Institutional)', 'Factories and Manufacturing', 'Automobiles']",Both Prime Minister Justin Trudeau and Premier Doug Ford of Ontario pledged to help jobless G.M. workers in Canada. But what aid they can truly offer is unclear.,"This week wasn’t the first time I found myself in Oshawa, Ontario, to report on the future of its sprawling General Motors assembly plant. My stories about it have rarely been optimistic. But Monday’s announcement that G.M. would end more than a century of carmaking in the city east of Toronto brought a grim finality."
High Stakes for House Freshmen: The Office Lottery,2018-12-01,article,News,,"['Building Service Employees', 'Lotteries']","Forget coveted committee assignments and leadership positions. The concern of the hour was who could land a picturesque view, or a spacious lobby to woo colleagues and constituents alike.",WASHINGTON — Colin Allred of Texas brought his pink quartz from the campaign trail. Sharice Davids of Kansas dropped to the floor for a lightning round of push-ups.
Mets Appear Near a Deal for Robinson Cano and Edwin Diaz,2018-12-01,article,News,,"['Baseball', 'Trades (Sports)']",The trade would require the Mets to give the Seattle Mariners two prospects who were first-round draft picks.,"In explaining the Mets’ hiring of Brodie Van Wagenen as their new general manager, Jeff Wilpon, the team’s chief operating officer and one of its owners, said the new architect was creative and aggressive. A month into the job, Van Wagenen appeared close to making a risky, bold trade on Friday that would signal the Mets’ expectation of contending for a playoff spot next season."
Knickers the Steer Really Is Big. But Most of Us Don’t Know a Cow’s Normal Size.,2018-12-01,article,News,,"['Cattle', 'Factory Farming']","If you thought Knickers was a once-in-a-lifetime giant, you may not be spending enough time with cattle. ","WATKINS GLEN, N.Y. — As I stood in the midst of enormous Holstein steers leisurely munching hay at a spanking new barn at Farm Sanctuary in upstate New York, I thought about Knickers, the already fading meme of bovine gigantism."
Trump Tops Tricky Dick,2018-12-01,article,Op-Ed,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'United States Politics and Government']","And now, the worst and the dumbest.",Watergate was way easier than this.
Scent of the Russians,2018-12-01,article,Op-Ed,,"['United States International Relations', 'United States Politics and Government', 'Defense and Military Forces', 'United States Defense and Military Forces', 'Russian Interference in 2016 US Elections and Ties to Trump Associates']",There’s a connection between Cohen’s guilty plea and Ukraine’s desperate plight.,"Garry Kasparov, the chess champion and chairman of the Renew Democracy Initiative (with which I’m associated), has an excellent suggestion for how to respond immediately to Russia’s attack Sunday on three Ukrainian naval ships operating in their own territorial waters: Send a flotilla of U.S. and NATO warships through the narrow Kerch Strait to pay a port call to the besieged Ukrainian city of Mariupol, on the Sea of Azov."
Quotation of the Day: Marriott Breach Puts Data of 500 Million at Risk,2018-12-01,article,Quote,,[],"Quotation of the Day for Saturday, December 1, 2018.","“They can say all they want that they take security seriously, but they don’t if you can be hacked over a four-year period without noticing.”"
Quit Stalling,2018-12-01,article,News,,['Crossword Puzzles'],Ryan McCarty tries to make us tense.,"SATURDAY PUZZLE — We’re officially in the homestretch of 2018. Ryan McCarty, who started this year as a newbie, has become a steady weekend constructor and developed a flair for building chewy grids around a combination of newfangled/classic and high/low references. I found myself significantly misdirected more than once today, which might have been just me, but Mr. McCarty’s counterintuitive cluing added a fun, intriguing little something to the challenge of a Saturday."
Trouble Looms for Mexico’s New President,2018-12-01,article,Op-Ed,,"['United States International Relations', 'Immigration and Emigration', 'Asylum, Right of', 'International Trade and World Market', 'North American Free Trade Agreement']","The new leader will face many challenges, starting with his American counterpart. Damage control will be his first task.","MEXICO CITY — Amid nervous financial markets, a buildup of thousands of Honduran migrants in Tijuana eager to enter the United States, pressure from the Trump administration on immigration and doubts over the eventual ratification of the new United States-Mexico-Canada Trade Agreement by the United States Congress, Andrés Manuel López Obrador will be inaugurated on Saturday as Mexico’s new president."
Justice Dept. Says McKinsey Hid Dual Roles to Profit From Bankruptcy,2018-12-01,article,News,,"['Bankruptcies', 'Suits and Litigation (Civil)', 'Mines and Mining']",A request to force the return of about $20 million in fees involves a coal company bankruptcy in which McKinsey was both an adviser and a creditor.,"The global consulting firm McKinsey and Company faced claims on Friday that it had failed to disclose the dual roles it was playing in three bankruptcy cases, potential violations of federal requirements meant to prevent an undisclosed conflict of interest from tainting the outcomes."
"Corrections: December 1, 2018",2018-12-01,article,Correction,,[],"Corrections appearing in print on Saturday, December 1, 2018.",INTERNATIONAL
