headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
1919: The Year of the Crack-Up,2019-01-01,article,Op-Ed,,"['United States Politics and Government', 'New Year']","From the Treaty of Versailles to Prohibition, the events of that year shaped America, and the world, for a century to come. ","Throughout 2019, The New York Times Opinion section will publish an occasional series of essays on the ways in which the events of 1919 shaped the following century. "
In Search of Lost Screen Time,2019-01-01,article,Op-Ed,,"['Smartphones', 'Social Media']","Imagine what we could do with our money, and hours, if we set our phones aside for a year.","More than three-quarters of all Americans own a smartphone. In 2018 those 253 million Americans spent $1,380 and 1,460 hours on their smartphone and other mobile devices. That’s 91 waking days; cumulatively, that adds up to 370 billion waking American hours and $349 billion."
"Warren Wells, Star Receiver With a Derailed Career, Dies at 76",2019-01-01,article,Obituary (Obit),,"['Football', 'Deaths (Obituaries)']","Wells was a deep threat for the vaunted Oakland offenses of the late 1960s, but his playing days ended after he served a seasonlong prison sentence.","Warren Wells, a former wide receiver who became one of the most feared deep threats of the vaunted Oakland Raiders of the late 1960s, but whose career ended after he served a season-long prison sentence, died on Thursday at a hospital in Beaumont, Tex. He was 76."
2019: The Year of the Wolves,2019-01-01,article,Op-Ed,,"['United States Politics and Government', 'Constitution (US)', 'Watergate Affair']",Can the Constitution withstand the partisans?,"In Willa Cather’s novel “My Antonia,” there are two kind Russian farmers named Peter and Pavel who have settled on the Nebraska prairie. On his death bed, Pavel tells the story of how they came to emigrate there."
Why Trump Reigns as King Cyrus,2019-01-01,article,Op-Ed,,"['United States Politics and Government', 'Bible', 'Evangelical Movement']",The Christian right doesn’t like the president only for his judges. They like his style.,"The month before the 2018 midterms, a thousand theaters screened “The Trump Prophecy,” a film that tells the story of Mark Taylor, a former firefighter who claims that God told him in 2011 that Donald Trump would be elected president."
Wanted: A Jets Coach Who Suits Sam Darnold,2019-01-01,article,News,,"['Football', 'Coaches and Managers']","The quarterback won’t have a say in who will be his next coach, but the team is looking for a coach that can complement its future star.","FLORHAM PARK, N.J. — A day after the Jets fired Coach Todd Bowles following the team’s season-ending 38-3 loss to the New England Patriots, team chairman and chief executive Christopher Johnson said the franchise will move quickly in finding a replacement."
Military Deletes New Year’s Eve Tweet Saying It’s ‘Ready to Drop Something’,2019-01-01,article,News,,"['Nuclear Weapons', 'New Year', 'United States Defense and Military Forces', 'Computers and the Internet', 'Military Aircraft']",The United States Strategic Command’s tweet also included a video that showed a B-2 stealth bomber releasing two bombs. Officials later apologized.,The unified command responsible for the United States’ nuclear strike capabilities drew attention on Monday when it tweeted a message and video that threatened the possibility of dropping a bomb.
Firing of Several Black Coaches Puts N.F.L. Hiring Under Scrutiny,2019-01-01,article,News,,"['Coaches and Managers', 'Football', 'Race and Ethnicity']","There are now only two African-American head coaches, after five others were fired. Newly revised rules compel owners to more seriously consider minority candidates.",The N.F.L.’s 32 owners made an unexpected announcement after meeting a few weeks ago: The league was strengthening rules that obligate teams to consider minority candidates when hiring coaches and executives in their front offices.
Quotation of the Day: Louis C.K. Mocks Parkland School Shooting Survivors in Recent Set,2019-01-01,article,Quote,,[],"Quotation of the Day for Tuesday, January 1, 2019.",“It’s a shame when you sink so low that your comeback plan is to make fun of school shooting survivors for speaking out.”
Video on Turkish TV Is Said to Show Khashoggi’s Remains Being Moved,2019-01-01,article,News,,['Assassinations and Attempted Assassinations'],"The television network A Haber broadcast footage of the residence of Saudi Arabia’s consul general in Istanbul, and of men carrying large suitcases inside.","A Turkish television network broadcast video on Monday showing men with suitcases supposedly containing the remains of Jamal Khashoggi, the dissident writer killed by Saudi agents in October."
