headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
That Crazy Talk About Robert Mueller,2017-11-01,article,Editorial,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government']","Ludicrous accusations would be laughable, but they are linked to a dangerous move by Trump allies to shut down the Russia investigation for good.",And then they came for Robert Mueller.
Manafort’s Spending Fails to Impress in Wealthy Enclaves,2017-11-01,article,News,,"['Luxury Goods and Services', 'Shopping and Retail', 'ANTIQUES']","The document charging him with money laundering, tax evasion and foreign lobbying reads less like a federal indictment and more like a spendthrift whodunit.","WASHINGTON — Look closely enough, and the document charging Paul Manafort with money laundering, tax evasion and foreign lobbying reads less like a 12-count federal indictment and more like the ultimate spendthrift whodunit. It is the kind of tab that could raise the Botoxed eyebrows of Beverly Hills, New York and Washington, all places where dizzying displays of wealth are not abnormal but instead usually the price of admission."
White House Chief of Staff’s Civil War Remarks Elicit an Angry Response,2017-11-01,article,News,,['Civil War (US) (1861-65)'],"Sarah Huckabee Sanders, the White House press secretary, dismissed suggestions that John F. Kelly’s position implied he would have accepted a resolution to the conflict short of abolition.","John F. Kelly’s suggestion that ""compromise” could have stopped the Civil War touched off an angry debate on Tuesday about the meaning of the conflict that served as the latest reminder that the 1860s was not the only time of political polarization in the country’s history."
"Mangled School Bus, Bodies Everywhere in Manhattan; ‘It Was Surreal’",2017-11-01,article,News,,"['Manhattan, NY, Attack (October, 2017)', 'Terrorism', 'Bicycles and Bicycling']","A truck ramming bicyclists. The driver emerging with weapons drawn. For those who saw the attack, it was as confusing as it was gruesome.","The screams seemed too vivid from the start, too visceral to belong to crowds celebrating a crisp and sunny Halloween in Lower Manhattan. The tragedy had unfolded in just minutes, and for hours and hours it remained too senseless to believe."
"Andrew Weissmann, Mueller’s Legal Pit Bull",2017-11-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Special Prosecutors (Independent Counsel)', 'United States Politics and Government']","Mr. Weissmann, on leave from the Justice Department, brings decades of experience prosecuting Mafia heads and white-collar crime to the Russia investigation.","WASHINGTON — The target was a New York City titan — plain-spoken but Teflon, irresistible to the tabloids and insistent upon loyalty from his associates."
Top NPR Editor Accused of Sexual Harassment While at The New York Times,2017-11-01,article,News,,"['Sexual Harassment', 'News and News Media']",Michael Oreskes is the latest major media figure to face such accusations after two women said he had made advances on them while discussing job opportunities.,NPR has placed a top editor on leave after allegations emerged on Tuesday that he had sexually harassed multiple women while at The New York Times.
Russia Inquiry Fails to Unite a Nation,2017-11-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'News and News Media']","The opacity of tech companies is matched by the efforts of some conservative media outlets to confuse and distract, leaving one to wonder how the nation will come together.","On Valentine’s Day in 2001, the heads of the major television news networks went to Capitol Hill to answer hard questions about the poor job they had done on Election Day."
Quotation of the Day: Legal Pit Bull Who Fought Mob Is Unleashed in Mueller Inquiry,2017-11-01,article,Quote,,[],"Quotation of the Day for Wednesday, November 1, 2017.","“Frankly, I can’t think of two people who deserve each other more than Andrew Weissmann and Donald Trump.”"
"Constitutional Convention: Thanks, but No Thanks",2017-11-01,article,Editorial,,"['Politics and Government', 'Constitutions', 'Referendums', 'State Legislatures']",Vote “no” on New York Ballot Proposal 1. A convention would not accomplish anything that New York lawmakers couldn’t already do on their own.,That the mechanisms of New York State governance require serious repair is beyond dispute.
Lunchbox Snacks,2017-11-01,article,News,,"['Crossword Puzzles', 'Crackers', 'Snack Foods']",Herre Schouwerwou makes sure we’re well fed.,"WEDNESDAY PUZZLE — Everyone have a glass of milk ready? Thanks to Herre Schouwerwou, we have a tasty snack in our puzzle today. We’re just going to have to find it."
