headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
A Harlem Man’s First Steps Toward Self-Reliance,2015-12-01,article,News,,['Philanthropy'],A brush with the police shook Terence Marshall out of his idleness and prompted him to take action on his work and education goals.,Terence Marshall said self-doubt shadowed him for far too long.
Scope of National Security Inquiry Is Revealed ,2015-12-01,article,News,,"['Computers and the Internet', 'Privacy', 'Freedom of Speech and Expression']","After a decade of court battles, the owner of Calyx Internet Access revealed the breadth of the amount of information the F.B.I. requested about a customer.","After a decade of court battles, the Internet entrepreneur who filed the first legal challenge to a type of secret administrative order known as a national security letter revealed on Monday the breadth of an F.B.I. demand in 2004 for information about a customer."
Narendra Modi Could Make or Break Obama’s Climate Legacy,2015-12-01,article,News,,"['Greenhouse Gas Emissions', 'Global Warming', 'Alternative and Renewable Energy', 'United States International Relations', 'United Nations Framework Convention on Climate Change']","Despite efforts by President Obama to win the Indian prime minister’s cooperation on reducing harmful emissions, India’s negotiators have so far staked out an uncompromising position.","LE BOURGET, France — Since Prime Minister Narendra Modi came to power, President Obama has not missed many opportunities to convey what a warm rapport he has forged with the Indian leader."
Giants Lose Geoff Schwartz for Season as Injuries Pile Up,2015-12-01,article,News,,"['Football', 'Sports Injuries']","Schwartz, a guard who was considered a key acquisition during the 2014 off-season, broke his leg, another loss for an offensive line already missing two starters.","For the banged-up Giants, Monday’s injury news was not uplifting. Guard Geoff Schwartz, who was considered a key acquisition during the 2014 off-season but missed 14 games because of foot and ankle problems last year, was lost for the rest of the season with a broken left leg sustained in Sunday’s loss to the Washington Redskins."
Mayor de Blasio Promotes Smoother Ride on F.D.R. Drive,2015-12-01,article,News,,"['Roads and Traffic', 'Restoration and Renovation']","Mayor Bill de Blasio pushed to have the bumpy route along the East River resurfaced; those repairs, from 125th Street to the Brooklyn Bridge, are expected to be completed this week.","A few months after moving into Gracie Mansion, Mayor Bill de Blasio approached his transportation commissioner with a question: How do we fix the Franklin D. Roosevelt Drive?"
Syrian Family of 7 Is Settled in New Jersey Against Christie’s Opposition,2015-12-01,article,News,,"['Refugees and Displaced Persons', 'Discrimination']","Gov. Chris Christie has opposed the entry of any Syrian refugees into New Jersey, but he has no control over the federal resettlement program.","Despite the vow by Gov. Chris Christie of New Jersey not to accept any more Syrian refugees and withhold state financial support, another Syrian refugee family arrived in the state on Monday night."
Senate Confirms Gayle E. Smith as Head of U.S.A.I.D.,2015-12-01,article,News,,"['Humanitarian Aid', 'United States Politics and Government']","Ms. Smith, a former national security aide to President Obama, will lead the federal agency responsible for overseas humanitarian issues.","WASHINGTON — The Senate on Monday voted to confirm Gayle E. Smith, a former national security aide to President Obama, to lead the United States Agency for International Development, the federal agency responsible for overseas humanitarian issues like feeding refugees, building clinics and distributing foreign aid."
"The I.M.F.’s Tool, and What It Means for World Trade",2015-12-01,article,News,,"['Renminbi (Currency)', 'International Trade and World Market', 'US Dollar (Currency)', 'Gold']",The I.M.F. first created special drawing rights to help facilitate global finances. Here’s a look at how the system came about and how it works.,"The United States dollar was once the standard reserve currency for the International Monetary Fund. But in the 1960s and early ’70s, as the Vietnam War dragged on and the United States ran persistent trade deficits, the dollar came to be seen as overvalued."
U.S. Tightens Visa-Waiver Program in Bid to Deter Militants,2015-12-01,article,News,,"['AIRLINES AND AIRPLANES', 'Airport Security', 'Terrorism', 'Paris Attacks (November 2015)', 'Refugees and Displaced Persons', 'Visas']",The move is intended to prevent European radicals from traveling to the United States to carry out an attack similar to the one in Paris.,"PARIS — The White House announced changes Monday to the government’s visa-waiver program to try to stop those who have visited conflict zones from easily boarding American-bound commercial flights, a move intended to prevent an attack in the United States similar to the ones that struck Paris."
Judge Sets Next Proceedings in Suit by Redstone’s Former Companion ,2015-12-01,article,News,,"['Suits and Litigation (Civil)', 'Mental Health and Disorders', 'Media']",Probate Judge Clifford L. Klein set a new hearing date for late January to consider the motion from Mr. Redstone’s lawyers to dismiss the lawsuit.,"A California judge decided on Monday to go forward with proceedings in a lawsuit filed by a former companion of the 92-year-old media mogul Sumner M. Redstone who has challenged his mental competence, but rejected a petition to treat the case as urgent."
