headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
"In College Football, No Player Escapes the Eye of the Strength Coach",2016-08-01,article,News,,"['Football (College)', 'Coaches and Managers']","Head coaches and players emphasize the importance of the strength coach, and salaries for the position at top college football programs are growing.","On a humid summer morning recently, Tom Herman, the University of Houston’s football coach, stopped by the team’s weight room and was surprised to find a few of his players “shooting the bull” with Yancy McKnight, the program’s strength coach. A few hours earlier, McKnight had, in Herman’s words, “pounded the players into the ground with a 6 a.m. run.”"
Where CPR on a Boy Is Time Wasted: U.S. Doctors Recall Aleppo’s Horrors,2016-08-01,article,News,,"['Civilian Casualties', 'Doctors', 'Defense and Military Forces', 'Hospitals']",Three American doctors provided a personal perspective on the deepening emergency in a Syrian city where local doctors have grown weary of the bloodshed.,"BEIRUT, Lebanon — In the Syrian city of Aleppo, children carrying groceries climb 15-foot mounds of rubble on their way home. Shoppers ignore vibrations from falling bombs. Buildings stand sliced in half, wires and beds and bathtubs exposed, with families still living inside. Most days, doctors have just seconds to decide which children to try to save and which to let die, as parents shriek and explosions shake the ground."
"Israel’s Benjamin Netanyahu, Still a Step Ahead of Scandals, Faces a New Inquiry",2016-08-01,article,News,,"['Frauds and Swindling', 'Jews and Judaism', 'Campaign Finance', 'Legislatures and Parliaments']","The new attorney general says he will take a hard line, but Mr. Netanyahu has shown he can slip away from accusations with Teflon-coated ease.","JERUSALEM — He and his family have been accused of improprieties as strange as trying to palm off their used lawn furniture to the prime minister’s residence, and as serious as pocketing illegal contributions from foreign donors."
"9 Years in Jail, 3 Trials, 12 Judges and No Verdict in Bronx Murder Case",2016-08-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Courts and the Judiciary']","Carlos Vega was arrested in 2007, accused of killing a man in a bodega. He has been incarcerated with an unresolved case longer than anyone else in New York City.","Carlos Vega’s story is written across his face. Two teardrop tattoos run down his cheek, one for each family member he watched die as a child. A jagged scar cuts across his jaw — the lasting mark of an attack by another inmate."
"Theranos Damage Control, Tesla Earnings and the Jobs Report",2016-08-01,article,News,,"['Company Reports', 'Labor and Jobs', 'Banking and Financial Institutions', 'United States Economy', 'Tests (Medical)']","Coming up: In an effort to restore Theranos’s credibility, Elizabeth Holmes will present data; and Tesla is expected to report another quarterly loss.",Here’s a look at what’s coming up this week:
"Russia’s Acres, if Not Its Locals, Beckon Chinese Farmers",2016-08-01,article,News,,"['Agriculture and Farming', 'Migrant Labor (Agriculture)']","With farmland in China scarce, migrants are crossing the border to lease large, unused tracts in the Far East, where many residents grumble about their presence and hard work.","OPYTNOE POLE, Russia — Perched in the cabin of a clunky Russian tractor, Li Chengbin, a 62-year-old peasant farmer from China, drove round and round in ever widening circles, plowing a field to get it ready for planting — and rejoicing at the opportunities offered by untamed lands in the Russian Far East almost empty of people."
"Dave Schwartz, 63, Dies; Was Weather Channel Meteorologist",2016-08-01,article,Obituary (Obit),,"['Weather', 'Deaths (Obituaries)']","Mr. Schwartz, known for an easygoing manner and gentle sense of humor, spoke on camera this year about his third bout with cancer.","Dave Schwartz, a longtime Weather Channel meteorologist who early this year told his viewers about his struggle with cancer, died of the disease on Saturday. He was 63."
Exaggerator Storms Down the Stretch to Win the Haskell Invitational,2016-08-01,article,News,,"['Horse Racing', 'Haskell Invitational', 'Nyquist (Race Horse)']","On a sloppy track, Nyquist, the Kentucky Derby winner, faded to fourth in a field of six.","OCEANPORT, N.J. — The trainer Keith Desormeaux spent a month preparing the Preakness winner Exaggerator for a race at Saratoga Race Course before an abrupt change of heart led him to enter the $1 million Haskell Invitational on Sunday at Monmouth Park."
Why Monthly Auto Sales Numbers May Not Be What They Seem,2016-08-01,article,News,,['Automobiles'],"Consumer demand is leveling off after six straight years of rising sales, and car companies are under increasing pressure to show strong results, however they can.",DETROIT — The steady growth in the American automobile market has been an economic success story: Carmakers set a record last year by selling more than 17.4 million new vehicles.
Pacific Northwest Weighs Response to Risks Posed by Oil Trains,2016-08-01,article,News,,"['Oil Spills', 'Railroad Accidents and Safety', 'Water Pollution']","After a derailment in June, Washington and Oregon residents and politicians are questioning whether transporting crude by rail could ever be safe.","MOSIER, Ore. — The Chinook salmon that Randy Settler and other Yakama tribal fishermen are pulling from the Columbia River are large and plentiful this summer, part of one of the biggest spawning runs since the 1960s. It is a sign, they say, of the river’s revitalization, through pollution regulations and ambitious fish hatchery programs."
Tim Kaine Recalled for Commitment to Richmond’s African-Americans,2016-08-01,article,News,,"['Presidential Election of 2016', 'Blacks', 'Black People', 'Mayors']",He found himself navigating the charged history and sensitivities of the same African-American community he had embraced in his private life.,"RICHMOND, Va. — He offered the first formal apology for this city’s role in the slave trade. He led the effort to add a statue of Arthur Ashe, a Richmond native, to its Monument Avenue. He attended a largely black church and sent his children to racially mixed schools."
"Clinton? Trump? Either Way, Count on Deficit Spending to Rise",2016-08-01,article,News,,"['Federal Budget (US)', 'Presidential Election of 2016', 'Recession and Depression', 'Federal Taxes (US)']","Both candidates have some expensive proposals, and economists are coming around to the view that an increase in borrowing might be a good thing.","For most voters, the idea of more government borrowing and spending is about as popular as the Zika virus. And while Hillary Clinton and Donald Trump agree on almost nothing, mainstream Democrats and Republicans alike often talk about the national debt the way prohibitionists once discussed booze."
