headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
April Fools’ With the Epitome of Cool,2017-05-01,article,News,,"[""APRIL FOOL'S DAY"", 'Hoaxes and Pranks']",Targeting a hipster icon with a corny prank.,Dear Diary:
"City Pays for Mets Moment, Guided by Firm With Troubled Ties to de Blasio",2017-05-01,article,News,,"['Baseball', 'Reality Television', 'World Series', 'Lobbying and Lobbyists']",A producer’s idea to recreate a World Series celebration for TV became reality with the help of a lobbying firm whose ties to Mayor Bill de Blasio were part of investigations last year.,"The steps of City Hall had the look and feel of a celebratory moment in sports history three decades ago, with banners and bunting again marking an improbable, come-from-behind World Series victory by the New York Mets."
"Review: Philip Glass’s ‘Madrigal Opera,’ Transparent and Opaque",2017-05-01,article,Review,,['Opera'],"The hourlong work has no plot, characters or libretto, but features six singers, a violin and a viola. Can a composer still build an opera with them?","In one of the old Eastern Bloc jokes told about the fictitious Radio Yerevan, a caller asks: “I have a recipe for Duck à l’Orange, but I only have pork and cabbage. Can I still make the dish?”"
"Emboldened by Trump but Divided by Generations, Democrats Look to 2020",2017-05-01,article,News,,['Presidential Election of 2020'],"In a largely leaderless party, two distinct groups are emerging, defined mostly by age and national stature.","MANCHESTER, N.H. — A vast array of Democratic leaders, divided by generations but uniformly emboldened by President Trump’s perceived vulnerability, have begun taking palpable steps toward seeking the White House in an election that is still three and a half years away."
Murdochs’ TV Deal in Britain Hinges on 3 Words: ‘Fit and Proper’,2017-05-01,article,News,,"['News and News Media', 'Television']","A regulatory standard complicates a bid by Rupert Murdoch and his family, owners of the scandal-plagued Fox News, to gain complete control of the Sky satellite and cable network.","LONDON — For most of the last 10 years, the Murdoch family, which controls 21st Century Fox, has wanted one thing for its global media empire above all else: the complete ownership of the popular and highly profitable Sky satellite and cable network."
Shaming Children So Parents Will Pay the School Lunch Bill,2017-05-01,article,News,,"['Lunch and Breakfast Programs', 'Education (K-12)', 'Children and Childhood', 'Food']","As school districts struggle under the burden of unpaid lunch debt, many of them resort to tactics that stigmatize children.","On the first day of seventh grade last fall, Caitlin Dolan lined up for lunch at her school in Canonsburg, Pa. But when the cashier discovered she had an unpaid food bill from last year, the tray of pizza, cucumber slices, an apple and chocolate milk was thrown in the trash."
"Jazz Top the Clippers in Game 7, Escorting Them to Another Early Exit",2017-05-01,article,News,,"['Basketball', 'Playoff Games']","Utah, led by Gordon Hayward’s 26 points, knocked Chris Paul and his teammates out of the playoffs and into an uncertain future.","LOS ANGELES — The Los Angeles Clippers have maintained a holding pattern, both satisfying and distressing, over the last six seasons. They have reached the playoffs each year, a streak that ranks fourth in the N.B.A., yet they have not pushed beyond the second round despite an enviable roster sprinkled with All-Stars present and past."
"Fed Will Update Economic Outlook, and April Jobs Data Is Ahead",2017-05-01,article,News,,"['United States Economy', 'Banking and Financial Institutions', 'Labor and Jobs', 'AIRLINES AND AIRPLANES', 'Automobiles']","The Federal Reserve will meet Tuesday and Wednesday, and on Friday analysts expect to hear that 193,000 jobs were added in April.",Here’s a look at what’s coming up this week.
Entertaining Loss Doesn’t Dim Luster of Yankees’ Opening Month,2017-05-01,article,News,,['Baseball'],The Yankees tied the score in the ninth inning against the Orioles but came undone in the 11th. They now share the second-best record in the majors.,"When a team surprisingly has the best record in baseball, a backup catcher and a backup shortstop playing like All-Stars, and a recent rally from eight runs down for a win, a manager might have a little hubris."
"Sebastian Gorka Likely to Be Out of White House Role, Officials Say",2017-05-01,article,News,,"['Appointments and Executive Changes', 'United States Politics and Government']","Mr. Gorka, an adviser on national security who has attracted criticism for his links to far-right groups and his hard-line views on Islam, is to take on another administration role.","Sebastian Gorka, a West Wing adviser to President Trump who has become a flash point for controversy, is likely to be moved out of the White House in the coming weeks for a different role in the administration, two senior administration officials said Sunday."
