headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
When the Doctor’s Notes Hurt Your Feelings,2021-10-01,article,News,,"['Electronic Health Records', 'Doctors', 'internal-sub-only']","Are you a “poor historian,” “well nourished” or in need of a “time out”? As patients gain access to their own medical records, the notes left by doctors can sting.",Have you ever been insulted by your own medical records?
House Delays Vote on Infrastructure Bill as Democrats Feud,2021-10-01,article,News,,"['Infrastructure (Public Works)', 'American Jobs Plan (2021)', 'Federal Budget (US)', 'Law and Legislation', 'United States Politics and Government']","A liberal revolt left Democrats short of votes, but leaders insisted they would bring up the measure again on Friday, giving them more time to reach a deal on a separate climate and safety net bill.","WASHINGTON — President Biden’s trillion-dollar bipartisan infrastructure plan suffered a significant setback late Thursday night when House Democratic leaders, short of support amid a liberal revolt, put off a planned vote on a crucial plank of their domestic agenda."
Tirzah’s Genre-Less Pop Embraces the Beauty of Uncertainty,2021-10-01,article,Review,,['Music'],"The British singer-songwriter’s new album, “Colourgrade,” is a fluid excursion through the contours of trip-hop, noise, R&B and electronic music.","Some pop artists amplify familiar, universal feelings: the gentle moments spent in love, the torturous pain of heartbreak. But others require us to listen with different ears. They ask us to release control, to resist the desire to fully understand music — to linger in the experience of melody, feeling and sound, even if we can’t quite grasp its meaning."
Senate Confirms Biden’s Pick to Lead the Bureau of Land Management,2021-10-01,article,News,,"['Global Warming', 'Greenhouse Gas Emissions', 'Federal Lands', 'Oil (Petroleum) and Gasoline', 'Drilling and Boring']","After a party-line vote, Tracy Stone-Manning became the leader of an agency that manages oil and gas drilling on public lands.","WASHINGTON — The Senate narrowly approved Tracy Stone-Manning on Thursday to lead the Bureau of Land Management, capping months of efforts by Republican lawmakers to block her confirmation because of her connection to a decades-old tree spiking incident."
UMass Amherst Hires Cybersecurity Firm to Investigate Racist Emails,2021-10-01,article,News,,"['Colleges and Universities', 'Discrimination', 'Black People', 'Blacks', 'E-Mail']","The university’s vice chancellor told students the emails, which targeted Black students, were part of a rise in “anti-Black racist incidents” on campus this academic year.","The University of Massachusetts Amherst has enlisted a cybersecurity firm to help investigate the source of racist emails that were sent to Black student organizations, its chancellor told students this week."
‘Everything Going the Wrong Way’: Dollar Stores Hit a Pandemic Downturn,2021-10-01,article,News,,"['Shopping and Retail', 'Wages and Salaries', 'Labor and Jobs', 'Part-Time Employment', 'Working Hours', 'Workplace Hazards and Violations', 'International Trade and World Market']","Their business model is being tested by worker burnout, pressure to raise wages, supply chain problems and growing local opposition.","Sandra Beadling was fed up with the 70-hour workweeks, the delivery trucks running days behind schedule, and the wear and tear on her knees from all the stooping to restock the bottom shelves."
Jeff Bezos’ Rocket Company Accused of Toxic Culture and Safety Issues,2021-10-01,article,News,,"['Space and Astronomy', 'Sexual Harassment', 'Private Spaceflight', 'Rocket Science and Propulsion', 'Workplace Hazards and Violations']","Blue Origin launched the Amazon founder to the edge of space in July and has another flight planned in October, but the company has experienced other setbacks this year.","Former and current employees at Blue Origin, the rocket company started by Jeff Bezos, the founder of Amazon and one of the richest people in the world, say the company is rife with sexism, intolerant of employees who dare to contradict their bosses and lax on safety."
"The Senate moves to advance a bill raising the U.S. debt limit, inviting another clash with Republicans.",2021-10-01,article,News,,"['National Debt (US)', 'United States Politics and Government']","Senate Democrats pushed forward with a party-line procedural vote on the measure, but it is all but guaranteed to fail in the face of Republican opposition.","The Senate took its first procedural step on Thursday to advance a stand-alone bill that would lift the statutory limit on federal borrowing until December 2022, even though it is all but guaranteed to fail amid a Republican filibuster."
Zoom’s $15 billion deal for Five9 is off.,2021-10-01,article,News,,"['Mergers, Acquisitions and Divestitures']",The plan to merge had drawn scrutiny on national security grounds.,"Zoom’s roughly $15 billion acquisition of the call center software company Five9 fell apart on Thursday evening, when the companies said they would terminate a deal that had drawn national security scrutiny."
North Korea Continues a Barrage of Missile Tests,2021-10-01,article,News,,"['Defense and Military Forces', 'Missiles and Missile Defense Systems']","The North said it tested a new antiaircraft missile, the second missile test this week and the seventh this year, indicating that it is ramping up its weapons development.","SEOUL — North Korea said on Friday that it had test-launched a newly developed antiaircraft missile, carrying out the latest in a flurry of weapons tests in recent weeks even as it has declared an openness to dialogue with the South."
‘Now!’,2021-10-01,article,News,,['Crossword Puzzles'],Jeff Chen and Jim Horne serve up a Friday puzzle.,"FRIDAY PUZZLE — The two constructors of today’s puzzle, Jim Horne and Jeff Chen, are the creator and operator of the website XWordInfo, which is an important resource for crossword constructors. Without it, we might still be in the era of exclusively using dictionaries to fill grids. The clue and answer finder and the constructor directory are powerful tools that make finding granular information about crossword puzzles easy. If you haven’t checked out the site before, I recommend it."
TV and Movies Are Finally Celebrating Older Women,2021-10-01,article,News,,"['Women and Girls', 'Actors and Actresses', 'Movies', 'Television']","Until quite recently, anything past age 40 was considered ancient in Hollywood years. At long last, that’s starting to change.","— Carol Walker, the character played by Angela Bassett in the film “Otherhood”"
"Manchin, a key Democratic holdout, deepens the party’s impasse on Biden’s agenda.",2021-10-01,article,News,,['United States Politics and Government'],Senator Joe Manchin III said Thursday night that $1.5 trillion in social spending — less than half what liberals have sought — “does exactly the necessary things we need to do.”,"Senator Joe Manchin III of West Virginia, a key centrist holdout, panned the prospects of reaching a deal on Thursday on a framework for an expansive domestic and social policy package, holding firm to a $1.5 trillion price tag that liberals have said is too small."
We Wanted to Split Up. OkCupid Had Other Ideas.,2021-10-01,article,News,,"['Love (Emotion)', 'Marriages', 'Dating and Relationships', 'Divorce, Separations and Annulments', 'Online Dating']",Did we really want to throw away 98 percent compatibility?,"Four years into our marriage, my husband found me on OkCupid."
Your Friday Briefing,2021-10-01,article,briefing,,"['Politics and Government', 'Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Law and Legislation', 'Art', 'Peace Process', 'United States International Relations', 'Federal Budget (US)', 'National Debt (US)', 'Vaccination and Immunization']",House Democrats delay a crucial vote.,President Biden signed a short-term spending bill to fund the U.S. government until early December and avoid an imminent shutdown.
Britain Is Heading Into a Nightmarish Winter,2021-10-01,article,Op-Ed,,"['Great Britain Withdrawal from EU (Brexit)', 'Politics and Government', 'Shortages', 'Oil (Petroleum) and Gasoline', 'Trucks and Trucking', 'Labor and Jobs', 'Coronavirus (2019-nCoV)', 'Foreign Workers']",A sudden convergence of crises  has cast the country’s future in darkness.,"LONDON — Long lines outside gas stations. Panicked drivers fighting one another as the pumps run dry. Soldiers deployed to distribute fuel across the country. And in the background, the pandemic stretching on, food rotting in fields and families sinking into poverty. This is Britain in 2021."
South Korea Shelves ‘Fake News’ Bill Amid International Outcry,2021-10-01,article,News,,"['Freedom of the Press', 'Freedom of Speech and Expression', 'Rumors and Misinformation', 'Compensation for Damages (Law)', 'Libel and Slander', 'Politics and Government', 'News and News Media']",Right groups warned that a proposed new law would discourage the media from reporting critically on powerful people.,SEOUL — President Moon Jae-in and his Democratic Party in South Korea have spent months vowing to stamp out what they have called fake news in the media. But lawmakers had to postpone a vote on a new bill this week when they encountered a problem: no one can agree on exactly how to do it.
Word of the Day: joie de vivre,2021-10-01,article,News,,[],This term has appeared in 23 articles on NYTimes.com in the past year. Can you use it in a sentence?,_________
Late Night Recaps This Year’s Congressional Baseball Game,2021-10-01,article,News,,['Television'],"“It was just baseball, no politics, until the Republican catcher went nuts about having to wear a mask,” Jimmy Fallon said on Thursday night.","Welcome to Best of Late Night, a rundown of the previous night’s highlights that lets you sleep — and lets us get paid to watch comedy. Here are the 50 best movies on Netflix right now."
A Princess Is Set to Be Wed. But It’s No Fairy Tale.,2021-10-01,article,News,,"['Royal Families', 'Weddings and Engagements']","Princess Mako of Japan will forgo the trappings of royal nuptials when she marries her college boyfriend, a commoner, after a long and arduous engagement.",TOKYO — Anyone who dreams of being a princess should probably have a chat with Princess Mako of Japan.
Quotation of the Day: Study’s Stark Finding: Over Half of Police Killings Go Uncounted,2021-10-01,article,News,,[],"Quotation of the Day for Friday, October 1, 2021.","“This is an ongoing issue that we are still, after all these years, not doing a very good job of keeping track of people killed by police.”"
"Editors’ Note: Oct. 1, 2021",2021-10-01,article,News,,[],"Corrections that appeared in print on Friday, Oct. 1, 2021.","An article on Tuesday about increasing fears among women that the Taliban will restrict their access to education included several comments from an individual claiming to be Mohammad Ashraf Ghairat, the newly appointed chancellor of Kabul University, saying that women would not be allowed to go to work or attend classes at the college. The comments included those posted to a Twitter account in Mr. Ghairat’s name. Multiple calls to the chancellor’s office and his top aide for confirmation were turned away, with the aide saying that the chancellor would not speak to the media, and referring questions to a senior Taliban spokesman, who did not deny the account’s claims. After publication of the article, the authenticity of the account was cast into doubt, and The Times has been unable to reach the university’s chancellor to confirm his position on school policies. (The digital version of the article and its accompanying headline have been updated to reflect doubts about the social media posts.)"
Hitting The Road,2021-10-01,article,News,,[],Have you ever taken a road trip?,"Scores of families took to the road this summer, taking their first “normal” vacations in ages. "
Spelling Bee Forum,2021-10-01,article,News,,[],Feeling stuck on today’s puzzle? We can help.,"FRIDAY — Hi busy bees! Welcome to today’s Spelling Bee forum. There are a number of terms that appear in both this article and other online discussions of the Spelling Bee; a glossary of those terms compiled by Monicat, a Times reader, can be found below."
The Beet Grows On,2021-10-01,article,News,,"['Gardens and Gardening', 'Writing and Writers', 'Science and Technology']","A pandemic garden didn’t really prepare me for “semi-retirement,” but …","As my first gardening season in many years draws to a close, I am confronting the weighty question of when to harvest my beet."
High Octane and a Stick Shift: Standout Cars as an Era Starts to End,2021-10-01,article,News,,"['Automobiles', 'Antique and Classic Cars', 'Engines', 'Luxury Goods and Services']","Hitting the road and track with Cadillac’s roaring Blackwings, a Porsche 911 GTS and the rare BMW M2 CS.","For speed demons — or demons wedded to hellacious fossil-fuel power — the Cadillac CT5-V Blackwing checks off quite a list. A supercharged, 668-horsepower V-8. A top speed above 200 miles an hour. All-day track thrills that would leave any E.V. depleted and gasping, as demonstrated on my endorphin-rushing test laps at Virginia International Raceway."
"Lesson of the Day: ‘How Shang-Chi, Master of Kung Fu, Knocked Down Stereotypes’",2021-10-01,article,News,,['Race and Ethnicity'],"In this lesson, students will learn about Marvel’s first Asian superhero film. Then, they will reflect on the importance of seeing oneself onscreen.","Featured Article: “How Shang-Chi, Master of Kung Fu, Knocked Down Stereotypes” by Robert Ito"
Why Diversity Seems Easier Said Than Done in Politics,2021-10-01,article,News,,[],Minority members say they need to work twice as hard in a political system with “two sets of rules.”,"Recently, I’ve been reporting on the controversy over Labor’s pick to represent Fowler, where Tu Le, a young lawyer and the daughter of Vietnamese migrants, was passed over, with the party instead choosing Kristina Keneally, a party leader and white woman. I’ve been using it as a starting point to examine why Australia’s Parliament lags behind other English-speaking countries when it comes to cultural diversity."
"The New York Times News Quiz, October 1, 2021",2021-10-01,multimedia,Interactive Feature,,[],Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.,Did you follow the news this week? Take our quiz to see how well you stack up with other Times readers.
Joshua Ferris’s Ode to the Hapless American Everyman,2021-10-01,article,Review,,['Books and Literature'],"“A Calling for Charlie Barnes,” Ferris’s new novel, is a vivid portrait of a man’s dreams and failures.",A CALLING FOR CHARLIE BARNESBy Joshua Ferris
"New Southern Fiction By Percival Everett, Wiley Cash and Andrew Siegrist",2021-10-01,article,Review,,['Books and Literature'],"Two mysteries and a story collection span the American South, from 1980s North Carolina to small-town Mississippi to Tennessee.",WHEN GHOSTS COME HOME By Wiley Cash290 pp. Morrow. $28.99.
"Two Authors View America From Above and Below, and Are Not Happy With What They See",2021-10-01,article,Review,,"['Books and Literature', 'Corporate Taxes', 'Income Inequality', 'United States Politics and Government', 'Social Conditions and Trends']",Evan Osnos’s “Wildland” and Alec Ross’s “The Raging 2020s” take different paths to arrive at the same worrisome conclusion about the country’s future.,"WILDLANDThe Making of America’s FuryBy Evan OsnosTHE RAGING 2020SCompanies, Countries, People — and the Fight for Our Future By Alec Ross"
New in Paperback: ‘Conditional Citizens’ and ‘The Silence’,2021-10-01,article,List,,['Books and Literature'],Six new paperbacks to check out this week.,"THE SWORD AND THE SHIELD: The Revolutionary Lives of Malcolm X and Martin Luther King Jr., by Peniel E. Joseph. (Basic, 400 pp., $18.99.) Arguing for a “new interpretation” of these two iconic civil rights leaders — in what our reviewer, Annette Gordon-Reed, called an “immensely valuable” book — Joseph suggests that while they may have been polar opposites at the start, they gradually moved toward each other before their assassinations."
How Does Social Media Affect Your Mental Health?,2021-10-01,article,News,,[],Facebook has delayed the development of an Instagram app for children amid questions about its harmful effects on young people’s mental health. Does social media have an impact on your well-being?,What is your relationship with social media like? Which platforms do you spend the most time on? Which do you stay away from? How often do you log on?
Taking the Slow Route to the Altar,2021-10-01,article,News,,['Weddings and Engagements'],"Amy Ogbonna and Samuel Oiwoh matched on Tinder in 2014 but ignored the connection. Soon after, they ran into each other — and gradually made their way to marriage.","Amy Ogbonna and Samuel Oiwoh both swiped right on the dating app Tinder in December 2014, but neither of them messaged the other."
"A Bond Built on Family, Faith, Hard Work and Sushi",2021-10-01,article,News,,['Weddings and Engagements'],"When Rexanah Wyse and Eric Morrissette started dating in 2018, they discovered that they shared core similarities — and some differences, too.","Soon after he began dating Rexanah Wyse, Eric Morrissette began receiving text messages that he found suspicious."
Their Future Was Written on the Calendar,2021-10-01,article,News,,['Weddings and Engagements'],"Efrain Guerrero and James Jones had an instant chemistry after meeting three years ago, though each had a different way of expressing love for each other.","Establishing a joint Google calendar may not be a standard marker of a flourishing romance, but for Efrain Guerrero and James Jones, it stood in just fine for a more customary expression of commitment."
In Harmony for 14 Years,2021-10-01,article,News,,['Weddings and Engagements'],Michael Sean McClenney and Christopher Michael Repotski met in 2007 as members of the Atlanta Gay Men’s Chorus.,"Christopher Michael Repotski and Michael Sean McClenney have been traveling to Provincetown, Mass., for Labor Day every year since 2016. So, it made perfect sense for their wedding to be there, too, with tea dances and parasols included."
A Scripted Ceremony Takes Center Stage,2021-10-01,article,News,,['Weddings and Engagements'],"Cary Gitter, a playwright, and Meghan VanArsdalen, an actor, were married at the Gem Theater in Detroit. He scripted the ceremony.",Cary Gitter texted his friend Sylvia Khoury out of the blue in September 2017 to ask about her friend Meghan VanArsdalen.
"Clearly, Facebook Is Very Flawed. What Will We Do About It?",2021-10-01,article,Op-Ed,,"['Social Media', 'Corporate Social Responsibility', 'Computers and the Internet', 'Teenagers and Adolescence', 'Mental Health and Disorders', 'Regulation and Deregulation of Industry', 'United States Politics and Government']",A  damning expose depicts a company with all the information it needs to fix the egregious oversights and mistakes of the past.,"Two weeks ago, The Wall Street Journal published “The Facebook Files,” a damning series based on a cache of leaked internal documents that revealed how much the company knew about the harms it was causing and how little it did to stop it."
Rapid Tests Are the Answer to Living With Covid-19,2021-10-01,article,Op-Ed,,"['Tests (Medical)', 'Coronavirus Risks and Safety Concerns', 'Coronavirus (2019-nCoV)']",Americans need both vaccines and universal access to rapid tests to get back to more normalcy.,"In Germany, you can buy a rapid Covid-19 test at the grocery store for one euro (a little more than a dollar). In Britain, any household can obtain a pack of seven rapid tests every day for free. In Singapore, you can get a free rapid test from a vending machine. Families in Israel receive at-home rapid tests for their children to use before school. Rapid testing is commonplace in many parts of the world because policymakers recognized early on that the tests could blunt the pandemic by stopping chains of transmission. By letting people know they are infectious, rapid tests are useful even in areas with high vaccination rates and can allow for a safer return to in-person activity."
What if Disability Rights Were for Everyone?,2021-10-01,article,Op-Ed,,"['Disabilities', 'Coronavirus (2019-nCoV)', 'Law and Legislation', 'Minorities', 'Civil Rights and Liberties', 'AMERICANS WITH DISABILITIES ACT', 'United States Politics and Government']",Our response to the pandemic has created an opportunity to transform this movement into a larger push for rights for all.  ,"In the fight between red state governors and the federal government over measures to control the pandemic, the Biden administration has deployed an unexpected weapon: disability rights law. Citing the Americans with Disabilities Act (A.D.A.), President Biden’s Department of Education launched investigations into five states that have prohibited schools from requiring masks. Already, a Federal District Court has blocked Iowa’s ban on mask requirements, citing the A.D.A. The legal reasoning is simple: by prohibiting mask mandates, these states may be pushing disabled students — who are at greater risk from Covid — out of the classroom."
