headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Why a Pilot Is Under Investigation for Saying ‘Let’s Go Brandon’,2021-11-01,article,News,,"['AIRLINES AND AIRPLANES', 'Pilots', 'United States Politics and Government', 'Social Media']","His remarks went viral after he repeated the chant, which is understood to be code for swearing at President Biden, during a Southwest Airlines flight.",It began as a chant at a NASCAR race. It became an inside joke among many Republicans that spread to T-shirts and even to the floor of Congress. And now it has entangled Southwest Airlines in the nation’s political tussles.
"‘Succession’ Season 3, Episode 3: Head Spaces and Hullabaloo",2021-11-01,article,News,,['Television'],There was plenty of petty Roy cruelty to go around in this week’s brutal episode.,(Check out a recap of the latest episode in Season 3 of Succession)
Your Monday Briefing,2021-11-01,article,briefing,,[],Deciding the future of the climate.,"Presidents and prime ministers are gathering in Glasgow this week for the 12-day U.N. global warming conference, often referred to as COP26, to discuss global climate policies, which are likely to determine the future of the planet."
What Is a ‘Carbon Footprint’? And 12 Other Climate Buzzwords,2021-11-01,multimedia,Interactive Feature,,"['Global Warming', 'Environment', 'Sustainable Living']","As climate change discussions take center stage in Glasgow, here’s a primer on some of the jargon you’re likely to hear a lot.","As climate change discussions take center stage in Glasgow, here’s a primer on some of the jargon you’re likely to hear a lot."
"‘Insecure’ Recap, Season 5, Episode 2: Pick Up Your Feelings",2021-11-01,article,News,,['Television'],"Busy with their careers and friendship, Issa and Molly forget to turn back to themselves.",(Read the recap of the latest episode in Season 5 of Insecure)
Word of the Day: conflagration,2021-11-01,article,News,,[],This word has appeared in 70 articles on NYTimes.com in the past year. Can you use it in a sentence?,_________
New Black N.B.A. Coaches Wonder Why It Took So Long to Get a Shot,2021-11-01,article,News,,"['Coaches and Managers', 'Basketball', 'Black People', 'Blacks', 'Hiring and Promotion', 'Discrimination']","The N.B.A.’s coaching ranks have long been dominated by white men, but a demand from Black players for more diversity may be changing things.",Jamahl Mosley has traveled the world for basketball.
"Once a Leading Polluter, the U.K. Is Now Trying to Lead on Climate Change",2021-11-01,article,News,,"['Politics and Government', 'United Nations Framework Convention on Climate Change', 'Greenhouse Gas Emissions', 'Global Warming', 'Coal', 'Wind Power', 'Alternative and Renewable Energy']","On the eve of a global climate summit, Britain’s evolution from fossil fuels to clean energy is on display. But experts question whether its commitment is sufficient, and whether it can persuade other nations to meet meaningful goals.","LONDON — As Britain prepares to host a landmark climate summit in Glasgow this week, the milestones of its own evolution to a more climate-friendly economy are on vivid display along the railroad line from London to Scotland."
How Much Are Countries Pledging to Reduce Emissions?,2021-11-01,multimedia,Interactive Feature,,"['United Nations Framework Convention on Climate Change', 'Greenhouse Gas Emissions', 'Global Warming']",The newest plans by countries to fight climate change still fall short of what scientists say is necessary. Here’s what the 10 biggest emitters have promised.,The newest plans by countries to fight climate change still fall short of what scientists say is necessary. Here’s what the 10 biggest emitters have promised.
"Facing Elimination, the Houston Astros Find Their Bats",2021-11-01,article,News,,"['Baseball', 'World Series']","A first-inning grand slam had Atlanta thinking championship, but the Astros kept fighting and sent the Series back to Houston for Game 6.","ATLANTA — Adam Duvall swung and the baseball sailed high and deep and, surely, toward the history books. The 43,122 Atlanta fans filling Truist Park, early arrivals and in the mood to party with a clinching World Series win within reach, exploded into a raucous din. They believed the grand slam, only the 21st in World Series history, signaled their divine right to celebrate."
