headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
NewSchools Fund Attracts More Capital,2013-05-01,article,News,,"['Education (K-12)', 'Venture Capital', 'Charter Schools', 'Philanthropy', 'Computers and the Internet']","NewSchools Venture Fund, a nonprofit that invests in education groups, is entering a partnership with Rethink Education that could result in millions more in financing.","NewSchools Venture Fund, a nonprofit that started out channeling philanthropic donations to charter schools and that now invests in a range of education groups and businesses, is entering into a partnership with a new venture capital fund that could result in millions more in financing."
"Years Later, Barnes Gets a Big Hit Off Pettitte ",2013-05-01,article,News,,['Baseball'],"Brandon Barnes had a two-run double off the Yankee veteran Andy Pettitte on Monday, but as Astros teammates in spring training in 2006, Pettitte had the upper hand.","Shortly after he had been battered by the Houston Astros on Monday night, Andy Pettitte dissected his performance and was particularly upset about a fourth-inning, 0-2 pitch he threw to Brandon Barnes that Barnes turned into a two-run double."
"Equipped to Weather Big Storms, a Jersey City Tower Draws Tenants",2013-05-01,article,News,,"['Real Estate (Commercial)', 'Renting and Leasing (Real Estate)', 'Hurricane Sandy (2012)', 'Infrastructure (Public Works)']","Although Jersey City’s office market has been struggling, a building that already offers backup generators and a fiber optic network has been attracting new tenants.","In the six months since Hurricane Sandy hit, office tenants have been flocking to a huge glass tower in Jersey City despite its being right along the waterfront. It may seem counterintuitive for companies to pointedly search for office space near the water, but the 500,000-square-foot building at 111 Town Square Place in Newport is a hybrid data center and office building that offers tenants backup generators, redundant power and an extensive fiber optic network."
Chris Matthews Signs Long-Term Extension With MSNBC,2013-05-01,article,News,,[],"A host on the network for more than a decade, Mr. Matthews said that under his new deal he would end his syndicated Sunday talk show.","Chris Matthews, who has been one of the most prominent hosts on MSNBC for more than a decade, has signed a new long-term deal with the network to continue his “Hardball” program, a network executive confirmed on Tuesday."
Advocates Say Managed-Care Plans Shun the Most Disabled Medicaid Users,2013-05-01,article,News,,"['Health Insurance and Managed Care', 'Disabilities', 'Medicaid', 'Frauds and Swindling', 'Elderly']","At a meeting with the advocates for disabled people, New York State’s Medicaid director vowed to hold plans accountable when it came to enrolling the most seriously impaired seniors, participants said.","Managed-care companies in New York have come under fire for signing up vigorous older adults referred to them by social day care centers, customers whose health needs are relatively small."
"In the World of Content, Web Follows a Trail Left by TV",2013-05-01,article,News,,"['Web-Original Programming', 'Online Advertising', 'Computers and the Internet', 'ADVERTISING AND MARKETING', 'Upfronts (Television)']","Internet companies like Hulu, AOL and Yahoo are holding presentations this week about their plans for original programming.","IF in real estate, as the saying goes, the three most important things are “location, location, location,” when it comes to wooing viewers and advertisers to online video from television, the corresponding mantra seems to be “content, content, content.”"
"Miami’s Condo Market Rebounds, Stoking a Building Boom",2013-05-01,article,News,,"['Real Estate and Housing (Residential)', 'Real Estate (Commercial)', 'United States Economy', 'Building (Construction)', 'Foreign Investments', 'Condominiums']","As home prices recover and demand for safe investments by foreign investors rises, Miami is booming again with 25 condo projects.","MIAMI — Of the 22,000 condos created in downtown Miami during the boom years, only about 600 remain unsold — thanks mainly to an influx of Latin American investors seeking a safe haven for their money."
"In New Hampshire, Senator Finds Her Vote on Gun Bill Is Hot Topic",2013-05-01,article,News,,['Gun Control'],"Senator Kelly Ayotte, a Republican in her first term, has become a focus of advocates on both sides of the gun control debate.","WARREN, N.H. — It was 45 minutes into Senator Kelly Ayotte’s town hall-style meeting here on Tuesday, and the local Republican official screening question topics had allowed just one query on gun control. A few in the crowd of about 150 started to get agitated. "
Chinese Way of Doing Business: In Cash We Trust,2013-05-01,article,News,,['Renminbi (Currency)'],"For all China’s modern trappings, many experts say mutual wariness between the government and its citizens means the country still prefers to pay for things the old-fashioned way.",SHANGHAI — Lin Lu remembers the day last December when a Chinese businessman showed up at the car dealership he works for in north China and paid for a new BMW 5 Series Gran Turismo — entirely in cash.
Massachusetts: Aid Promised for Victims Who Lost Limbs,2013-05-01,article,Brief,,"['Boston Marathon Bombings (2013)', 'Prostheses', 'AMPUTATION']",A national trade group has promised to provide protheses to anyone who lost a leg in the Boston Marathon bombings if they are uninsured or their insurance fails to cover the cost.," The American Orthotic & Prosthetic Association, a national trade group, has promised to provide artificial limbs to any people who lost a leg in the Boston Marathon bombings if they are uninsured or their insurance fails to cover the cost.  More than a dozen people lost limbs in the blasts; it is not yet known how many will need help paying for prostheses. The cost of an initial prosthesis could be $8,000 to $30,000, said Tom Fise, the group’s executive director. Many insurance plans sharply limit coverage, he said. "
