headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
End-of-Summer Business Reading: Dreamers and the Defiant,2015-09-01,article,News,,['Books and Literature'],"Summer’s almost gone, but in these last warm days you might reach into a few books on some of the people and creations that shape the economy.","With just a week left before the unofficial end of what has been a relentless summer of business news — the fate of Greece, the economic woes of China and the market roller coaster in the United States — hopefully you might find the time to read a book."
U.S. Open 2015: Stars Take a Beating on a Topsy-Turvy Day,2015-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']",Serena Williams was the lone top-10 player who remained in the top half of the women’s draw. Kei Nishikori fell in the men’s bracket. Other first-round victims included Ana Ivanovic and Carla Suárez Navarro.,"Amid a flurry of first-round upsets, Kei Nishikori had multiple chances — two, to be specific — to sidestep disaster at the United States Open on Monday."
"6 Players Get Probation in Sayreville, N.J., Football Hazing Case",2015-09-01,article,News,,"['Sex Crimes', 'Football', 'Hazing']","Four teenagers pleaded guilty, and two others were convicted on lesser charges, in a case that shocked and divided the town last fall.","Six of the seven teenagers charged with sexually abusing teammates in a football hazing scandal at the high school in Sayreville, N.J., last fall were sentenced to probation and 50 hours each of community service, a prosecutor said on Monday."
Clash Erupts During Raid by Israelis in West Bank,2015-09-01,article,News,,"['Palestinians', 'Defense and Military Forces', 'Refugees and Displaced Persons']",A raid that appeared to be aimed at arresting people suspected as Palestinian militants turned into an armed confrontation in the Jenin refugee camp.,"RAMALLAH, West Bank — Israeli soldiers clashed with Palestinian gunmen in one of the West Bank’s toughest refugee camps overnight Tuesday, as a raid that appeared to be aimed at arresting people suspected as Palestinian militants turned into an armed confrontation."
Supreme Court Says Kentucky Clerk Must Let Gay Couples Marry ,2015-09-01,article,News,,"['Same-Sex Marriage, Civil Unions and Domestic Partnerships']","The new case from Kentucky, Davis v. Miller, was the court’s first opportunity to consider whether government officials may refuse to recognize same-sex marriages on religious grounds.","WASHINGTON — The Supreme Court on Monday refused to allow a county clerk in Kentucky who objects to same-sex marriage on religious grounds to continue to deny marriage licenses to all couples, gay or straight."
Japan Nears Test Flight for Long-Delayed Regional Passenger Jet,2015-09-01,article,News,,"['AIRLINES AND AIRPLANES', 'Factories and Manufacturing']",Japan’s first commercial airliner in half a century — the Mitsubishi Regional Jet — will take its first test flight in October.,"After several years of delays, Japan’s first commercial airliner in about half a century is scheduled for its first test flight — an hourlong ride out of Nagoya Airport."
California Defends Its Review Process in Appeal to Preserve Death Penalty ,2015-09-01,article,News,,"['Capital Punishment', 'Sentences (Criminal)']",A federal appeals panel on Monday heard the state’s argument against a 2014 ruling that could bring a reprieve to all the inmates on death row in California.,California on Monday asked a federal appeals panel to overturn a 2014 court ruling that — unless it is reversed — could bring a reprieve to the more than 740 inmates on death row in the state.
TV Dinners in a Netflix World,2015-09-01,article,News,,"['Frozen Foods', 'Supermarkets and Grocery Stores', 'Innovation']","Big food companies like Nestlé are sinking money into revitalizing their frozen offerings, after upstarts have taken supermarket freezer space with more innovative foods.","SOLON, Ohio — The pizza arrived, mozzarella melting on a red crushed tomato blanket dotted with brilliant green spinach aboard a crispy, irregularly shaped crust dusted here and there with ash."
"Insights, and Redactions, in Latest Release of Hillary Clinton’s Emails",2015-09-01,article,News,,"['E-Mail', 'Classified Information and State Secrets', 'United States International Relations']","The 4,368 documents released by the State Department on Monday contain insights into Hillary Rodham Clinton’s circle and underscore her acute interest in remaining current on political developments.",WASHINGTON — Chelsea Clinton warned her parents that international relief efforts in Haiti were a disaster and that major changes were needed in a memo released on Monday that offered a rare window into her role in America’s most prominent political family.
A Wild Month on Wall St. Ends Quietly ,2015-09-01,article,News,,"['Stocks and Bonds', ""Standard & Poor's 500-Stock Index"", 'United States Economy', 'Nasdaq Composite Index', 'Interest Rates', 'Dow Jones Stock Average']","August’s turbulence interrupted an unusually long period of tranquillity, but some analysts found reasons to believe that the markets may have found a bottom.","For several years, parking one’s savings in the United States stock market seemed like a no-brainer. Not only did stocks steadily climb — giving investors far better returns than they could get from their bank accounts — the ride up was smooth."
"Nelson Shanks, Who Painted the Prominent, Dies at 77",2015-09-01,article,Obituary (Obit),,['Deaths (Obituaries)'],"Mr. Shanks, known for his portraits of political leaders and figures in the arts, this year revealed that he had included a visual reference to the Monica Lewinsky affair in a portrait of Bill Clinton.","Nelson Shanks, a painter known for his portraits of political leaders and prominent figures in the arts, who earlier this year revealed that he had included a visual reference to the Monica Lewinsky affair in his portrait of Bill Clinton for the National Portrait Gallery, died on Friday at his home in Bucks County, Pa. He was 77. "
‘Narcos’ Episode 7 Recap: The Trouble With Steve Murphy,2015-09-01,article,News,,['Television'],The show’s main American character is one of its weaknesses.,Read all of our “Narcos” recaps.
244 Immigrants With Criminal Records Face Deportation in California,2015-09-01,article,News,,"['Illegal Immigration', 'Immigration and Emigration']","Federal authorities arrested 244 unauthorized immigrants who had previously been convicted of crimes, including violent felonies and sexual abuse.","LOS ANGELES — More than 240 immigrants with criminal records who are living in the United States illegally were taken into custody last week during a four-day sweep across Southern California, immigration authorities said Monday. "
Most Nations Miss a Goal for Women in Leadership,2015-09-01,article,News,,"['Women and Girls', 'Legislatures and Parliaments']","Despite a pledge made by world leaders to have women make up at least 30 percent of their national legislatures, most of the world’s parliaments remain largely male.","UNITED NATIONS — The corridors of the United Nations hummed on Monday as hundreds of men, in polished wingtips and natty ties, arrived here for the annual conclave of lawmakers from around the world."
"Wayne W. Dyer, Prolific Author of Self-Help Books, Dies at 75",2015-09-01,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Books and Literature']","Dr. Dyer, author of the best-selling “Your Erroneous Zones” and more than two dozen books, was a popular lecturer and talk-show guest.","Dr. Wayne W. Dyer, whose best-selling 1976 book decrying the vice of blame and preaching the virtue of self-reliance, “Your Erroneous Zones,” propelled him to a prolific multimedia career of advice-giving and spiritual counseling, died over the weekend in Maui, Hawaii. He was 75."
Murder Rates Rising Sharply in Many U.S. Cities,2015-09-01,article,News,,"['Murders, Attempted Murders and Homicides', 'Urban Areas', 'Gangs', 'Social Conditions and Trends']","Cities across the nation are seeing a startling rise in murders this year, and few places have witnessed a shift as precipitous as Milwaukee.","MILWAUKEE — Cities across the nation are seeing a startling rise in murders after years of declines, and few places have witnessed a shift as precipitous as this city. With the summer not yet over, 104 people have been killed this year — after 86 homicides in all of 2014."
Making American Men’s Game Great Again: Ideas?,2015-09-01,article,News,,"['Tennis', 'United States Open (Tennis)']","Perhaps with an asterisk, Tommy Haas, who lost his opener Monday, was the most credentialed American in the men’s field at this U.S. Open, despite being ranked 506th.","On Tommy Haas’s Twitter page, in an Aug. 22 posting to his roughly 157,000 followers, he wrote: “Make America great again. Thoughts? Suggestions?”"
An Escalating Migrant Crisis and an Intensifying Search for Solutions,2015-09-01,article,News,,"['Middle East and Africa Migrant Crisis', 'Asylum, Right of', 'Refugees and Displaced Persons']","The crisis has exposed vulnerabilities in the European Union’s open border policy, a fundamental tenet of the continental union.","A mounting migrant crisis has forced members of the European Union to search for new ways to adequately house, feed and effectively screen thousands of people seeking asylum. The recent influx of migrants, mostly from the Middle East and Northern Africa, has overwhelmed some countries and exposed vulnerabilities in the continental bloc’s open-border policy."
Taxis of Yesterday and Today,2015-09-01,multimedia,Interactive Feature,,['Taxicabs and Taxicab Drivers'],"From the Darracq to the Nissan NV200, a brief history of automobile models that have served as New York City taxis.","From the Darracq to the Nissan NV200, a brief history of automobile models that have served as New York City taxis."
Tomorrow Arrives for New York City’s Yellow Cab Standard,2015-09-01,article,News,,['Taxicabs and Taxicab Drivers'],"Starting Tuesday, most cab owners will be required to switch to the Nissan NV200, known as the Taxi of Tomorrow, when they retire their cabs.",The boxy yellow vehicle is a survivor. It won a competition to redesign New York City’s taxi. It endured a pothole-marred course in Arizona meant to replicate the city’s rugged streets. And it prevailed in a legal battle and overcame the election of a new mayor who had been a vocal opponent.
An Analyst’s Seamless Injection Into ESPN’s Rotation,2015-09-01,article,News,,"['Baseball', 'Television']","Jessica Mendoza showed she belongs in the network’s regular mix of baseball game analysts, with a smart, understated stint in place of Curt Schilling.","Jessica Mendoza showed Sunday night that she belongs in ESPN’s regular rotation of baseball game analysts, with a smart, understated stint in place of Curt Schilling."
1993 Murder Conviction Vacated; Brooklyn Prosecutor Says Evidence Was Withheld,2015-09-01,article,News,,"['False Arrests, Convictions and Imprisonments', 'Murders, Attempted Murders and Homicides', 'District Attorneys', 'Supreme Courts (State)']","District Attorney Kenneth P. Thompson admitted that his office had concealed a material-witness order as Ruddy Quezada, who was released after 24 years, sought to have his conviction reversed.","A man who had served 24 years on a murder conviction was released on Monday, after the Brooklyn district attorney admitted his office had withheld key evidence in the case against the man, Ruddy Quezada."
"As Crowds for Bernie Sanders Grow, the Biggest Impact Comes in Iowa",2015-09-01,article,News,,['Presidential Election of 2016'],"It is Mr. Sanders’s footprint in Iowa, that most critical of early states, where that expansion matters most.","BOONE, Iowa — The first person Senator Bernie Sanders of Vermont met when he climbed out of a Dodge Journey here on a recent Saturday morning was Caleb Humphrey. It was for good reason."
