headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
How to End a Forever War,2020-12-01,article,Editorial,,"['Afghanistan War (2001- )', 'Terrorism', 'Peace Process', 'United States International Relations', 'United States Defense and Military Forces']",The Biden administration should support a regional effort to stabilize Afghanistan.,"For years, the stalemate in Afghanistan has left American officials torn between two bad options: Prop up a corrupt, hopelessly divided Afghan government indefinitely or admit defeat and go home, leaving the country to its fate. At 19 years and counting, the U.S.-led effort in Afghanistan is already the longest war in American history. A consensus has been forming that it is time for U.S. troops to come home. But the speed of the withdrawal and whether any residual force will be left behind to carry out counterterrorism operations remain open questions."
"Citing Pardon, Justice Dept. Asks Judge to ‘Immediately’ Dismiss Flynn Case",2020-12-01,article,News,,"['Russian Interference in 2016 US Elections and Ties to Trump Associates', 'Amnesties, Commutations and Pardons', 'United States Politics and Government', 'Special Prosecutors (Independent Counsel)']",Prosecutors also revealed in a court filing that President Trump’s pardon of Michael Flynn was written broadly to end the former aide’s legal jeopardy.,"WASHINGTON — The Justice Department asked a federal judge on Monday to dismiss the criminal case against President Trump’s former national security adviser Michael T. Flynn, citing his pardon last week — and making clear that it broadly covered potential legal troubles beyond the charge Mr. Flynn had faced of lying to federal investigators."
"As Trump Attacks Georgia Republicans, Party Worries About Senate Races",2020-12-01,article,News,,"['Presidential Election of 2020', 'Elections, Senate', 'United States Politics and Government']",Some Republicans in the state fear that the doubt President Trump is sowing about the fairness of the election could depress turnout for the crucial Senate runoff races.,"President Trump’s sustained assault on his own party in Georgia, and his repeated claims of election fraud in the state, have intensified worries among Republicans that he could be hurting their ability to win two crucial Senate runoff races next month."
Biden’s Inauguration: Expect Smaller Crowds and More Social Distancing,2020-12-01,article,News,,"['Inaugurations', 'Presidents and Presidency (US)', 'Presidential Transition (US)', 'Presidential Election of 2020', 'United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Risks and Safety Concerns']","Unlike President Trump, who was expected to shrug off health threats in favor of huge crowds, President-elect Joseph R. Biden Jr. has indicated that his inauguration will not be business as usual.","WASHINGTON — The stage being built on the West Front of the Capitol can hold 1,600 spectators for a close-up view of President-elect Joseph R. Biden Jr. as he takes the oath of office. The reviewing stand under construction in front of the White House will be ready for the inaugural parade and thousands of cheering onlookers as the marchers pass by. And the National Mall is prepared to accommodate many more."
"Thank You, Justice Gorsuch",2020-12-01,article,Op-Ed,,"['Constitution (US)', 'Places of Worship']",Liberals will one day cite and celebrate this defense of religious liberty.,"It may take a terrorist attack, a war or some other national emergency, but America will one day thank Justice Neil Gorsuch for his stirring words last week in Roman Catholic Diocese of Brooklyn v. Cuomo. “Government,” he wrote in a concurrence to the 5-4 majority opinion, “is not free to disregard the First Amendment in times of crisis.”"
De Blasio Has Actually Got Something Right,2020-12-01,article,Op-Ed,,"['Coronavirus Reopenings', 'Education (K-12)', 'Teachers and School Employees', 'Mayors']",The mayor so many love to hate is doing more than most to get kids back in class.,"Sometimes it seems like the single point of consensus in America’s fractured politics is contempt for New York City’s mayor, Bill de Blasio."
Quotation of the Day: U.S. Faces a New Crisis: ‘An Extreme Level of Teacher Burnout’,2020-12-01,article,Quote,,[],"Quotation of the Day for Tuesday, December 1, 2020.","“Three years ago, we started to learn how to run from armed intruders. Last year we learned how to pack bullet wounds. This year, we’re trying to figure out how to bring back learning in a pandemic.”"
"Corrections: Dec. 1, 2020",2020-12-01,article,Correction,,[],"Corrections that appeared in print on Tuesday, Dec. 1, 2020.","An article on Saturday about down-ballot losses for Democrats in the 2020 U.S. election misstated the name of a G.O.P. group. It is the Republican State Leadership Committee, not the Republican Legislative Leadership Committee."
"Dr. Atlas, Trump’s coronavirus adviser, resigns.",2020-12-01,article,News,,['internal-essential'],"Dr. Scott W. Atlas, the former Stanford University radiologist who espoused disputed theories and rankled government scientists while advising President Trump on the pandemic, has resigned his White House position, according to a senior government official.","Dr. Scott W. Atlas, the former Stanford University radiologist who espoused disputed theories and rankled government scientists while advising President Trump on the pandemic, has resigned his White House position, according to a senior government official."
"Scott Atlas, a Trump Coronavirus Adviser, Resigns",2020-12-01,article,News,,"['Coronavirus (2019-nCoV)', 'United States Politics and Government', 'Appointments and Executive Changes']","Dr. Atlas joined the White House in August as a special government employee for a limited term, prompting clashes with government scientists over his contentious theories.","WASHINGTON — Dr. Scott W. Atlas, the former Stanford University radiologist who espoused controversial theories and rankled government scientists while advising President Trump on the coronavirus pandemic, resigned his White House position on Monday."
