headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
It’s Infrastructure Week!,2019-05-01,article,Editorial,,"['Infrastructure (Public Works)', 'United States Politics and Government']","Mr. Trump, here’s a fight worth having.","On Tuesday, a dozen Democratic lawmakers, including the House speaker, Nancy Pelosi, and the Senate minority leader, Chuck Schumer, headed to the White House for a frank talk with President Trump about the “I” word: infrastructure."
Would You Let the Police Search Your Phone?,2019-05-01,article,Op-Ed,,"['Search and Seizure', 'Police', 'Privacy', 'Cellular Telephones']",We are much more likely to give consent than we think.,"Law enforcement officers on the doorstep threatening to “come back with a warrant” is a cliché of police procedural dramas. Things are much less dramatic in real life: The officers ask if they can take a look around, and the civilians say yes without putting up a fight."
Alabama Is More Pro-Immigrant Than You Think,2019-05-01,article,Op-Ed,,"['Immigration and Emigration', 'Migrant Labor (Agriculture)', 'Evangelical Movement']",White evangelicals are tired of letting their fear of outsiders outweigh their duties as Christians.,"MONTGOMERY, Ala. — When we think about where immigrants head once they arrive in the United States, we usually imagine them piling into border states like Texas and urban areas along the coast. And many do."
"Trump, Seeking to Put Pressure on Maduro, Threatens a Full Embargo on Cuba",2019-05-01,article,News,,"['United States International Relations', 'Embargoes and Sanctions']","Mike Pompeo, the secretary of state, said in an interview with CNN that Mr. Maduro had planned to flee to Cuba on Tuesday, but was urged by the Russian government to stay.","WASHINGTON — President Trump on Tuesday accused Cuba of aiding the government of President Nicolás Maduro of Venezuela, who the administration evidently hoped would be ousted by day’s end, warning that the United States would impose an embargo and additional sanctions on the country if Cuba did not end its support."
Judge Overturns Conviction of Ex-Penn State President in Sandusky Case,2019-05-01,article,News,,"['Sex Crimes', 'Child Abuse and Neglect']","The president, Graham Spanier, had been convicted on a misdemeanor charge related to failing to report the abuse of a boy by Jerry Sandusky.","A federal judge on Tuesday overturned the misdemeanor child endangerment conviction of Graham Spanier, the former president of Penn State, for his actions in the Jerry Sandusky scandal, one day before Mr. Spanier was scheduled to report for a two-month prison term."
Anti-Semites Don’t Just Hate Jews. They’re Targeting Freedom.,2019-05-01,article,Op-Ed,,"['ANTI-SEMITISM', 'Synagogues', 'Pittsburgh, Pa, Shooting (2018)', 'Passover', 'Jews and Judaism', 'Chabad of Poway Synagogue Shooting (2019)', 'Hate Crimes']",No wonder gunmen are coming for us.,"The holiday of Passover just ended, and I am full of rage."
"Corrections: May 1, 2019",2019-05-01,article,Correction,,[],"Corrections appearing in print on Wednesday, May 1, 2019.",BUSINESS
Quotation of the Day: Who Killed Atlanta’s Children? Retesting Evidence After 40 Years,2019-05-01,article,Quote,,[],"Quotation of the Day for Wednesday, May 1, 2019.","“It was like there was a boogeyman out there, and he was snatching black children.”"
"Congressional Democrats’ Lawsuit Examining Trump’s Private Business Can Proceed, Federal Judge Says",2019-05-01,article,News,,['Constitution (US)'],The decision is at least a temporary victory for the president’s critics who say he is willfully flouting constitutional bans.,WASHINGTON — A federal district judge in Washington ruled on Tuesday that congressional Democrats could proceed with a lawsuit claiming that President Trump was violating the Constitution by continuing to profit from his businesses while president.
"Peacocks, but Not Peahens",2019-05-01,article,News,,['Crossword Puzzles'],Joel Fagliano springs a pop quiz on us.,"WEDNESDAY PUZZLE — To some solvers, crossword puzzles can feel like a test of what they know and what they don’t know. There is some truth to that, but I like to look at it another way: My brain, like Joel Fagliano’s, loves to collect facts and store them away greedily until I can find some unsuspecting person to spring them on. "
Mets Blow Lead in Ninth but Pete Alonso Wins Game in Tenth,2019-05-01,article,News,,['Baseball'],The rookie first baseman hit a sacrifice fly that was the difference in a win over Cincinnati in which Jeurys Familia failed to secure a six-out save.,"Continuing his strong rookie season, Pete Alonso hit a game-winning sacrifice fly off Raisel Iglesias in the 10th inning, and the Mets rebounded from a blown ninth-inning lead to beat the Cincinnati Reds, 4-3, on Tuesday night. In doing so, the Mets avoided dropping below .500 for the first time this year."
"Mueller, Venezuela, Deutsche Bank: Your Wednesday Briefing",2019-05-01,article,briefing,,[],Let us help you start your day.,(Want to get this briefing by email? Here’s the sign-up.)
U.S. Military Stops Counting How Much of Afghanistan Is Controlled by Taliban,2019-05-01,article,News,,"['United States Defense and Military Forces', 'Afghanistan War (2001- )', 'Inspectors General']","“It’s like turning off the scoreboard,” one American official said of the decision, which eliminates an important public measure of progress in the war.","KABUL, Afghanistan — The American military command in Afghanistan has halted regular assessments of how many people and districts the government and insurgents there control, it emerged on Wednesday — eliminating what has long been an important public measure of progress in the war."
What’s on TV Wednesday: Billboard Music Awards and ‘Knock Down the House’,2019-05-01,article,Schedule,,"['Television', 'Movies']",The Billboard Music Awards run live on NBC. And Rachel Lears’s acclaimed “Knock Down the House” hits Netflix.,The Billboard Music Awards run live on NBC. And Rachel Lears’s acclaimed “Knock Down the House” hits Netflix.
How to Abdicate a Throne? The Akihito Way.,2019-05-01,article,Op-Ed,,"['Politics and Government', 'Japan Earthquake and Tsunami (2011)', 'Constitutions', 'Royal Families', 'Speeches and Statements']",Japan’s emperor bypassed the government by asking the people to endorse his departure.,"TOKYO — The emperor of Japan, Akihito, abdicated on Tuesday, paving the way for his son Naruhito to take the throne on Wednesday. His decision is widely being described as a break from a 200-year tradition. In fact, it is a return to an older, even longer-standing tradition, with a modern twist."
Tidying Up,2019-05-01,article,News,,[],"How neat and tidy are you? Do you regularly give away, recycle or throw out things you no longer need or want, or are you more of a hoarder?",Do you know about the book (and related Netflix series) by Marie Kondo about how to declutter by getting rid of what no longer “sparks joy?”
On Politics: Mueller Objected to Barr’s Description of His Findings,2019-05-01,article,News,,['United States Politics and Government'],"Robert Mueller’s letter in March is another sign of anger toward Attorney General William Barr, whose initial statement let President Trump claim to have been vindicated.",Good Wednesday morning. Here are some of the stories making news in Washington and politics today.
Huawei’s Communist Culture Limits its Global Ambitions,2019-05-01,article,News,,"['Executives and Management (Theory)', 'Telephones and Telecommunications', 'Computers and the Internet']","The Chinese telecom giant seeks acceptance in the West, but its structure and value system — patterned after China’s ruling party — could stand in the way.","The Huawei Technologies founder Ren Zhengfei once recommended that his senior executives watch a TV series called “Proof of Identity.” In that 2009 series, a Communist spy who had infiltrated the Nationalist army during China’s civil war struggles for years to prove his loyalty and identity after the Communists prevail."
Everyone’s Welcome at the Statue of Liberty. Except Tour Guides.,2019-05-01,article,News,,['Statue of Liberty'],"Officials with the Statue of Liberty and Ellis Island are banning commercial tour guides from many areas, saying they clog the sites and behave badly.",[What you need to know to start the day: Get New York Today in your inbox.]
