headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
‘Battling a Demon’: Drifter Sought Help Before Texas Church Shooting,2020-01-01,article,News,,"['Churches (Buildings)', 'Murders, Attempted Murders and Homicides']","The gunman who shot two parishioners at the West Freeway Church of Christ had come earlier looking for food and money, church leaders said.","WHITE SETTLEMENT, Texas — Given West Freeway Church of Christ’s location, on a busy thoroughfare just off a major highway, vagabonds and homeless people regularly found their way inside. Sometimes, they sought spiritual help. But more often, they came asking for food, which the church would provide, and money, which it typically would not. "
Protect Veterans From Fraud,2020-01-01,article,Editorial,,"['Veterans', 'For-Profit Schools', 'Financial Aid (Education)', 'Frauds and Swindling', 'Colleges and Universities']",Congress could do much more to protect Americans who have served their country from predatory for-profit colleges.,"Congress invited predatory for-profit colleges to defraud military veterans when it wrote a loophole into the rules governing federal education aid. The loophole, added to the Higher Education Act in 1998, encouraged the schools to take the education aid of Americans who had served the country while giving them valueless degrees — or no degrees at all — in return."
F.D.A. Plans to Ban Most E-Cigarette Flavors but Menthol,2020-01-01,article,News,,"['E-Cigarettes', 'Recalls and Bans of Products', 'Menthol', 'Nicotine', 'Teenagers and Adolescence', 'Regulation and Deregulation of Industry', 'Smoking and Tobacco', 'Lobbying and Lobbyists', 'United States Politics and Government', 'your-feed-healthcare']",The tobacco and vaping industries and conservative allies intensively lobbied against a ban on popular flavored e-cigarettes.,"The Trump administration is expected to announce this week that it will ban mint-, fruit- and dessert-flavored e-cigarette cartridges popular with teenagers, but allow menthol and tobacco flavors to remain on the market."
‘It’s Green and Slimy’,2020-01-01,article,News,,['Crossword Puzzles'],Christina Iverson and Jeff Chen ring in the New Year.,"WEDNESDAY PUZZLE — The weekend columnist Caitlin Lovinger and I work in multiple time zones when it comes to writing Wordplay. We get the crossword puzzles ahead of time so that we can balance column writing with other tasks, and the puzzle and column both appear online the night before their actual publication dates. That can make it tricky to write the column as if we are solving on the same day you are."
"Corrections: Jan. 1, 2020",2020-01-01,article,Correction,,[],"Corrections that appeared in print on Wednesday, Jan. 1, 2020.","An “On This Day in History” item on Tuesday about the installation of lampposts in a town using new electric technology developed by Thomas Edison misidentified the town. It was Menlo Park, N.J., not Menlo Park, Calif. It also misstated the year of the event. It was 1879, not 1908.  "
Quotation of the Day: Ex-SEAL Now Pitching Products and President,2020-01-01,article,Quote,,[],"Quotation of the Day for Wednesday, January 1, 2020.","“He’s a Rambo version of the same story Trump has been telling over and over: The deep state is trying to screw you, the media is bad, and the rich people don’t understand you.”"
Hospitals and Schools Are Being Bombed in Syria. A U.N. Inquiry Is Limited. We Took a Deeper Look.,2020-01-01,multimedia,Interactive Feature,,"['Defense and Military Forces', 'Civilian Casualties']",Attacks on civilian sites in Syria have grown so frequent that the U.N. launched a rare inquiry to document the violations. But the investigation is limited in scope and the final report may not be made public. The New York Times did its own investigation. Here’s what we found.,Attacks on civilian sites in Syria have grown so frequent that the U.N. launched a rare inquiry to document the violations. But the investigation is limited in scope and the final report may not be made public. The New York Times did its own investigation. Here’s what we found.
Hong Kong Protesters Return to Streets as New Year Begins,2020-01-01,article,News,,"['Demonstrations, Protests and Riots', 'Hong Kong Protests (2019)', 'New Year']","Weeks of relative calm ended on Wednesday, as people marched in large numbers and the police deployed tear gas and pepper spray.",HONG KONG — Hong Kong protesters began the new year the way they’d spent much of the old one: in the streets. 
Kevin Spacey Accuser’s Estate Drops Sexual Assault Lawsuit,2020-01-01,article,News,,"['Sexual Harassment', 'Suits and Litigation (Civil)', 'Movies', '#MeToo Movement', 'Television', 'ACTORS AND ACTRESSES', 'Massage', 'Sex Crimes', 'Academy Awards (Oscars)', 'Golden Globes (Awards)', 'Tony Awards (Theater Awards)']","A Los Angeles County massage therapist, who died in September, had accused Mr. Spacey of groping him and making improper advances during a 2016 massage.","A lawsuit that accused the actor Kevin Spacey of sexually assaulting a massage therapist in 2016 ended after the accuser’s estate dropped the case, court documents filed on Monday show."
Dizzying Day for Trump Caps a Year Full of Them,2020-01-01,article,News,,"['United States International Relations', 'United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry']","The president monitored a Middle East crisis from his golf club, threatened Iran and implored reporters to be “honorable” in 2020.","PALM BEACH, Fla. — It was perhaps fitting that President Trump ended another dizzying year in office with a crisis-driven day of surreal contrasts, one that began with him tracking a Middle East emergency from his golf club and ended with a tuxedo-clad president holding forth about North Korea, Iran and impeachment and vaping on a red carpet over the thumping din of party music."
Meteor Showers in 2020 That Will Light Up Night Skies,2020-01-01,article,News,,"['Meteors and Meteorites', 'Space and Astronomy', 'Earth', 'Solar System']","All year long, Earth passes through streams of cosmic debris. Here’s a list of major meteor showers and how to spot one.","All year long as Earth revolves around the sun, it passes through streams of cosmic debris. The resulting meteor showers can light up night skies from dusk to dawn, and if you’re lucky you might be able to catch one."
Sync your calendar with the solar system,2020-01-01,multimedia,Interactive Feature,,"['Space and Astronomy', 'Moon', 'Eclipses', 'Seasons and Months', 'Solar System', 'Meteors and Meteorites']","Never miss an eclipse, a meteor shower, a rocket launch or any other astronomical and space event that's out of this world.","Never miss an eclipse, a meteor shower, a rocket launch or any other astronomical and space event that's out of this world."
"Rocket Launches, Trips to Mars and More 2020 Space and Astronomy Events",2020-01-01,article,News,,"['Space and Astronomy', 'Private Spaceflight', 'Rocket Science and Propulsion', 'Moon', 'Mars (Planet)', 'Sun', 'Mars 2020 (Mars Rover)', 'Satellites', 'International Space Station', 'Comets', 'Perseverance (Mars Rover)', 'Emirates Mars Mission', 'Tianwen-1 (Mars Mission)']","A year full of highs and lows in space just ended, and the 12 months to come  will be full of new highlights in orbit and beyond.","If you follow space news and astronomy, the past year offered no shortage of highlights. Astronomers provided humanity’s first glimpse of a black hole. China landed on the moon’s far side. And the 50th anniversary of the Apollo 11 moon landing inspired us to look ahead to our future in space."
What’s on TV Wednesday: A Linda Ronstadt Doc and ‘Doctor Who’,2020-01-01,article,News,,"['Television', 'Movies']",“Linda Ronstadt: The Sound of My Voice” airs on CNN. And a new season of “Doctor Who” kicks off on BBC America.,"LINDA RONSTADT: THE SOUND OF MY VOICE (2019) 9 p.m. on CNN. “If I were going to choose something to do, it would not be to stand up in front of a lot of people,” the singer Linda Ronstadt says in this documentary. “But I love to sing, I love to sing, I love music. So at some point, you do whatever you have to do to do music.” That’s not exactly a stereotypical rock-star outlook, but Ronstadt didn’t have the typical rock star’s career: After reaching arena-level success in rock in the 1970s, she moved across genres, releasing albums of pop standards and Mariachi songs. (“People would think that I was trying to reinvent myself,” she says in the documentary, “but I never invented myself to start with.”) Her varied career is the focus here; it’s discussed by both Ronstadt and by interviewees like Emmylou Harris, Bonnie Raitt, Cameron Crowe, Jackson Browne and Dolly Parton. “The political intelligence and matter-of-fact feminism that emerge in this portrait are among its most intriguing aspects,” A.O. Scott wrote in his review for The New York Times. He wrote that Ronstadt’s “cleareyed, down-to-earth thoughts on her profession, her family and American culture (musical and otherwise) make her someone you want to know better.”"
How the U.S. Embassy in Iraq Became a Target,2020-01-01,article,News,,"['Politics and Government', 'United States International Relations', 'United States Defense and Military Forces', 'Defense and Military Forces', 'Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates', 'Corruption (Institutional)']","After months of turmoil in Iraq, U.S. airstrikes against a pro-Iranian militia drew a backlash.","For months, furious protests have battered Iraq, driven by frustration at a dysfunctional economy, corruption and the pervasive influence of a foreign power: Iran."
10 Electric Vehicles to Watch,2020-01-01,article,News,,"['Electric and Hybrid Vehicles', 'Automobile Service and Charging Stations', 'Batteries']","Sales doubled in 2019, but the industry’s tipping point — severing ties to the gas pump — still lies ahead. These cars will help make that happen.","This article is part of our continuing Fast Forward series, which examines technological, economic, social and cultural shifts that happen as businesses evolve."
Why the Fires in Australia Are So Bad,2020-01-01,article,News,,"['Fires and Firefighters', 'Wildfires', 'Global Warming']","Bush fire season is nothing new to Australians, but this summer has been calamitous — and it’s far from over.","This fire season has been one of the worst in Australia’s history, with at least 15 people killed, hundreds of homes destroyed and millions of acres burned. And summer is far from over."
Pro-Iranian Protesters End Siege of U.S. Embassy in Baghdad,2020-01-01,article,News,,"['Demonstrations, Protests and Riots', 'Diplomatic Service, Embassies and Consulates', 'United States Defense and Military Forces', 'United States International Relations']","Iran’s ability to deploy militias to attack the American Embassy, with Iraqi support, made clear how much power it wields in Iraq.","BAGHDAD — After a second day of tense protests at the American Embassy in Baghdad, thousands of pro-Iranian demonstrators dispersed on Wednesday, ending a siege that had trapped American diplomats in the embassy compound overnight and winding down a potentially explosive crisis for the Trump administration."
Judge John Hodgman on Uncle Money Bags,2020-01-01,article,News,,['Comedy and Humor'],"If you brother-in-law wants to slip your son some moola, just make sure it ends up in the right place.","Lucy writes: My brother-in-law, Johnny, is a wonderful uncle. Too wonderful, actually. Every time we see him, he slips my son some cash, like a slick gangster. My son is 7. He just leaves the cash around the house. I’ve told Johnny to stop giving my ungrateful son money, but he says he likes doing it. Can I make him stop?"
"She Felt Fine, but Her M.R.I. Showed Several Strokes. What Was Wrong?",2020-01-01,article,News,,"['Stroke', 'Brain', 'Heart', 'Medicine and Health']","After the 67-year-old woman fell at the airport, the left side of her body wouldn’t cooperate. The answer to her malady was found in her heart.","The 67-year-old woman had just flown back to her old hometown, Eugene, Ore., to pick up one more load of boxes to move them to her new hometown, Homer, Alaska. As usual, the shuttle to long-term parking was nowhere in sight, so she pulled out the handles of her bags and wheeled them down the now-familiar airport road. It was a long walk — maybe half a mile — but it was a beautiful afternoon for it."
These Armenian Flatbreads Stuffed With Greens Are the Perfect Snack,2020-01-01,article,News,,"['Cooking and Cookbooks', 'Recipes']","Tangy and juicy, filled with seasoned herbs and hearty leaves, jingalov hats are a joy to eat.","Rusana Sayadyan threw down a ball of dough the size of a tangerine and rolled it out into a big, floppy disc, lifting the edges to spin it around. Thirteen years ago, she was an apprentice at a bakery in Armenia, learning to make jingalov hats — the football-shaped flatbreads stuffed with a dozen varieties of herbs and green leaves. Now she was here, in Los Angeles — an expert — teaching someone else. She pushed back her puffy white bonnet with the back of her arm and mixed a handful of greens with salt, oil and paprika. After she scooped the mixture onto the dough, she used her fingers to pinch it shut, sealing the greens inside, then flipped the disc onto a hot griddle."
