headline,date,doc_type,material_type,section,keywords,abstract,lead_paragraph
Three Colorado Officers Resign After Arrest of Woman With Dementia,2021-05-01,article,News,,"['Police Brutality, Misconduct and Shootings', 'Suits and Litigation (Civil)', 'Dementia']","Body-camera footage of the arrest of Karen Garner has drawn widespread outrage, as has another video that showed officers laughing at the footage.","Three members of a Colorado police department have resigned after they arrested and booked a 73-year-old woman with dementia who was thrown to the ground and handcuffed after she was suspected of shoplifting, officials said on Friday."
Manchin says he won’t support a D.C. statehood bill.,2021-05-01,article,News,,"['Statehood Movement for Washington, DC', 'United States Politics and Government']","Senator Joe Manchin III, Democrat of West Virginia, told local news reporters that he believed making Washington, D.C., a state would require a constitutional amendment.","Senator Joe Manchin III, Democrat of West Virginia, told local news reporters on Friday that he would not support a bill to grant statehood to Washington, D.C., saying he believed a constitutional amendment was needed instead of legislation."
MoMA Blocks Protesters Who Planned to Demonstrate Inside,2021-05-01,article,News,,"['Museums', 'Demonstrations, Protests and Riots', 'Art']","The museum, citing safety concerns, closed its doors to the protesters who say MoMA caters too much to the interests of its wealthy donors.",The Museum of Modern Art blocked protesters from entering the museum Friday afternoon at the conclusion of a march designed to focus attention on what the demonstrators say is the undue influence of wealthy patrons on the cultural institution’s values and programming.
"Eli Broad, Who Helped Reshape Los Angeles, Dies at 87",2021-05-01,article,Obituary (Obit),,"['Museums', 'Art', 'Deaths (Obituaries)', 'Philanthropy', 'Education (K-12)']","The businessman, who made a fortune in home-building and insurance, spent lavishly to try to make the city a cultural capital.","Eli Broad, a businessman and philanthropist whose vast fortune, extensive art collection and zeal for civic improvement helped reshape the cultural landscape of Los Angeles, died on Friday at Cedars-Sinai Medical Center in Los Angeles. He was 87."
"Corrections: May 1, 2021",2021-05-01,article,Correction,,[],"Corrections that appeared in print on Saturday, May 1, 2021.","An article on Friday about the expansion of a law in Germany aimed at reducing carbon emissions misstated the title of Peter Altmaier. He is the economy minister, not the finance minister."
Quotation of the Day: Soul-Searching in Israel After Deadly Stampede at Religious Site,2021-05-01,article,Quote,,[],"Quotation of the Day for Saturday, May 1, 2021.",“It’s been one blow after another. It’s something we don’t know how to pick ourselves up from.”
Screwballs,2021-05-01,article,News,,"['Crossword Puzzles', 'Ties (Apparel)']","All’s fair in love, war and Ryan McCarty’s Saturday puzzle.","SATURDAY PUZZLE — Happy May, everybody! We’re in the lusty height of spring and Ryan McCarty’s grid today has a lot of romantic touches, some verging on bawdy. We are also back on the short stacks, which is fine — a staircase of seven across entries making a sequence that might fit in at a poetry slam. I think the cluing today is reasonably kind, with a few exceptions, although I think I got lucky with a couple of good guesses in the long down entries, which aren’t easy at all."
Looking for a Weekend Excursion? Try Craft Shop Hopping,2021-05-01,article,News,,"['Ceramics and Pottery', 'Art', 'Quarantine (Life and Culture)', 'Handicrafts', 'Small Business', 'Content Type: Service']",A wealth of stores and studios in Connecticut and upstate New York offer lovely handmade wares that you’ll have forever.,"When I heard that Creel and Gow, the beloved cabinet of antique and handmade curiosities on Manhattan’s Upper East Side, just opened an outpost in Millbrook, N.Y., in order to have more space for its handcrafted furniture and textiles made by artisans in Morocco, where its owners, Jamie Creel and Marco Scarani, live for part of the year, it occurred to me that the area around Millbrook and in nearby Litchfield County, Conn., has become a mecca for craft. Not the chunky or cheeky minimalist Brooklynite-gone-upstate kind of craft, but the kind made by highly skilled longstanding practitioners, whose wares look most at home when paired with fine old patinated things. These sorts of history-friendly creations are the domain of people like Creel and Scarani — shopkeepers (and decorators and antiques dealers) who make keeping a shop seem like an art."
Medina Spirit Wins the 147th Kentucky Derby,2021-05-01,article,News,,"['Horse Racing', 'Kentucky Derby', 'Triple Crown (Horse Racing)', 'Jockeys, Drivers and Trainers', 'Doping (Sports)']","The trainer Bob Baffert collected his seventh Derby victory while the favorite, Essential Quality, faltered and finished fourth.","LOUISVILLE, Ky. — On another first Saturday in May, the beauty of America’s oldest sport battled neck and neck down the stretch with its unseemliness as a colt named Medina Spirit elegantly held off a determined challenge from Mandaloun."
Tom Brady Charted a New Path. Aaron Rodgers Struggles to Do the Same.,2021-05-01,article,News,,"['Football', 'Free Agents (Sports)', 'Draft and Recruitment (Sports)']","When Super Bowl-winning quarterbacks like Brady, Rodgers and Russell Wilson grow frustrated with their teams, the nature of N.F.L. contracts makes it hard to scramble away. Brady ultimately succeeded by running out the clock.","The final contract that Tom Brady signed in New England, in August 2019, contained a clever provision that prevented the Patriots from placing a franchise or transition tag on him, ensuring that, as he desired, Brady would become a free agent after the season."
Pandemic Inspector General Warns of Oversight Breakdown,2021-05-01,article,News,,"['United States Politics and Government', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Stimulus (Economic)', 'Inspectors General']",An internal dispute at the Treasury Department shows the challenge of tracking trillions of dollars of economic relief money.,WASHINGTON — A breakdown in the oversight of trillions of dollars of economic relief money spilled into public view on Friday night when the Treasury Department’s special inspector general for pandemic recovery said in a report that his powers to scrutinize funds had been curtailed this week after a decision by the Justice Department’s Office of Legal Counsel.
23 Candidates Are on Ballot for Open Texas Congressional Seat,2021-05-01,article,News,,"['Elections, House of Representatives', 'United States Politics and Government', 'Endorsements']","The front-runner in Saturday’s election is Susan Wright, who has been endorsed by Donald J. Trump and is the widow of Representative Ron Wright, who died of Covid-19 in February.","AUSTIN, Texas — Not long ago, Texas’ Sixth Congressional District seemed to be securely in Republican hands. Ron Wright, a member of the conservative House Freedom Caucus, was poised to advance the G.O.P.’s agenda after he was elected in 2018."
"As New York City Reopens, Its Recovery Will Hinge on the Next Mayor",2021-05-01,article,News,,"['Elections, Mayors', 'Primaries and Caucuses', 'Coronavirus Reopenings']",The Democratic candidates are making radically different bets about the mood and priorities of New Yorkers as the city moves toward reopening after the pandemic.,"The signs of New York City’s recovery are everywhere: Vaccinations are on the rise; restaurant and bar curfews are ending; occupancy restrictions are easing in offices, ballparks and gyms. By July 1, Mayor Bill de Blasio says the city should be “fully reopened.”"
May Vocabulary Challenge,2021-05-01,article,News,,[],How many of our recent Words of the Day can you use correctly in a 50-word story? Send us yours by May 17. And check out the winners of our April challenge!,
"Global Virus Cases Reach New Peak, Driven by India and South America",2021-05-01,multimedia,Interactive Feature,,"['Coronavirus (2019-nCoV)', 'Hospitals', 'Disease Rates']","Led by surges in the two hotspots and Eastern Europe, the average number of new daily cases has exceeded 800,000 for more than a week.","Led by surges in the two hotspots and Eastern Europe, the average number of new daily cases has exceeded 800,000 for more than a week."
Bill Nye Is Still Having Fun With Science,2021-05-01,article,News,,"['Content Type: Service', 'Science and Technology', 'Social Media', 'Advertising and Marketing']",The former host of “Bill Nye the Science Guy” has new fans on TikTok and a side gig as a celebrity pitchman.,Bill Nye was geeking out in his sunny apartment in uptown Manhattan.
Digital Horses Are the Talk of the Crypto World,2021-05-01,article,News,,"['Horse Racing', 'Nonfungible Tokens (NFTs)', 'Computers and the Internet', 'Computer and Video Games']","Horse racing meet NFT mania on Zed Run, a digital platform where some top steeds are fetching six-figure sums.","The Kentucky Derby may be the best-known stakes race happening in the equestrian world this weekend, but it’s hardly the only one."
From Best Friends to Platonic Spouses,2021-05-01,article,News,,"['Marriages', 'Friendship']",Some people are taking their friendships to the next level by saying “I do” to marriages without sex.,"First came blood brothers, best friends who would solidify their bond by cutting themselves and swapping a bit of blood. Then came the tiny house besties, friends moving into adjoining tiny homes. (“Bestie Row” in Texas, for example.)"
"Why a $10,000 Tax Deduction Could Hold Up Trillions in Stimulus Funds",2021-05-01,article,News,,"['Tax Credits, Deductions and Exemptions', 'Federal Taxes (US)', 'Property Taxes', 'Income Tax', 'United States Politics and Government', 'Tax Cuts and Jobs Act (2017)', 'High Net Worth Individuals', 'Stimulus (Economic)', 'Infrastructure (Public Works)', 'American Jobs Plan (2021)']",The fight over SALT is a case study in the age-old conflict between constituent politics and national policy.,"In 2017, congressional Republicans capped a tax break that benefits America’s highest-earning households and people with multimillion-dollar homes. Coastal Democrats have been trying to get it back ever since."
Decorating Scandal Engulfs Boris Johnson and Puts Fiancée in Spotlight,2021-05-01,article,News,,"['Politics and Government', 'Interior Design and Furnishings', 'Embezzlement', 'Women and Girls', 'Discrimination', 'Content Type: Personal Profile']",Critics see the hand of Carrie Symonds in the costly makeover of the couple’s apartment and other political dust-ups. Supporters see “outdated sexist tropes.”,"LONDON — Of all the unsavory ethical questions swirling around Prime Minister Boris Johnson these days, the one that has stuck is how he paid for the costly makeover of his apartment in Downing Street. And it has put his 33-year-old fiancée, Carrie Symonds, under a particularly scorching spotlight."
"After Years of Protests, a New Jersey County Ends Its ICE Jail Contract",2021-05-01,article,News,,"['Immigration Detention', 'Illegal Immigration', 'Politics and Government', 'Demonstrations, Protests and Riots']","The Essex County executive said the decision to stop holding undocumented immigrants for ICE in the county jail was based on money, not politics.","For years, the sprawling jail complex in Essex County, N.J., where hundreds of undocumented immigrants have been held under a contract with U.S. Immigration and Customs Enforcement while awaiting court hearings, has been at the center of a fierce debate over federal immigration policy that peaked during the Trump administration."
Brie Larson Pivoted to Video,2021-05-01,article,News,,"['Content Type: Personal Profile', 'Quarantine (Life and Culture)', 'Video Recordings, Downloads and Streaming', 'Actors and Actresses']",The Oscar-winning actress has found therapeutic refuge on YouTube.,"Brie Larson was not at last week’s Oscars, though she won one for her acting in “Room,” about a mother in captivity, five years ago."
